broker,count,bamount,bcount,samount,scount,top3
联讯证券股份有限公司南通工农路证券营业部,1,648.51,1,0.0,0,深赛格
恒泰证券股份有限公司呼和浩特新城北街证券营业部,1,331.89,1,0.0,0,农产品
安信证券股份有限公司上海杨浦区殷行路证券营业部,5,1583.7,1,3752.13,4,"华控赛格,华源控股"
国联证券股份有限公司无锡梁溪路证券营业部,3,525.63,1,535.34,2,"深赛格,爱朋医疗"
信达证券股份有限公司深圳深南大道证券营业部,2,316.0,1,316.83,1,农产品
国泰君安证券股份有限公司重庆九尺坎证券营业部,11,5422.46,7,3432.4,4,"华控赛格,科泰电源,泰永长征,"
平安证券股份有限公司深圳红岭基金产业园证券营业部,8,5497.58,2,16231.36,6,"通产丽星,深赛格,新大洲A,"
长江证券股份有限公司武汉珞瑜路证券营业部,2,495.96,2,0.0,0,"农产品,上海沪工"
海通证券股份有限公司深圳分公司华富路证券营业部,14,3764.73,7,5004.36,7,"华控赛格,摩恩电气,科融环境,"
中国银河证券股份有限公司烟台证券营业部,1,224.16,1,0.0,0,深赛格
西南证券股份有限公司杭州庆春东路证券营业部,1,276.93,1,0.0,0,农产品
华泰证券股份有限公司郑州经三路证券营业部,4,795.81,2,867.77,2,"华控赛格,新疆交建"
财富证券有限责任公司杭州庆春路证券营业部,37,9427.45,23,6295.04,14,"华森制药,华控赛格,宇晶股份,"
海通证券股份有限公司北京中关村南大街证券营业部,1,276.52,1,0.0,0,农产品
长江证券股份有限公司上海世纪大道证券营业部,6,4490.54,5,686.41,1,"深南股份,华控赛格,中青宝,"
华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,8,10998.79,5,3484.97,3,"上海莱士,多喜爱,德新交运,"
海通证券股份有限公司苏州南园北路证券营业部,1,0.0,0,723.3,1,农产品
广发证券股份有限公司成都新光路证券营业部,3,681.55,1,1457.11,2,华控赛格
深股通专用,20,18747.08,11,6251.74,9,"汤臣倍健,游族网络,超声电子,"
国泰君安证券股份有限公司南京太平南路证券营业部,11,4341.23,6,3924.48,5,"通产丽星,德新交运,华控赛格,"
中国中投证券有限责任公司无锡清扬路证券营业部,26,15851.58,15,9967.83,11,"科泰电源,新大洲A,汉嘉设计,"
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,131,40100.65,74,27334.67,57,"华控赛格,天风证券,山东路桥,"
中国中投证券有限责任公司深圳深南大道证券营业部,3,3323.29,2,287.73,1,"上海莱士,沃格光电,农产品"
第一创业证券股份有限公司深圳总部证券营业部,7,2890.3,4,1695.45,3,"华控赛格,汉嘉设计,特尔佳"
西藏东方财富证券股份有限公司拉萨东环路第二证券营业部,19,3431.83,10,2520.08,9,"宇晶股份,多喜爱,宇信科技,"
信达证券股份有限公司厦门分公司,7,1905.58,4,1043.3,3,"达华智能,摩登大道,亚振家居,"
兴业证券股份有限公司成都航空路证券营业部,2,376.36,1,459.21,1,"深南股份,华控赛格"
