code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000068,华控赛格,-10.058,5896.75,1979.80,3916.94,日跌幅偏离值达到7%的前五只证券,0.05,0.10,2018-12-21
000533,万家乐,-10,2380.46,1464.95,915.52,日跌幅偏离值达到7%的前五只证券,0.15,0.09,2018-12-21
000610,西安旅游,-9.4059,3515.08,1640.49,1874.59,日跌幅偏离值达到7%的前五只证券,0.05,0.06,2018-12-21
000659,珠海中富,-9.5465,9373.40,3577.69,5795.71,日跌幅偏离值达到7%的前五只证券,0.25,0.41,2018-12-21
000691,亚太实业,10.0457,2561.38,1136.90,1424.48,日涨幅偏离值达到7%的前五只证券,0.10,0.12,2018-12-21
000766,通化金马,-8.7121,6600.78,2918.28,3682.51,日跌幅偏离值达到7%的前五只证券,0.20,0.25,2018-12-21
000979,中弘退,4.3478,1559.37,647.94,911.43,退市整理期,0.19,0.27,2018-12-21
002174,游族网络,9.9818,17024.43,8203.08,8821.35,日涨幅偏离值达到7%的前五只证券,0.24,0.26,2018-12-21
002252,上海莱士,3.0837,78957.46,18667.58,60289.89,日振幅值达到15%的前五只证券,0.09,0.28,2018-12-21
002656,摩登大道,-9.9785,4532.11,1918.04,2614.07,日跌幅偏离值达到7%的前五只证券,0.68,0.93,2018-12-21
002656,摩登大道,-9.9785,11682.65,4260.87,7421.78,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.18,0.31,2018-12-21
002871,伟隆股份,9.9909,9777.67,4600.35,5177.32,日涨幅偏离值达到7%的前五只证券,0.25,0.29,2018-12-21
002871,伟隆股份,9.9909,9777.67,4600.35,5177.32,日换手率达到20%的前五只证券,0.25,0.29,2018-12-21
002907,华森制药,9.9833,5901.14,2602.49,3298.66,日涨幅偏离值达到7%的前五只证券,0.11,0.14,2018-12-21
002907,华森制药,9.9833,6831.82,3472.07,3359.75,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.10,0.10,2018-12-21
002927,泰永长征,9.9968,7804.97,3652.17,4152.80,日涨幅偏离值达到7%的前五只证券,0.07,0.08,2018-12-21
002927,泰永长征,9.9968,10104.12,4219.57,5884.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.05,0.07,2018-12-21
002927,泰永长征,9.9968,7804.97,3652.17,4152.80,日换手率达到20%的前五只证券,0.07,0.08,2018-12-21
002941,新疆交建,10.0197,8413.69,4914.96,3498.74,日涨幅偏离值达到7%的前五只证券,0.07,0.05,2018-12-21
002941,新疆交建,10.0197,8413.69,4914.96,3498.74,日换手率达到20%的前五只证券,0.07,0.05,2018-12-21
002942,新农股份,1.1409,3246.11,1525.43,1720.68,日换手率达到20%的前五只证券,0.06,0.07,2018-12-21
002943,宇晶股份,0.4978,5170.36,2420.81,2749.56,日换手率达到20%的前五只证券,0.10,0.11,2018-12-21
300052,中青宝,9.9553,3034.54,2410.60,623.94,日涨幅偏离值达到7%的前五只证券,0.24,0.06,2018-12-21
300197,铁汉生态,-10.0559,841.97,179.92,662.05,日跌幅偏离值达到7%的前五只证券,0.22,0.83,2018-12-21
300279,和晶科技,-7.4503,6089.57,1365.46,4724.11,日振幅值达到15%的前五只证券,0.04,0.14,2018-12-21
300462,华铭智能,9.9798,5852.03,3966.59,1885.44,日涨幅偏离值达到7%的前五只证券,0.28,0.13,2018-12-21
300462,华铭智能,9.9798,6375.68,4430.92,1944.76,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.25,0.11,2018-12-21
300472,新元科技,-9.8536,2052.52,916.13,1136.39,日跌幅偏离值达到7%的前五只证券,0.12,0.15,2018-12-21
300494,盛天网络,10.0307,4425.54,3100.07,1325.47,日涨幅偏离值达到7%的前五只证券,0.63,0.27,2018-12-21
300565,科信技术,-3.3312,4942.98,1307.33,3635.65,日换手率达到20%的前五只证券,0.04,0.12,2018-12-21
300644,南京聚隆,4.8725,3233.76,1368.15,1865.61,日换手率达到20%的前五只证券,0.09,0.12,2018-12-21
300674,宇信科技,-4.7537,8333.37,2432.16,5901.21,日换手率达到20%的前五只证券,0.04,0.09,2018-12-21
300736,百邦科技,10.0144,3092.34,2388.87,703.47,日涨幅偏离值达到7%的前五只证券,0.45,0.13,2018-12-21
300746,汉嘉设计,-3.6274,5635.75,2098.15,3537.60,日换手率达到20%的前五只证券,0.06,0.11,2018-12-21
300752,隆利科技,-4.7678,8365.77,4243.64,4122.14,日换手率达到20%的前五只证券,0.12,0.12,2018-12-21
300753,爱朋医疗,9.9891,4777.81,4553.20,224.62,日涨幅偏离值达到7%的前五只证券,0.54,0.03,2018-12-21
600158,中体产业,9.9877,10895.11,6532.06,4363.05,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.16,0.11,2018-12-21
600593,大连圣亚,-10.0066,5584.50,2812.74,2771.76,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.89,0.87,2018-12-21
600652,游久游戏,10.0503,7292.48,6354.27,938.22,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.33,0.05,2018-12-21
600929,湖南盐业,9.952,4910.08,3480.29,1429.79,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.22,0.09,2018-12-21
601162,天风证券,3.2258,12413.77,7098.97,5314.80,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.08,0.06,2018-12-21
603220,贝通信,2.1995,5023.51,2415.60,2607.91,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.06,2018-12-21
603268,松发股份,-9.9953,8343.49,4525.52,3817.97,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.42,0.35,2018-12-21
603389,亚振家居,1.6029,5200.56,1957.05,3243.52,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.09,2018-12-21
603768,常青股份,-9.2444,957.50,463.94,493.56,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.10,0.11,2018-12-21
