RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
1,首都电影院西单店,261087.55,79,4922,53.05,62.30,43.309491
2,北京耀莱成龙影城（五棵松店）,256564.08,115,5941,43.19,51.66,24.949851
3,金逸北京大悦城IMAX店,228053.06,54,3436,66.37,63.63,35.227476
4,成都王府井影城,224921.33,74,1975,113.88,26.69,15.699523
5,卢米埃北京长楹天街IMAX影城,207238.41,55,3105,66.74,56.45,26.417662
6,广州飞扬影城（正佳分店）,202792.85,64,3655,55.48,57.11,25.971923
7,北京寰映合生汇店,200318.72,58,2997,66.84,51.67,39.112844
8,SFC上影影城（港汇恒隆永华店）,189080.43,72,3002,62.98,41.69,31.052057
9,金逸北京荟聚IMAX店,187337.21,71,3380,55.43,47.61,23.835319
10,CGV影城 深圳壹方城店,183103.49,67,2904,63.05,43.34,24.845029
11,北京市金泉港国际影城,180270.14,114,3124,57.70,27.40,20.797747
12,UME影城（北京双井店）,179319.51,64,2945,60.89,46.02,27.587305
13,南京新街口国际影城,179309.51,103,4581,39.14,44.48,32.449231
14,成都锦华万达广场店,176211.49,73,2765,63.73,37.88,24.160807
15,武汉汉街万达广场店,175734.72,89,4147,42.38,46.60,31.973128
16,星美影商城北京金源IMAX店,170836.88,60,2817,60.64,46.95,21.471036
17,首都电影院昌平店,168443.38,55,3770,44.68,68.55,54.444364
18,武商摩尔国际电影城,163928.12,104,4560,35.95,43.85,28.624601
19,上海百丽宫影城环贸iapm店,160268.96,35,2175,73.69,62.14,35.645998
20,深圳市中影国线影城石岩店,154984.23,75,2890,53.63,38.53,44.342155
21,北京美嘉欢乐影城（中关村）,152533.25,48,3326,45.86,69.29,34.345311
22,UME影城（北京安贞店）,152190.66,79,2816,54.04,35.65,27.920811
23,上海五角场万达广场店,152180.93,70,3018,50.42,43.11,21.931811
24,巨幕影城（武汉光谷广场资本大厦店）,151922.19,63,4251,35.74,67.48,31.665447
25,北京嘉华国际影城,149757.80,52,3236,46.28,62.23,30.960581
26,中影国际影城武汉光谷天河店,147698.66,53,4332,34.09,81.74,40.664601
27,北京美嘉欢乐影城（三里屯店）,146094.64,47,2072,70.51,44.09,22.111652
28,广州飞扬影城,142046.94,55,2566,55.36,46.65,21.074893
29,深圳市CINESKY新天影院(壹方天地IMAX店),141198.91,60,3072,45.96,51.20,26.473629
30,上海百丽宫影城长宁来福士店,138924.73,48,2130,65.22,44.38,25.106082
31,深圳百老汇电影中心万象天地店,138158.64,58,2435,56.74,41.98,23.016863
32,金逸上海龙之梦IMAX店,137343.61,63,2477,55.45,39.32,21.758417
33,兰州中心空间站IMAX影城,137264.18,64,3079,44.58,48.11,35.781144
34,中影国际影城上海合生汇店,136006.39,53,2809,48.42,53.00,34.490238
35,卢米埃深圳九方IMAX影城,135524.00,72,2623,51.67,36.43,22.641737
36,海上明珠国际影城上海环球港店,130742.81,49,2287,57.17,46.67,33.072431
37,广州市捷登都会飞扬影城,129225.25,92,3569,36.21,38.79,19.494210
38,郑州奥斯卡熙地港国际影城,128829.47,90,2559,50.34,28.43,22.435560
39,金逸武汉销品茂IMAX店,128565.36,60,3319,38.74,55.32,25.052838
40,深圳保利国际影城,128333.31,60,2970,43.21,49.50,19.335937
41,南昌红谷滩万达广场店,127915.62,77,2979,42.94,38.69,24.512129
42,北京通州万达广场店,127303.70,75,2137,59.57,28.49,18.148619
43,中影国际影城珠海华发2店,127241.94,55,2709,46.97,49.25,31.312489
44,广州百丽宫影城猎德igc店,126833.58,44,2281,55.60,51.84,31.442552
45,中影国际影城北京昌平永旺店,126342.38,50,2631,48.02,52.62,31.344750
46,北京海航文化天宝国际影城,126050.86,92,3335,37.80,36.25,33.256880
47,大连经开万达广场店,125921.54,71,2931,42.96,41.28,25.197369
48,橙天嘉禾影城上海LuOne凯德晶萃店,125136.16,40,1950,64.17,48.75,37.500000
49,北京市莱纳龙域影城,124885.18,72,2799,44.62,38.88,31.259137
50,西安高新万达广场店,124638.96,97,2638,47.25,27.20,23.361793
51,上海百丽宫影城万象城店,124064.00,57,1897,65.40,33.28,19.553878
52,新影联华谊兄弟影院(望京华彩店),123419.52,108,3176,38.86,29.41,35.176324
53,金逸影城北京中关村店,122726.85,48,2479,49.51,51.65,39.424300
54,金逸天津大悦城IMAX店,121251.18,63,2800,43.30,44.44,19.382662
55,UME影城（北京华星店）,120997.77,48,1828,66.19,38.08,20.216766
56,上海和平影都,119351.92,41,2287,52.19,55.78,34.554284
57,SFC上影影城（八佰伴店）,118642.09,57,2070,57.32,36.32,28.460650
58,武汉博纳国际电影城,118081.19,77,3214,36.74,41.74,28.649597
59,北京石景山万达广场店,117511.24,64,2133,55.09,33.33,20.934751
60,中影国际影城上海金科路店,117289.72,69,2735,42.88,39.64,21.911377
61,北京万达影城天通苑龙德广场店,117286.60,58,2277,51.51,39.26,17.999367
62,UME影城（河北石家庄店）,115067.81,88,3081,37.35,35.01,26.852373
63,北京百老汇影城国瑞店,115041.29,46,2499,46.03,54.33,42.692406
64,橙天嘉禾影城上海世纪汇店,113213.49,36,1842,61.46,51.17,31.879543
65,北京太平洋影城中关村店,111825.36,54,2296,48.70,42.52,32.210998
66,大连高新万达广场店,109334.99,75,2980,36.69,39.73,23.349657
67,北京沃美影城（回龙观店）,108002.29,54,2452,44.05,45.41,25.226337
68,金逸影城武汉王家湾店,107785.39,58,2802,38.47,48.31,21.254001
69,德纳国际影城杭州萧山店,107352.26,123,2067,51.94,16.80,13.316068
70,上海寰映影城大融城店,107291.17,67,2064,51.98,30.81,18.952218
71,红星太平洋影城北京太阳宫店,107283.56,55,1794,59.80,32.62,19.889135
72,卢米埃沈阳万象汇影城,106955.71,45,2584,41.39,57.42,31.397326
73,CGV星星影城 北京颐堤港店,106287.62,41,1885,56.39,45.98,33.008130
74,上海金逸新恒星影城,105936.93,51,1747,60.64,34.25,27.849513
75,幸福蓝海国际影城江宁金鹰店,105903.99,52,2910,36.39,55.96,37.463791
76,SFC上影影城（天山缤谷广场店）,105786.12,56,1991,53.13,35.55,27.140130
77,北京市深影国际影城(四道口店),105659.62,53,2336,45.23,44.08,25.025108
78,保利万和国际影城（北京苹果园店）,104925.87,40,2074,50.59,51.85,26.454081
79,广州中华广场电影城,104583.30,53,2551,41.00,48.13,29.872506
80,卢米埃温州万象城IMAX影城,104423.73,52,1909,54.70,36.71,20.452110
81,广州UA花城汇影院,104395.15,65,2133,48.94,32.82,26.695869
