RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
82,华谊兄弟影院（武汉光谷店）,103900.95,62,2605,39.89,42.02,27.866260
83,北京珠影耳东传奇影城,103573.03,51,1686,61.43,33.06,24.241117
84,CGV影城 上海七宝店,102976.06,61,1605,64.16,26.31,15.786885
85,厦门万达影城SM广场店,101824.81,47,2176,46.79,46.30,26.114835
86,深圳市万象影城罗湖万象城店,101814.13,72,1588,64.11,22.06,14.018361
87,北京沃美影城（常营店）,101634.88,52,2140,47.49,41.15,19.538918
88,武商众圆摩尔国际电影城,101428.25,75,3245,31.26,43.27,25.356064
89,武汉横店影视电影城,101214.26,94,3311,30.57,35.22,29.661814
90,上海DFC影城（宝山店）,101200.95,101,2461,41.12,24.37,16.943128
91,橙天嘉禾影城深圳卓悦汇店,100933.56,48,2001,50.44,41.69,27.113821
92,CGV影院 郑州正弘城店,100627.20,48,2213,45.47,46.10,24.377616
93,北京天幕新彩云影城,100227.64,49,2853,35.13,58.22,36.784424
94,武汉璇宫电影城,99772.63,65,3306,30.18,50.86,43.959843
95,上海天山电影院,99614.64,41,1866,53.38,45.51,34.182979
96,合肥万达影城之心城光魔店,99453.91,47,2514,39.56,53.49,28.338734
97,SFC上影影城（杭州龙湖店）,99157.33,53,1978,50.13,37.32,19.933934
98,上海宝山万达广场店,98927.09,64,2016,49.07,31.50,20.886075
99,金逸广州海珠城IMAX店 ,98334.76,48,1889,52.06,39.35,27.935522
100,哈尔滨哈西万达广场店,97617.90,70,2486,39.27,35.51,20.008048
