code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.43,2902.278,2899.4685,2912.0136,2912.0136,2894.7513,134128878,1495.0733
000002,Ａ股指数,0.43,3041.1445,3038.191,3051.3133,3051.3133,3033.224,134007758,1494.4362
000003,Ｂ股指数,0.76,241.509,241.6033,243.4419,243.4466,241.509,121120,0.6372
000008,综合指数,0.09,2836.1233,2832.6963,2835.1688,2839.5753,2822.3214,31104943,299.5172
000009,上证380,0.66,4563.8738,4560.6979,4590.6419,4590.6419,4549.8438,30505565,350.4001
000010,上证180,0.53,8442.9397,8428.1357,8472.6956,8472.6956,8421.939,44306644,615.1992
000011,基金指数,0.37,6204.4684,6201.2277,6224.3262,6224.781,6197.1396,51510294,253.3216
000012,国债指数,0.01,176.5078,176.4924,176.504,176.5081,176.4917,150835,1.4123
000016,上证50,0.61,2928.3611,2921.9474,2939.8184,2939.8184,2922.4325,21383576,335.9291
000017,新综指,0.43,2452.1061,2449.7243,2460.3079,2460.3079,2445.72,130639755,1425.0424
000300,沪深300,0.59,3885.0582,3879.3638,3902.3853,3902.3853,3878.7002,78648887,1164.2478
000905,中证500,0.86,4968.041,4967.6021,5010.5104,5010.513,4954.7856,73705957,776.1589
399001,深证成指,0.81,9804.041,9799.069,9878.623,9878.623,9791.563,22838035736,2603.2564
399002,深成指R,0.81,12024.613000000001,12018.517,12116.088,12116.088,12009.309,10061523732,1365.2163
399003,成份Ｂ指,0.73,4893.0,4893.1320000000005,4928.714,4934.721,4893.0,5044613,0.263
399004,深证100R,0.7,5647.201999999999,5642.295999999999,5681.797,5681.797,5641.446,3280097858,569.5879
399005,中小板指,0.91,6231.968000000001,6232.743,6289.46,6289.46,6224.315,2452756192,403.005
399006,创业板指,0.99,1711.636,1709.826,1726.8010000000002,1726.8010000000002,1707.217,6652591834,933.1447
399008,中小300,0.97,1193.333,1192.881,1204.509,1204.509,1191.6889999999999,5923627831,731.509
399100,新 指 数,0.82,7452.923000000001,7448.953,7510.135,7510.135,7444.039000000001,22180926849,2577.5656
399101,中小板综,0.87,9108.877,9105.873,9185.064,9185.064,9098.586,10689526149,1148.8309
399106,深证综指,0.82,1628.058,1626.9660000000001,1640.3270000000002,1640.3270000000002,1625.671,22838035736,2603.2564
399107,深证Ａ指,0.82,1703.09,1701.945,1715.932,1715.932,1700.58,22829331759,2602.8597
399108,深证Ｂ指,0.55,894.887,894.949,899.9019999999999,900.373,894.887,8703977,0.3967
399333,中小板R,0.91,7013.302,7014.174,7078.0019999999995,7078.0019999999995,7004.689,2452756192,403.005
399606,创业板R,0.99,1805.764,1803.855,1821.763,1821.763,1801.102,1870100552,330.9759
