date,code,name,weight
2019-11-29,600006,东风汽车,0.09
2019-11-29,600008,首创股份,0.2
2019-11-29,600017,日照港,0.14
2019-11-29,600021,上海电力,0.2
2019-11-29,600022,山东钢铁,0.24
2019-11-29,600026,中远海能,0.21
2019-11-29,600037,歌华有线,0.22
2019-11-29,600039,四川路桥,0.19
2019-11-29,600053,九鼎投资,0.07
2019-11-29,600056,中国医药,0.18
2019-11-29,600058,五矿发展,0.08
2019-11-29,600060,海信电器,0.2
2019-11-29,600062,华润双鹤,0.17
2019-11-29,600064,南京高科,0.21
2019-11-29,600073,上海梅林,0.13
2019-11-29,600079,人福医药,0.32
2019-11-29,600094,大名城,0.26
2019-11-29,600098,广州发展,0.09
2019-11-29,600120,浙江东方,0.17
2019-11-29,600125,铁龙物流,0.14
2019-11-29,600126,杭钢股份,0.07
2019-11-29,600138,中青旅,0.18
2019-11-29,600141,兴发集团,0.14
2019-11-29,600143,金发科技,0.3
2019-11-29,600151,航天机电,0.12
2019-11-29,600155,华创阳安,0.17
2019-11-29,600158,中体产业,0.17
2019-11-29,600160,巨化股份,0.24
2019-11-29,600161,天坛生物,0.37
2019-11-29,600166,福田汽车,0.24
2019-11-29,600167,联美控股,0.22
2019-11-29,600169,太原重工,0.11
2019-11-29,600171,上海贝岭,0.21
2019-11-29,600179,ST安通,0.11
2019-11-29,600183,生益科技,0.69
2019-11-29,600195,中牧股份,0.14
2019-11-29,600201,生物股份,0.58
2019-11-29,600216,浙江医药,0.22
2019-11-29,600258,首旅酒店,0.23
2019-11-29,600259,广晟有色,0.12
2019-11-29,600260,凯乐科技,0.23
2019-11-29,600266,城建发展,0.24
2019-11-29,600267,海正药业,0.16
2019-11-29,600277,亿利洁能,0.14
2019-11-29,600280,中央商场,0.04
2019-11-29,600282,南钢股份,0.23
2019-11-29,600291,西水股份,0.12
2019-11-29,600298,安琪酵母,0.4
2019-11-29,600307,酒钢宏兴,0.17
2019-11-29,600312,平高电气,0.14
2019-11-29,600315,上海家化,0.27
2019-11-29,600316,洪都航空,0.15
2019-11-29,600317,营口港,0.13
2019-11-29,600325,华发股份,0.31
2019-11-29,600329,中新药业,0.1
2019-11-29,600335,国机汽车,0.06
2019-11-29,600338,西藏珠峰,0.07
2019-11-29,600348,阳泉煤业,0.17
2019-11-29,600350,山东高速,0.09
2019-11-29,600373,中文传媒,0.22
2019-11-29,600376,首开股份,0.26
2019-11-29,600380,健康元,0.25
2019-11-29,600388,龙净环保,0.19
2019-11-29,600392,盛和资源,0.23
2019-11-29,600393,粤泰股份,0.08
2019-11-29,600409,三友化工,0.18
2019-11-29,600410,华胜天成,0.29
2019-11-29,600416,湘电股份,0.11
2019-11-29,600418,江淮汽车,0.17
2019-11-29,600426,华鲁恒升,0.5
2019-11-29,600428,中远海特,0.08
2019-11-29,600435,北方导航,0.22
2019-11-29,600458,时代新材,0.09
2019-11-29,600460,士兰微,0.3
2019-11-29,600466,蓝光发展,0.26
2019-11-29,600478,科力远,0.12
2019-11-29,600486,扬农化工,0.28
2019-11-29,600497,驰宏锌锗,0.28
2019-11-29,600499,科达洁能,0.13
2019-11-29,600500,中化国际,0.18
2019-11-29,600507,方大特钢,0.17
