date,code,name,weight
2019-11-29,600000,浦发银行,1.12
2019-11-29,600004,白云机场,0.14
2019-11-29,600009,上海机场,0.58
2019-11-29,600010,包钢股份,0.19
2019-11-29,600011,华能国际,0.21
2019-11-29,600015,华夏银行,0.37
2019-11-29,600016,民生银行,1.23
2019-11-29,600018,上港集团,0.15
2019-11-29,600019,宝钢股份,0.39
2019-11-29,600023,浙能电力,0.13
2019-11-29,600025,华能水电,0.06
2019-11-29,600027,华电国际,0.1
2019-11-29,600028,中国石化,0.54
2019-11-29,600029,南方航空,0.18
2019-11-29,600030,中信证券,1.35
2019-11-29,600031,三一重工,0.68
2019-11-29,600036,招商银行,2.99
2019-11-29,600038,中直股份,0.11
2019-11-29,600048,保利地产,0.83
2019-11-29,600050,中国联通,0.43
2019-11-29,600061,国投资本,0.16
2019-11-29,600066,宇通客车,0.15
2019-11-29,600068,葛洲坝,0.14
2019-11-29,600085,同仁堂,0.12
2019-11-29,600089,特变电工,0.19
2019-11-29,600100,同方股份,0.15
2019-11-29,600104,上汽集团,0.66
2019-11-29,600109,国金证券,0.16
2019-11-29,600111,北方稀土,0.17
2019-11-29,600115,东方航空,0.18
2019-11-29,600118,中国卫星,0.1
2019-11-29,600153,建发股份,0.09
2019-11-29,600170,上海建工,0.12
2019-11-29,600176,中国巨石,0.15
2019-11-29,600177,雅戈尔,0.19
2019-11-29,600188,兖州煤业,0.07
2019-11-29,600196,复星医药,0.2
2019-11-29,600208,新湖中宝,0.13
2019-11-29,600219,南山铝业,0.12
2019-11-29,600221,海航控股,0.15
2019-11-29,600233,圆通速递,0.04
2019-11-29,600271,航天信息,0.19
2019-11-29,600276,恒瑞医药,2.14
2019-11-29,600297,广汇汽车,0.09
2019-11-29,600299,安迪苏,0.03
2019-11-29,600309,万华化学,0.61
2019-11-29,600332,白云山,0.15
2019-11-29,600339,中油工程,0.04
2019-11-29,600340,华夏幸福,0.4
2019-11-29,600346,恒力石化,0.12
2019-11-29,600352,浙江龙盛,0.28
2019-11-29,600362,江西铜业,0.12
2019-11-29,600369,西南证券,0.1
2019-11-29,600372,中航电子,0.06
2019-11-29,600383,金地集团,0.22
2019-11-29,600390,五矿资本,0.04
2019-11-29,600398,海澜之家,0.11
2019-11-29,600406,国电南瑞,0.34
2019-11-29,600415,小商品城,0.08
2019-11-29,600436,片仔癀,0.24
2019-11-29,600438,通威股份,0.2
2019-11-29,600482,中国动力,0.12
2019-11-29,600487,亨通光电,0.17
2019-11-29,600489,中金黄金,0.11
2019-11-29,600498,烽火通信,0.14
2019-11-29,600516,方大炭素,0.14
2019-11-29,600519,贵州茅台,4.56
2019-11-29,600522,中天科技,0.16
2019-11-29,600535,天士力,0.11
2019-11-29,600547,山东黄金,0.25
2019-11-29,600566,济川药业,0.06
2019-11-29,600570,恒生电子,0.38
2019-11-29,600583,海油工程,0.12
2019-11-29,600585,海螺水泥,0.74
2019-11-29,600588,用友网络,0.28
2019-11-29,600606,绿地控股,0.19
2019-11-29,600637,东方明珠,0.15
2019-11-29,600660,福耀玻璃,0.25
2019-11-29,600663,陆家嘴,0.09
2019-11-29,600674,川投能源,0.14
2019-11-29,600688,上海石化,0.07
2019-11-29,600690,海尔智家,0.5
2019-11-29,600703,三安光电,0.33
2019-11-29,600704,物产中大,0.08
2019-11-29,600705,中航资本,0.2
2019-11-29,600733,北汽蓝谷,0.02
2019-11-29,600741,华域汽车,0.33
2019-11-29,600760,中航沈飞,0.1
2019-11-29,600795,国电电力,0.21
2019-11-29,600809,山西汾酒,0.19
2019-11-29,600816,安信信托,0.07
2019-11-29,600837,海通证券,0.89
2019-11-29,600867,通化东宝,0.13
2019-11-29,600886,国投电力,0.23
2019-11-29,600887,伊利股份,1.43
2019-11-29,600893,航发动力,0.15
2019-11-29,600900,长江电力,0.96
2019-11-29,600919,江苏银行,0.38
2019-11-29,600926,杭州银行,0.14
2019-11-29,600958,东方证券,0.28
2019-11-29,600977,中国电影,0.09
2019-11-29,600998,九州通,0.06
2019-11-29,600999,招商证券,0.38
2019-11-29,601006,大秦铁路,0.38
2019-11-29,601009,南京银行,0.39
2019-11-29,601012,隆基股份,0.49
2019-11-29,601018,宁波港,0.12
2019-11-29,601021,春秋航空,0.12
2019-11-29,601066,中信建投,0.08
2019-11-29,601088,中国神华,0.46
2019-11-29,601108,财通证券,0.19
2019-11-29,601111,中国国航,0.2
2019-11-29,601117,中国化学,0.1
2019-11-29,601138,工业富联,0.16
2019-11-29,601155,新城控股,0.24
2019-11-29,601162,天风证券,0.02
2019-11-29,601166,兴业银行,2.21
2019-11-29,601169,北京银行,0.66
2019-11-29,601186,中国铁建,0.36
2019-11-29,601198,东兴证券,0.12
2019-11-29,601211,国泰君安,0.61
2019-11-29,601212,白银有色,0.02
2019-11-29,601216,君正集团,0.08
2019-11-29,601225,陕西煤业,0.27
2019-11-29,601228,广州港,0.06
2019-11-29,601229,上海银行,0.52
2019-11-29,601238,广汽集团,0.09
2019-11-29,601288,农业银行,1.11
2019-11-29,601298,青岛港,0.03
2019-11-29,601318,中国平安,7.28
2019-11-29,601319,中国人保,0.06
2019-11-29,601328,交通银行,1.22
2019-11-29,601336,新华保险,0.3
2019-11-29,601360,三六零,0.07
2019-11-29,601377,兴业证券,0.23
2019-11-29,601390,中国中铁,0.37
2019-11-29,601398,工商银行,1.0
2019-11-29,601555,东吴证券,0.16
2019-11-29,601577,长沙银行,0.03
2019-11-29,601600,中国铝业,0.17
2019-11-29,601601,中国太保,0.87
2019-11-29,601607,上海医药,0.17
2019-11-29,601618,中国中冶,0.15
2019-11-29,601628,中国人寿,0.44
2019-11-29,601633,长城汽车,0.09
2019-11-29,601668,中国建筑,0.86
