code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000018,神城A退,-9.7561,0.71,0.36,0.36,退市整理期,1.00,1.00,2019-11-25
000038,深大通,-8.7812,6638.23,4500.87,2137.36,日跌幅偏离值达到7%的前五只证券,0.15,0.07,2019-11-25
000150,宜华健康,-8.1818,2944.17,1613.77,1330.39,日跌幅偏离值达到7%的前五只证券,0.09,0.07,2019-11-25
000532,华金资本,-9.8928,6549.29,3104.75,3444.55,日跌幅偏离值达到7%的前五只证券,0.12,0.13,2019-11-25
000595,宝塔实业,-9.0206,3300.67,1657.97,1642.70,日跌幅偏离值达到7%的前五只证券,0.07,0.07,2019-11-25
000607,华媒控股,-9.9029,3643.01,873.96,2769.05,日跌幅偏离值达到7%的前五只证券,0.06,0.19,2019-11-25
000671,阳光城,10.0763,33244.06,19508.25,13735.82,日涨幅偏离值达到7%的前五只证券,0.34,0.24,2019-11-25
000717,韶钢松山,10.1176,8762.16,5646.06,3116.10,日涨幅偏离值达到7%的前五只证券,0.16,0.09,2019-11-25
000717,韶钢松山,10.1176,20743.28,13608.90,7134.38,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.14,0.07,2019-11-25
000835,长城动漫,9.9585,7674.83,3334.28,4340.55,日振幅值达到15%的前五只证券,0.09,0.12,2019-11-25
000835,长城动漫,9.9585,7674.83,3334.28,4340.55,日涨幅偏离值达到7%的前五只证券,0.09,0.12,2019-11-25
000835,长城动漫,9.9585,7674.83,3334.28,4340.55,日换手率达到20%的前五只证券,0.09,0.12,2019-11-25
000933,神火股份,10.0437,14247.92,10233.20,4014.72,日涨幅偏离值达到7%的前五只证券,0.16,0.06,2019-11-25
000935,四川双马,10.0277,6828.59,3242.24,3586.34,日涨幅偏离值达到7%的前五只证券,0.07,0.08,2019-11-25
002021,*ST中捷,5.1813,5670.45,3022.94,2647.51,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,0.29,0.25,2019-11-25
002063,远光软件,-10,18195.45,5546.20,12649.25,日跌幅偏离值达到7%的前五只证券,0.07,0.17,2019-11-25
002108,沧州明珠,9.9688,4949.87,3672.21,1277.66,日涨幅偏离值达到7%的前五只证券,0.30,0.10,2019-11-25
002143,印纪退,0,493.12,243.11,250.01,退市整理期,0.60,0.62,2019-11-25
002184,海得控制,10.0524,3700.25,2623.84,1076.40,日涨幅偏离值达到7%的前五只证券,0.30,0.12,2019-11-25
002418,康盛股份,-9.863,9580.64,2394.72,7185.92,日跌幅偏离值达到7%的前五只证券,0.06,0.18,2019-11-25
002502,鼎龙文化,-10,3966.90,2404.75,1562.14,日跌幅偏离值达到7%的前五只证券,0.08,0.05,2019-11-25
002528,英飞拓,-9.9327,4640.12,1516.53,3123.59,日跌幅偏离值达到7%的前五只证券,0.05,0.10,2019-11-25
002680,长生退,1.4286,683.46,359.18,324.28,退市整理期,0.43,0.39,2019-11-25
002703,浙江世宝,10.0209,4950.48,1930.28,3020.21,日涨幅偏离值达到7%的前五只证券,0.09,0.14,2019-11-25
002703,浙江世宝,10.0209,5447.39,2692.67,2754.71,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.10,0.11,2019-11-25
002721,金一文化,9.9426,5624.19,2801.86,2822.34,日涨幅偏离值达到7%的前五只证券,0.13,0.14,2019-11-25
002721,金一文化,9.9426,8538.33,5013.10,3525.23,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.15,0.11,2019-11-25
002862,实丰文化,-3.7444,8437.02,3824.17,4612.85,日换手率达到20%的前五只证券,0.23,0.28,2019-11-25
002888,惠威科技,2.8487,3904.49,1252.88,2651.61,日换手率达到20%的前五只证券,0.07,0.15,2019-11-25
002961,瑞达期货,-9.9862,7647.99,2980.89,4667.10,日跌幅偏离值达到7%的前五只证券,0.05,0.08,2019-11-25
002961,瑞达期货,-9.9862,7647.99,2980.89,4667.10,日换手率达到20%的前五只证券,0.05,0.08,2019-11-25
002965,祥鑫科技,-5.0346,4557.06,1665.32,2891.74,日换手率达到20%的前五只证券,0.06,0.10,2019-11-25
002967,广电计量,10,34450.26,19844.29,14605.98,日涨幅偏离值达到7%的前五只证券,0.11,0.08,2019-11-25
002967,广电计量,10,45239.76,24310.25,20929.51,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.10,0.09,2019-11-25
002967,广电计量,10,34450.26,19844.29,14605.98,日换手率达到20%的前五只证券,0.11,0.08,2019-11-25
200018,神城B退,0,0.00,0.00,0.00,退市整理期,nan,nan,2019-11-25
200771,杭汽轮B,7.9105,1143.98,675.04,468.94,日涨幅偏离值达到7%的前五只证券,0.30,0.21,2019-11-25
300107,建新股份,9.9698,4510.95,3623.88,887.07,日涨幅偏离值达到7%的前五只证券,0.33,0.08,2019-11-25
300109,新开源,-5.5526,8611.63,3767.97,4843.66,日振幅值达到15%的前五只证券,0.09,0.11,2019-11-25
300221,银禧科技,10.0548,7997.68,5186.81,2810.87,日涨幅偏离值达到7%的前五只证券,0.12,0.07,2019-11-25
300302,同有科技,-5.022,5120.43,1882.51,3237.93,日振幅值达到15%的前五只证券,0.09,0.16,2019-11-25
300341,麦克奥迪,10.0158,12213.57,8050.55,4163.03,日涨幅偏离值达到7%的前五只证券,0.81,0.42,2019-11-25
300341,麦克奥迪,10.0158,14822.72,8667.70,6155.02,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.48,0.34,2019-11-25
300449,汉邦高科,-9.9925,6961.14,2455.61,4505.54,日振幅值达到15%的前五只证券,0.12,0.22,2019-11-25
300484,蓝海华腾,9.9664,1761.00,1312.93,448.07,日涨幅偏离值达到7%的前五只证券,0.62,0.21,2019-11-25
300541,先进数通,-9.9958,4039.49,2506.15,1533.34,日跌幅偏离值达到7%的前五只证券,0.08,0.05,2019-11-25
300564,筑博设计,-7.1268,5841.57,2960.54,2881.03,日换手率达到20%的前五只证券,0.09,0.09,2019-11-25
300579,数字认证,-9.9885,8848.04,3878.10,4969.93,日跌幅偏离值达到7%的前五只证券,0.10,0.13,2019-11-25
300790,宇瞳光学,-9.9901,4677.33,1600.00,3077.33,日跌幅偏离值达到7%的前五只证券,0.06,0.12,2019-11-25
300793,佳禾智能,-10.0067,16005.47,5154.99,10850.48,日跌幅偏离值达到7%的前五只证券,0.08,0.17,2019-11-25
300793,佳禾智能,-10.0067,16005.47,5154.99,10850.48,日换手率达到20%的前五只证券,0.08,0.17,2019-11-25
300795,米奥兰特,-8.5473,3025.62,1224.39,1801.23,日换手率达到20%的前五只证券,0.05,0.08,2019-11-25
300796,贝斯美,-8.5956,9690.60,2431.78,7258.82,日振幅值达到15%的前五只证券,0.04,0.12,2019-11-25
300796,贝斯美,-8.5956,9690.60,2431.78,7258.82,日换手率达到20%的前五只证券,0.04,0.12,2019-11-25
300797,钢研纳克,-1.2934,25785.64,13820.27,11965.37,日振幅值达到15%的前五只证券,0.11,0.09,2019-11-25
300797,钢研纳克,-1.2934,25785.64,13820.27,11965.37,日换手率达到20%的前五只证券,0.11,0.09,2019-11-25
300797,钢研纳克,-1.2934,25785.64,13820.27,11965.37,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.11,0.09,2019-11-25
300799,左江科技,-9.9967,10249.76,2744.38,7505.38,日跌幅偏离值达到7%的前五只证券,0.10,0.27,2019-11-25
300802,矩子科技,9.9964,1623.40,1576.40,47.00,日涨幅偏离值达到7%的前五只证券,1.00,0.03,2019-11-25
300802,矩子科技,9.9964,2324.77,2271.81,52.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.02,2019-11-25
300803,指南针,10.0152,384.91,377.14,7.77,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.02,2019-11-25
300805,电声股份,10.0248,129.03,122.45,6.57,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.05,2019-11-25
300806,斯迪克,44.0106,149.48,141.04,8.44,无价格涨跌幅限制的证券,1.00,0.06,2019-11-25
