code,name,date,bamount,samount,type
002967,广电计量,2019-11-25,11434.43,0.0,换手率达20%的证券
002967,广电计量,2019-11-25,11434.43,0.0,涨幅偏离值达7%的证券
000717,韶钢松山,2019-11-25,7138.72,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
002184,海得控制,2019-11-25,0.0,472.95,涨幅偏离值达7%的证券
002862,实丰文化,2019-11-25,248.12,27.54,换手率达20%的证券
000717,韶钢松山,2019-11-25,7138.72,0.0,涨幅偏离值达7%的证券
000671,阳光城,2019-11-25,0.0,7548.27,涨幅偏离值达7%的证券
000933,神火股份,2019-11-25,1960.75,0.0,涨幅偏离值达7%的证券
002528,英飞拓,2019-11-25,0.0,451.63,跌幅偏离值达7%的证券
300805,电声股份,2019-11-25,0.0,8.05,连续三个交易日内，涨幅偏离值累计达20%的证券
603390,通达电气,2019-11-25,0.0,9.22,
603377,东方时尚,2019-11-25,2535.7,2505.52,连续三个交易日内，跌幅偏离值累计达20%的证券
300803,指南针,2019-11-25,0.0,5.92,连续三个交易日内，涨幅偏离值累计达20%的证券
603390,通达电气,2019-11-25,0.0,9.22,无价格涨跌幅限制的证券
603690,至纯科技,2019-11-25,466.46,0.0,跌幅偏离值达7%的证券
300793,佳禾智能,2019-11-25,535.63,0.0,换手率达20%的证券
600569,安阳钢铁,2019-11-25,326.74,0.0,涨幅偏离值达7%的证券
300793,佳禾智能,2019-11-25,535.63,0.0,跌幅偏离值达7%的证券
300221,银禧科技,2019-11-25,85.06,560.98,涨幅偏离值达7%的证券
002967,广电计量,2019-11-25,11434.43,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
601865,福莱特,2019-11-22,1103.81,0.0,涨幅偏离值达7%的证券
300433,蓝思科技,2019-11-22,3639.1,18170.74,跌幅偏离值达7%的证券
603377,东方时尚,2019-11-22,0.0,878.81,跌幅偏离值达7%的证券
300357,我武生物,2019-11-22,5055.07,10843.08,跌幅偏离值达7%的证券
000717,韶钢松山,2019-11-22,9196.16,0.0,涨幅偏离值达7%的证券
002901,大博医疗,2019-11-22,5997.51,3651.15,跌幅偏离值达7%的证券
002614,奥佳华,2019-11-22,0.0,6782.56,涨幅偏离值达7%的证券
002607,中公教育,2019-11-22,0.0,9109.51,跌幅偏离值达7%的证券
300661,圣邦股份,2019-11-22,1669.05,3411.53,跌幅偏离值达7%的证券
002862,实丰文化,2019-11-22,0.0,526.65,换手率达20%的证券
300798,锦鸡股份,2019-11-22,0.0,3.79,无价格涨跌幅限制的证券
603489,八方股份,2019-11-22,2185.22,0.0,换手率达20%的证券
603489,八方股份,2019-11-21,1484.4,0.0,换手率达20%的证券
603360,百傲化学,2019-11-21,0.0,714.24,跌幅偏离值达7%的证券
300796,贝斯美,2019-11-21,0.0,206.22,换手率达20%的证券
300796,贝斯美,2019-11-21,0.0,206.22,涨幅偏离值达7%的证券
300805,电声股份,2019-11-21,0.0,1.68,无价格涨跌幅限制的证券
300803,指南针,2019-11-21,0.0,7.89,连续三个交易日内，涨幅偏离值累计达20%的证券
300134,大富科技,2019-11-21,0.0,1178.72,跌幅偏离值达7%的证券
000835,长城动漫,2019-11-21,0.0,230.77,振幅值达15%的证券
002967,广电计量,2019-11-21,2480.47,0.0,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的股票
000835,长城动漫,2019-11-21,0.0,230.77,涨幅偏离值达7%的证券
002967,广电计量,2019-11-21,2480.47,0.0,换手率达20%的证券
002967,广电计量,2019-11-21,2480.47,0.0,涨幅偏离值达7%的证券
002892,科力尔,2019-11-20,0.0,963.82,换手率达20%的证券
000677,恒天海龙,2019-11-20,0.0,276.03,涨幅偏离值达7%的证券
000587,金洲慈航,2019-11-20,0.67,111.89,涨幅偏离值达7%的证券
603489,八方股份,2019-11-20,9618.16,0.0,换手率达20%的证券
603489,八方股份,2019-11-20,9618.16,0.0,振幅值达15%的证券
603489,八方股份,2019-11-20,9618.16,0.0,跌幅偏离值达7%的证券
300793,佳禾智能,2019-11-20,0.0,3632.82,换手率达20%的证券
300773,拉卡拉,2019-11-20,309.44,1010.01,跌幅偏离值达7%的证券
300655,晶瑞股份,2019-11-20,3000.0,0.0,涨幅偏离值达7%的证券
000796,凯撒旅游,2019-11-19,1157.86,0.0,涨幅偏离值达7%的证券
300502,新易盛,2019-11-19,3001.6,0.0,涨幅偏离值达7%的证券
000672,上峰水泥,2019-11-19,2123.41,1208.43,涨幅偏离值达7%的证券
300468,四方精创,2019-11-19,2299.67,0.0,振幅值达15%的证券
300468,四方精创,2019-11-19,2299.67,0.0,跌幅偏离值达7%的证券
603489,八方股份,2019-11-19,9203.91,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
002624,完美世界,2019-11-19,13373.32,0.0,涨幅偏离值达7%的证券
002555,三七互娱,2019-11-19,6578.07,2687.28,涨幅偏离值达7%的证券
300311,任子行,2019-11-19,0.0,1238.35,涨幅偏离值达7%的证券
300113,顺网科技,2019-11-19,2391.16,9552.97,涨幅偏离值达7%的证券
002174,游族网络,2019-11-19,2254.08,0.0,涨幅偏离值达7%的证券
