RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
1,北京耀莱成龙影城（五棵松店）,405301.40,107,7940,51.05,74.21,35.837935
2,CGV影城 深圳壹方城店,320436.53,63,4296,74.59,68.19,39.087818
3,CGV影城 深圳卓悦中心店,290486.90,64,4966,58.50,77.59,42.079040
4,德信影城杭州创意中心店,263427.76,42,7649,34.44,182.12,96.486912
5,CGV影城 杭州滨江天街店,238372.86,63,3774,63.16,59.90,32.716964
6,CGV影城 上海七宝店,227264.98,57,3328,68.29,58.39,35.031578
7,UME影城（合肥高新店）,226136.07,100,6216,36.38,62.16,42.100398
8,CGV影城 青岛万象城店,220456.08,64,3824,57.65,59.75,31.815761
9,UME影城（宁波天一店）,217002.58,67,6674,32.51,99.61,91.627277
10,杭州麦迪逊影院,212199.54,58,5754,36.88,99.21,94.156674
11,CGV影城 宁波文化广场店,211191.17,55,4098,51.54,74.51,40.299388
12,合肥市包河区横店电影城,210453.94,48,6351,33.14,132.31,93.084170
13,CGV影城 福州东二环店,205823.15,63,4135,49.78,65.63,33.456168
14,CGV影城 哈尔滨会展中心店,204311.99,69,5050,40.46,73.19,33.103308
15,CGV影城 上海莘庄店,202931.63,50,3384,59.97,67.68,33.815845
16,CGV影城 上海白玉兰广场店,189928.24,55,2899,65.52,52.71,33.733818
17,CGV影城 长沙岳麓店,176630.36,47,3549,49.77,75.51,35.367980
18,CGV影城 杭州乐堤港店,171052.20,56,3112,54.97,55.57,32.060439
19,CGV影城 重庆U城店,169350.49,48,3234,52.37,67.38,40.556809
20,CGV影城 海口友谊阳光城店,167643.06,54,4042,41.48,74.85,39.010737
21,CGV影城 无锡盛岸店,166759.09,49,3193,52.23,65.16,36.404058
22,蚌埠市固镇横店电影城,166132.03,29,4933,33.68,170.10,111.324246
23,瑞安星轶影城（吾悦广场STARX店）,160968.42,60,3813,42.22,63.55,37.653061
24,CGV影城 长沙梅溪湖店,160568.12,44,2859,56.16,64.98,36.329146
25,CGV影城 赣州万象城店,159607.72,61,3534,45.16,57.93,32.584041
26,青岛星轶影城（吾悦广场IMAX店）,159178.81,52,4798,33.18,92.27,44.095211
27,CGV影城 宁波鄞州店,155634.43,55,3306,47.08,60.11,31.507386
28,合肥市星轶影城,155086.47,52,3738,41.49,71.88,41.945800
29,CGV影城 昆明呈贡店,154617.61,45,3290,47.00,73.11,35.614319
30,海口星轶影城（吾悦广场IMAX店）,154039.16,51,4060,37.94,79.61,44.473655
31,CGV影城 上海大宁店,153011.33,45,2604,58.76,57.87,34.072620
32,嘉兴星轶影城（桐乡吾悦广场IMAX店）,151621.88,46,3640,41.65,79.13,44.643404
33,CGV影城 北京亦庄店,151574.36,42,2439,62.15,58.07,35.471204
34,上海耀莱成龙影城（曹杨路店）,151374.51,40,4705,32.17,117.63,61.637554
35,CGV影院 郑州正弘城店,151280.14,50,3086,49.02,61.72,32.634500
36,衢州星轶影城（吾悦广场IMAX店）,151241.52,56,3993,37.88,71.30,42.810683
37,南宁星轶影城(吾悦广场STARX店),150887.96,62,3403,44.34,54.89,48.524938
38,CGV影城 南京百家湖店,150732.30,48,3442,43.79,71.71,33.430458
39,CGV影城 武汉奥山店,150675.05,70,3692,40.81,52.74,33.343185
40,常州星轶影城（金坛吾悦广场IMAX店）,149984.22,52,4368,34.34,84.00,41.481481
41,CGV影城 重庆茶园店,149419.65,44,3281,45.54,74.57,33.120385
42,淮南横店影视电影城,148910.56,39,5398,27.59,138.41,101.029384
43,CGV影城 汕头群光汇店,148007.07,60,3558,41.60,59.30,38.067047
44,CGV影城 余姚城东店,147440.69,51,3085,47.79,60.49,33.373901
45,CGV影城 芜湖中央城店,147353.38,56,4234,34.80,75.61,36.446935
46,义乌星轶影城（吾悦广场STARX店）,146894.92,53,3531,41.60,66.62,42.502482
47,CGV影城 北京顺义店,146718.06,44,2429,60.40,55.20,36.559301
48,CGV影城 盐城中南城店,144951.94,51,3290,44.06,64.51,35.372065
49,CGV影城 宜兴八佰伴店,144062.32,49,3012,47.83,61.47,35.378064
50,德信影城杭州滨江文耀店,143066.54,45,4200,34.06,93.33,107.279693
51,CGV影城 江门蓬江店,143044.98,54,3388,42.22,62.74,34.331458
52,海宁传奇奢华影城,143028.53,46,3381,42.30,73.50,49.218750
53,CGV影城 大连东港店,141915.85,53,3561,39.85,67.19,33.669159
54,郑州奥斯卡大上海国际影城,141459.62,58,4480,31.58,77.24,40.748676
55,海口市宜欣影城,139952.76,56,4551,30.75,81.27,57.320588
56,UME影城（嘉兴南湖店）,139157.10,65,4916,28.31,75.63,63.432258
57,钦州市星轶影院,136896.23,53,3759,36.42,70.92,37.451896
58,CGV影城 大连柏威年店,134707.13,52,3570,37.73,68.65,35.780506
59,CGV影城 常州龙城天街店,134093.89,53,3241,41.37,61.15,34.138698
60,CGV影城 成都温江店,133564.47,56,3218,41.51,57.46,35.692102
61,CGV影城 北京清河店,133301.71,34,1978,67.39,58.18,31.691462
62,CGV星星影城 北京颐堤港店,132831.59,44,2143,61.98,48.70,34.967365
63,CGV影城 南宁绿地店,132189.40,51,2861,46.20,56.10,32.686403
64,上海耀莱成龙影城（虹桥店）,131951.18,37,3729,35.39,100.78,80.950830
65,CGV影城 泸州万象汇店,130771.46,49,3307,39.54,67.49,34.193690
66,CGV影城 重庆源著店,129319.79,57,2972,43.51,52.14,32.229612
67,CGV影城 成都龙泉店,127641.75,50,3193,39.98,63.86,34.635932
68,CGV影城 昆明海伦店,127457.33,50,2910,43.80,58.20,33.068181
69,CGV影城 武汉永旺金桥店,127011.45,43,2997,42.38,69.70,37.558408
70,CGV影城 萍乡润达店,126929.00,45,2914,43.56,64.76,34.262198
71,CGV影城 天津于家堡店,126485.87,43,2676,47.27,62.23,35.972576
72,CGV影城 上海浦东印象城店,125121.30,45,2232,56.06,49.60,33.224880
73,CGV影城 郑州大卫城店,124929.56,46,2865,43.61,62.28,34.794753
74,CGV影城 成都科华店,124718.21,53,3118,40.00,58.83,35.280472
75,CGV影城 岳阳步步高店,124174.94,51,2589,47.96,50.76,34.829986
76,CGV影城 昆山昆城广场店,123976.41,48,3106,39.92,64.71,33.923110
77,CGV影城 烟台长江路店,122850.00,42,2578,47.65,61.38,36.076126
78,CGV影城 青岛新都心店,122380.68,46,2652,46.15,57.65,34.820122
79,扬州星轶中数影城,122161.60,41,3252,37.57,79.32,43.275098
80,合肥市横店电影城银河店,121560.77,46,5170,23.51,112.39,77.244882
81,CGV影城 武汉金银潭店,121442.45,52,3168,38.33,60.92,31.242603
82,CGV影城 广州万胜围店,120514.69,52,2604,46.28,50.08,35.234422
83,慈溪中影星美国际影城保利店,120247.31,49,3318,36.24,67.71,42.011119
84,CGV影城 西安胡家庙店,117452.09,51,3004,39.10,58.90,34.776065
85,CGV影城 天津黄河道店,116961.59,43,2828,41.36,65.77,35.169755
86,CGV影城 延吉百利城店,116954.44,50,2759,42.39,55.18,31.817133
87,CGV影城 沈阳中街店,116586.43,51,3002,38.84,58.86,33.373632
88,临沂星轶影城(吾悦广场STARX店),115490.89,48,3318,34.81,69.13,43.611987
89,CGV影城 宁波北仑店,115467.03,66,2671,43.23,40.47,32.354188
90,CGV影城 邯郸环球中心店,114319.57,45,2886,39.61,64.13,33.602794
91,长沙星轶STARX影城(星沙吾悦广场店）,113116.76,57,2980,37.96,52.28,31.513382
92,南昌星轶影城（青山湖吾悦广场IMAX店）,112626.17,42,3226,34.91,76.81,46.728227
93,CGV影城 西安万象城店,111620.68,50,2752,40.56,55.04,34.616352
94,北京耀莱成龙影城（王府井店）,111365.84,56,3711,30.01,66.27,95.885966
95,昆山星轶联和影城,109978.06,48,3017,36.45,62.85,40.980711
96,绍兴星轶影城（嵊州吾悦广场IMAX店）,109608.47,49,2687,40.79,54.84,31.335276
97,CGV影城 西安印象城店,109315.83,43,2564,42.63,59.63,33.660915
98,成都星轶影城（武侯吾悦广场店）,109303.48,58,2766,39.52,47.69,39.044162
99,淮南横店电影城谢家集店,109273.80,29,3575,30.57,123.28,82.366945
100,颍泉横店电影城,108358.39,39,4258,25.45,109.18,79.279710
