broker,count,bamount,bcount,samount,scount,top3
上海证券有限责任公司苏州干将西路证券营业部,3,911.98,3,0.0,0,"宏达矿业,鹿港文化,方大集团"
中信建投证券股份有限公司上海市徐家汇路证券营业部,1,300.95,1,0.0,0,圣达生物
财通证券股份有限公司温岭中华路证券营业部,6,1745.23,3,863.66,3,"熊猫金控,百傲化学,实丰文化,"
中国银河证券股份有限公司北京建国路证券营业部,25,12407.76,13,11503.68,12,"宝鼎科技,瑞达期货,南华期货,"
华鑫证券有限责任公司江苏分公司,7,3191.99,4,3238.39,3,"综艺股份,金力永磁,鼎龙文化,"
西藏东方财富证券股份有限公司江苏分公司,9,3509.32,5,3913.44,4,"丰乐种业,宏达矿业,综艺股份,"
国泰君安证券股份有限公司郑州黄河路证券营业部,7,3115.48,4,2429.49,3,"深南股份,康盛股份,熊猫金控,"
国都证券股份有限公司廊坊固安孔雀大道证券营业部,1,1096.36,1,0.0,0,综艺股份
广发证券股份有限公司上海吴兴路证券营业部,1,502.48,1,0.0,0,电魂网络
国泰君安证券股份有限公司衡阳雁城路证券营业部,1,251.87,1,0.0,0,圣达生物
财通证券股份有限公司苍南龙港大道证券营业部,2,275.31,1,290.86,1,"鹿港文化,金一文化"
东莞证券股份有限公司北京分公司,17,8662.93,12,2453.97,5,"界龙实业,龙津药业,聚力文化,"
招商证券股份有限公司深圳宝兴路证券营业部,1,213.48,1,0.0,0,圣达生物
平安证券股份有限公司银川凤凰北街证券营业部,18,6379.11,9,7570.93,9,"华培动力,神马电力,南华期货,"
东莞证券股份有限公司福建分公司,5,1536.19,4,313.27,1,"金一文化,珈伟新能,贵人鸟,"
华泰证券股份有限公司无锡金融一街证券营业部,2,1934.7,2,0.0,0,"综艺股份,神州数码"
国泰君安证券股份有限公司宜昌珍珠路证券营业部,2,872.15,2,0.0,0,"熊猫金控,奥联电子"
西藏东方财富证券股份有限公司拉萨东环路第二证券营业部,119,52983.93,67,36473.0,52,"八方股份,广电计量,四方精创,"
广发证券股份有限公司杭州凤起路证券营业部,2,209.36,1,284.17,1,"圣达生物,银河磁体"
广发证券股份有限公司杭州学院路证券营业部,1,383.36,1,0.0,0,熊猫金控
国泰君安证券股份有限公司深圳滨海大道创投大厦证券营业部,2,1320.17,2,0.0,0,"国风塑业,电魂网络"
申万宏源证券有限公司桐乡和平路证券营业部,1,206.97,1,0.0,0,圣达生物
安信证券股份有限公司佛山北窖证券营业部,1,0.0,0,338.23,1,熊猫金控
华泰证券股份有限公司上海长宁区仙霞路证券营业部,2,40.12,1,1088.34,1,"印纪退,电魂网络"
西藏东方财富证券股份有限公司昆山前进西路证券营业部,1,801.47,1,0.0,0,综艺股份
方正证券股份有限公司杭州中河中路证券营业部,1,0.0,0,317.93,1,鹿港文化
新时代证券股份有限公司宜昌东山大道证券营业部,4,1824.62,3,329.42,1,"国风塑业,丰乐种业,惠威科技,"
光大证券股份有限公司余姚南雷南路证券营业部,1,0.0,0,1147.94,1,圣达生物
华西证券股份有限公司成都高升桥证券营业部,1,0.0,0,741.86,1,综艺股份
兴业证券股份有限公司厦门湖里大道证券营业部,2,180.56,1,529.94,1,"米奥兰特,电魂网络"
光大证券股份有限公司上海世纪大道证券营业部,1,0.0,0,246.19,1,鹿港文化
长城证券股份有限公司天台劳动路证券营业部,1,0.0,0,856.95,1,圣达生物
中国银河证券股份有限公司福清万达广场证券营业部,1,0.0,0,152.32,1,熊猫金控
中国银河证券股份有限公司北京金融街证券营业部,1,0.0,0,702.88,1,综艺股份
中国银河证券股份有限公司福州证券营业部,1,0.0,0,529.8,1,电魂网络
中信证券股份有限公司上海联洋证券营业部,2,1.73,1,215.56,1,"锦鸡股份,鹿港文化"
华泰证券股份有限公司深圳深南大道证券营业部,1,0.0,0,141.34,1,熊猫金控
中信证券股份有限公司余姚南雷路证券营业部,3,0.0,0,1441.63,3,"大丰实业,退市大控,圣达生物"
西南证券股份有限公司上海田林东路证券营业部,1,0.0,0,632.65,1,综艺股份
中信证券股份有限公司北京紫竹院路证券营业部,2,0.0,0,2101.21,2,"正川股份,熊猫金控"
招商证券股份有限公司上海世纪大道证券营业部,7,3127.87,3,3515.97,4,"国风塑业,鹿港文化"
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,134,48845.29,68,41521.3,66,"八方股份,广电计量,四方精创,"
恒泰证券股份有限公司上海龙华东路证券营业部,1,0.0,0,326.9,1,圣达生物
东莞证券股份有限公司东莞运河西路证券营业部,1,0.0,0,588.53,1,综艺股份
华泰证券股份有限公司上海浦东新区福山路证券营业部,2,0.0,0,171.44,2,"贝斯美,鹿港文化"
广发证券股份有限公司珠海凤凰北路证券营业部,1,0.0,0,292.83,1,圣达生物
中信证券股份有限公司北京北三环中路证券营业部,4,2774.94,2,4265.02,2,"麦克奥迪,神州数码,综艺股份"
天风证券股份有限公司深圳后海证券营业部,18,12139.48,11,9254.81,7,"艾格拉斯,祥鑫科技,新开源,"
华泰证券股份有限公司上海武定路证券营业部,11,9886.52,6,15540.1,5,"广电计量,交建股份,麦克奥迪,"
中国中金财富证券有限公司无锡清扬路证券营业部,7,10436.03,6,393.84,1,"广电计量,新通联,长城动漫,"
中信证券（山东）有限责任公司青岛经济技术开发区井冈山路证券营业部,6,1810.3,3,1967.96,3,"交建股份,浙江世宝"
海通证券股份有限公司上海黄浦区福州路证券营业部,3,1679.13,2,972.28,1,"龙津药业,新通联,聚力文化"
华泰证券股份有限公司成都蜀金路证券营业部,12,8081.04,8,7617.22,4,"银禧科技,新通联,深南股份,"
国泰君安证券股份有限公司南京金融城证券营业部,4,1662.05,3,1611.68,1,"新通联,聚力文化,宏达矿业,"
国泰君安证券股份有限公司南京太平南路证券营业部,12,20119.29,9,4372.32,3,"八方股份,左江科技,任子行,"
光大证券股份有限公司沈阳十一纬路证券营业部,5,2121.65,3,1565.08,2,"贝斯美,南风股份,新通联"
东方证券股份有限公司上海浦东新区源深路证券营业部,3,5037.34,1,5491.33,2,八方股份
华泰证券股份有限公司上海普陀区江宁路证券营业部,6,5758.06,4,2800.04,2,"左江科技,八方股份,麦克奥迪,"
九州证券股份有限公司河南分公司,1,543.2,1,0.0,0,南华期货
中信证券股份有限公司平湖建国北路证券营业部,3,702.45,1,4657.11,2,新通联
招商证券股份有限公司上海牡丹江路证券营业部,10,4091.18,6,3448.05,4,"宝鼎科技,漫步者,瑞达期货,"
中国国际金融股份有限公司上海黄浦区湖滨路证券营业部,8,2312.83,2,8065.64,6,"南华期货,长城动漫,至纯科技,"
财富证券有限责任公司杭州庆春路证券营业部,22,5346.36,13,3281.95,9,"华培动力,鼎龙文化,神马电力,"
兴业证券股份有限公司福州湖东路证券营业部,5,1466.72,3,1441.29,2,"香山股份,多喜爱,新通联"
财通证券股份有限公司杭州文二西路证券营业部,3,11.69,2,1390.28,1,"退市大控,斯迪克,南华期货"
平安证券股份有限公司郑州经三路证券营业部,1,430.12,1,0.0,0,华培动力
国元证券股份有限公司嘉兴竹园路证券营业部,1,0.0,0,549.26,1,新通联
东方证券股份有限公司上海浦东新区银城中路证券营业部,3,2576.75,2,3180.01,1,"新易盛,汉邦高科,八方股份"
