code,name,date,bamount,samount,type
603662,柯力传感,2019-09-11,609.24,0.0,换手率达20%的证券
603068,博通集成,2019-09-11,0.0,10210.01,跌幅偏离值达7%的证券
603093,南华期货,2019-09-11,0.0,13.86,连续三个交易日内，涨幅偏离值累计达20%的证券
600850,华东电脑,2019-09-11,0.0,2371.85,跌幅偏离值达7%的证券
300379,东方通,2019-09-11,5437.82,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
300379,东方通,2019-09-11,5437.82,0.0,涨幅偏离值达7%的证券
001896,豫能控股,2019-09-11,80.99,188.61,涨幅偏离值达7%的证券
002961,瑞达期货,2019-09-10,0.0,5.13,连续三个交易日内，涨幅偏离值累计达20%的证券
002123,梦网集团,2019-09-10,0.0,4579.46,涨幅偏离值达7%的证券
600781,ST辅仁,2019-09-10,0.0,670.96,连续三个交易日内，跌幅偏离值累计达到15%的ST证券、*ST证券和未完成股改证券
600143,金发科技,2019-09-10,3495.73,3126.54,连续三个交易日内，涨幅偏离值累计达20%的证券
603755,日辰股份,2019-09-10,3037.11,0.0,换手率达20%的证券
600536,中国软件,2019-09-10,9638.02,16751.9,跌幅偏离值达7%的证券
603005,晶方科技,2019-09-10,0.0,1120.37,涨幅偏离值达7%的证券
603093,南华期货,2019-09-10,0.0,13.86,涨幅偏离值达7%的证券
300674,宇信科技,2019-09-10,3262.51,0.0,换手率达20%的证券
300674,宇信科技,2019-09-10,3262.51,0.0,涨幅偏离值达7%的证券
300578,会畅通讯,2019-09-10,0.0,879.57,换手率达20%的证券
300475,聚隆科技,2019-09-10,0.0,530.84,振幅值达15%的证券
002897,意华股份,2019-09-10,4862.77,0.0,换手率达20%的证券
300384,三联虹普,2019-09-10,3360.93,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
300379,东方通,2019-09-10,9559.42,0.0,涨幅偏离值达7%的证券
002688,金河生物,2019-09-10,1169.06,802.73,连续三个交易日内，涨幅偏离值累计达20%的证券
000713,丰乐种业,2019-09-10,0.0,709.31,换手率达20%的证券
300085,银之杰,2019-09-10,4885.58,0.0,涨幅偏离值达7%的证券
002036,联创电子,2019-09-09,13166.67,10044.96,涨幅偏离值达7%的证券
300383,光环新网,2019-09-09,6701.7,877.19,涨幅偏离值达7%的证券
300338,开元股份,2019-09-09,3143.33,1547.81,连续三个交易日内，涨幅偏离值累计达20%的证券
300134,大富科技,2019-09-09,2000.11,0.0,涨幅偏离值达7%的证券
