code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,-0.41,3029.9334,3021.2024,3008.8118,3030.557,3004.2152,229837362,2633.8956
000002,Ａ股指数,-0.41,3174.2471,3165.0787,3152.052,3174.8957,3147.222,229578962,2632.32
000003,Ｂ股指数,0.16,274.8849,274.8243,275.2632,276.1956,274.7099,258400,1.5756
000008,综合指数,0.38,2894.1211,2882.1763,2893.1136,2903.6983,2878.5758,59773796,628.8519
000009,上证380,-0.59,4813.276,4799.0498,4770.8994,4814.8947,4763.6553,48200014,570.4435
000010,上证180,-0.42,8731.8592,8702.2508,8665.5699,8736.7077,8640.3627,76197745,1081.5844
000011,基金指数,-0.23,6361.2024,6350.5189,6335.6066,6364.8648,6330.6035,90990297,314.3962
000012,国债指数,0.01,175.2928,175.2784,175.3011,175.3136,175.2835,242856,2.3685
000016,上证50,-0.43,2978.9743,2969.8048,2957.1439,2980.6641,2946.5683,35199335,574.2086
000017,新综指,-0.41,2559.415,2552.0209,2541.5094,2559.9378,2537.6135,228177955,2564.3431
000300,沪深300,-0.74,3969.6757,3959.265,3930.0999,3971.2237,3922.9531,131594875,1901.6501
000905,中证500,-0.53,5262.4946,5245.305,5217.2913,5273.9678,5206.9728,115603941,1190.6234
399001,深证成指,-1.12,9985.114,9964.927,9853.724,10000.252,9835.973,34903565042,3793.906
399002,深成指R,-1.11,12241.427,12216.313,12080.346000000001,12259.983999999999,12058.583999999999,15122923130,1914.3059
399003,成份Ｂ指,-0.31,5110.611,5110.901,5094.867,5129.497,5087.634,10733565,0.5946
399004,深证100R,-1.49,5594.701,5588.653,5505.571,5600.297,5493.779,5607440768,850.3005
399005,中小板指,-1.2,6290.376,6274.311,6198.719,6300.986,6188.316,3123483599,478.5882
399006,创业板指,-1.26,1730.35,1725.308,1703.5379999999998,1736.1779999999999,1700.908,9446474497,1272.821
399008,中小300,-1.07,1224.322,1221.5639999999999,1208.455,1226.386,1206.7160000000001,7353622319,897.2238
399100,新 指 数,-1.01,7727.187,7713.055,7635.17,7736.159000000001,7625.85,34263165714,3775.8285
399101,中小板综,-0.92,9456.231,9436.219000000001,9349.14,9471.87,9339.377,14698818546,1535.8417
399106,深证综指,-0.94,1690.747,1687.3139999999999,1671.537,1692.985,1669.5420000000001,34903565042,3793.906
399107,深证Ａ指,-0.94,1768.545,1764.945,1748.408,1770.886,1746.318,34883410390,3793.0247
399108,深证Ｂ指,-0.1,958.66,958.683,957.687,960.818,955.988,20154652,0.8813
399333,中小板R,-1.2,7077.861,7059.786,6974.73,7089.8,6963.025,3123483599,478.5882
399606,创业板R,-1.26,1823.915,1818.6,1795.6529999999998,1830.058,1792.881,2196267045,397.8507
