code,name,bamount,bcount,samount,scount,net
000063,中兴通讯,28389.1,2,0.0,0,28389.1
300033,同花顺,23118.96,2,2110.59,1,21008.37
300379,东方通,14997.24,3,0.0,0,14997.24
603186,华正新材,21404.88,6,8153.39,5,13251.49
000988,华工科技,14659.33,2,2960.36,1,11698.97
002036,联创电子,18619.3,6,10897.32,5,7721.98
300383,光环新网,6701.7,2,877.19,1,5824.51
603755,日辰股份,5445.19,2,0.0,0,5445.19
300085,银之杰,4885.58,1,0.0,0,4885.58
002897,意华股份,4862.77,1,0.0,0,4862.77
002959,小熊电器,4395.56,4,0.0,0,4395.56
300088,长信科技,3753.87,1,0.0,0,3753.87
300384,三联虹普,3360.93,1,0.0,0,3360.93
300674,宇信科技,3262.51,1,0.0,0,3262.51
600378,昊华科技,2996.69,3,0.0,0,2996.69
300134,大富科技,2000.11,1,0.0,0,2000.11
300338,开元股份,3143.33,3,1547.81,1,1595.52
300308,中际旭创,1534.4,1,0.0,0,1534.4
300572,安车检测,3432.26,2,2400.74,2,1031.52
300773,拉卡拉,660.32,1,0.0,0,660.32
603662,柯力传感,609.24,1,0.0,0,609.24
300785,值得买,579.11,1,0.0,0,579.11
600136,当代明诚,2495.07,1,1987.41,1,507.66
600143,金发科技,3495.73,1,3126.54,1,369.19
002688,金河生物,1169.06,1,802.73,1,366.32
002961,瑞达期货,0.0,0,5.13,4,-5.13
603093,南华期货,0.0,0,42.8,6,-42.8
000609,中迪投资,28.23,0,88.28,1,-60.05
001896,豫能控股,80.99,0,188.61,1,-107.63
000610,西安旅游,86.29,0,333.97,1,-247.68
300789,唐源电气,0.0,0,268.5,1,-268.5
300475,聚隆科技,0.0,0,530.84,1,-530.84
600485,*ST信威,0.0,0,622.06,3,-622.06
000713,丰乐种业,0.0,0,709.31,1,-709.31
600781,ST辅仁,0.0,0,758.54,3,-758.54
300397,天和防务,0.0,0,783.9,1,-783.9
000603,盛达矿业,236.53,0,1060.37,1,-823.84
300431,暴风集团,152.88,0,981.09,1,-828.21
300578,会畅通讯,0.0,0,879.57,1,-879.57
601717,郑煤机,0.0,0,980.54,1,-980.54
002957,科瑞技术,211.86,0,1261.23,2,-1049.38
603005,晶方科技,0.0,0,1120.37,1,-1120.37
300353,东土科技,0.0,0,1396.27,1,-1396.27
002947,恒铭达,0.0,0,1670.81,1,-1670.81
300350,华鹏飞,0.0,0,1744.39,1,-1744.39
300735,光弘科技,0.0,0,2312.25,2,-2312.25
300739,明阳电路,1453.54,1,3796.0,1,-2342.46
603936,博敏电子,0.0,0,3900.6,1,-3900.6
002123,梦网集团,0.0,0,4579.46,1,-4579.46
300567,精测电子,7139.47,2,13675.17,4,-6535.7
600536,中国软件,9638.02,1,16751.9,1,-7113.88
603068,博通集成,0.0,0,10210.01,3,-10210.01
600745,闻泰科技,0.0,0,10461.07,4,-10461.07
600850,华东电脑,0.0,0,10867.68,2,-10867.68
603000,人民网,0.0,0,26429.7,1,-26429.7
002714,牧原股份,4768.32,1,47301.85,2,-42533.53
