code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,-0.22,2660.0873,2641.342,2635.6322,2662.3688,2632.3012,159635487,1286.6882
000002,Ａ股指数,-0.22,2785.7773,2766.0977,2760.1102,2788.1578,2756.6117,159328466,1285.4548
000003,Ｂ股指数,-0.12,276.5865,276.2517,275.9194,277.9901,275.6697,307021,1.2333
000008,综合指数,0.05,2605.3911,2584.9108,2586.2119,2609.1097,2580.8859,36895491,313.4566
000009,上证380,-0.76,4065.54,4039.4056,4008.6522,4072.5278,4006.3511,40673339,303.1957
000010,上证180,-0.16,7336.0391,7268.7548,7256.894,7339.2784,7245.2432,48246084,510.5281
000011,基金指数,-0.03,5677.5276,5659.8829,5658.0316,5682.483,5654.6488,37251537,269.3884
000012,国债指数,0.03,167.8484,167.8321,167.8806,167.8822,167.8429,219495,2.142
000016,上证50,0.15,2507.5932,2482.3343,2485.9978,2511.0045,2480.3278,20311246,261.5559
000017,新综指,-0.22,2246.1245,2230.2567,2225.4251,2248.0438,2222.603,159309429,1285.1259
000300,沪深300,-0.28,3251.7281,3221.9101,3212.7737,3253.5735,3207.7084,76414540,852.2166
000905,中证500,-0.74,4442.6555,4415.136,4382.3286,4450.9818,4379.8833,72145355,515.2222
399001,深证成指,-0.7,7813.630999999999,7752.044,7698.018,7823.6,7692.339,20920216943,1679.0615
399002,深成指R,-0.7,9444.855,9370.411,9305.106,9456.905,9298.241,8450620864,779.0908
399003,成份Ｂ指,-0.52,4778.3009999999995,4757.187,4732.501,4789.085999999999,4729.6140000000005,4064577,0.2389
399004,深证100R,-0.68,4119.952,4083.4790000000003,4055.5159999999996,4124.271,4051.0440000000003,2649219888,343.8307
399005,中小板指,-0.93,5205.913,5166.363,5118.184,5213.236,5112.338,1736413780,204.7683
399006,创业板指,-1.2,1357.888,1345.7679999999998,1329.5910000000001,1359.29,1328.9920000000002,1317648347,176.971
399008,中小300,-0.76,1008.743,1001.834,994.188,1010.2130000000001,993.1419999999999,4669616867,376.877
399100,新 指 数,-0.46,6112.908,6072.545,6044.468000000001,6123.405,6038.375,20095524650,1647.7409
399101,中小板综,-0.45,7865.188,7818.18,7783.276,7878.436,7774.731,9358033930,725.2969
399106,深证综指,-0.48,1349.1970000000001,1340.371,1333.977,1351.658,1332.629,20920216943,1679.0615
399107,深证Ａ指,-0.48,1410.6979999999999,1401.4479999999999,1394.75,1413.271,1393.338,20907408955,1678.5718
399108,深证Ｂ指,-0.21,889.8710000000001,888.22,886.323,893.323,885.409,12807988,0.4897
399333,中小板R,-0.93,5788.255999999999,5744.283,5690.713000000001,5796.399,5684.214,1736413780,204.7683
399606,创业板R,-1.2,1422.451,1409.754,1392.808,1423.9189999999999,1392.181,1317648347,176.971
