AvgPrice,AvpPeoPle,BoxOffice,BoxOffice_Up,IRank,MovieDay,MovieName,SumBoxOffice,WomIndex
40,10,6063,272,1,1,毒液：致命守护者,7858,
31,6,1181,3181,2,1,名侦探柯南：零的执行人,1225,
36,2,389,0,3,1,你好，之华,397,
37,1,20,-95,4,8,胡桃夹子和四个王国,10400,
32,0,18,1700,5,1,我的冤家是条狗,30,
32,0,15,-98,6,8,飓风奇劫,8758,
29,2,14,0,7,1,开学悸,14,
35,2,11,0,8,1,破梦游戏,16,
34,1,10,-97,9,8,流浪猫鲍勃,4741,
32,0,6,0,10,1,三国杀·幻,7,
