Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
10.569361,19.09,金逸北京大悦城IMAX店,1,1050,73374.27,55,69.88
9.964884,13.66,南京新街口国际影城,2,1598,71166.30,117,44.53
71.837933,78.42,茶陵县大千国际影城,3,2039,65612.80,26,32.18
9.095278,12.02,北京寰映合生汇店,4,757,63623.11,63,84.05
6.756850,13.99,Jackie Chan北京耀莱,5,1497,57803.35,107,38.61
10.545050,31.60,上海大光明影院,6,1264,56122.82,40,44.40
15.362595,20.13,金逸影城北京中关村店,7,966,54321.37,48,56.23
8.607219,14.69,广州白云万达广场店,8,852,54165.52,58,63.57
13.976525,21.99,中影国际影城珠海华发2店,9,1473,52442.83,67,35.60
8.245697,14.38,上海百丽宫影城（环贸iapm店）,10,575,52437.74,40,91.20
7.744186,14.80,成都百丽宫影城（太古里店）,11,888,50825.99,60,57.24
13.389703,18.86,金逸广州海珠城IMAX店 ,12,962,50815.25,51,52.82
8.299061,12.37,武汉汉街万达广场店,13,1200,49669.12,97,41.39
6.515259,10.20,北京CBD万达广场店,14,561,49626.75,55,88.46
6.492263,11.30,兰州城关万达广场店,15,746,48736.47,66,65.33
5.792911,10.28,南宁青秀万达广场店,16,843,48613.02,82,57.67
6.650424,12.51,北京UME华星国际影城,17,563,48157.38,45,85.54
10.023798,15.82,南昌红谷滩万达广场店,18,1060,47210.90,67,44.54
8.644324,13.24,武商摩尔国际电影城,19,1483,46924.06,112,31.64
7.461204,16.52,广州飞扬影城,20,958,46485.11,58,48.52
4.438650,7.08,北京通州万达广场店,21,559,45352.21,79,81.13
14.659460,20.65,乌鲁木齐市中影美居电影城（花田电影小镇）,22,1363,44924.64,66,32.96
8.555962,12.78,东莞东城万达广场店,23,882,44178.82,69,50.09
4.386488,8.28,上海五角场万达广场店,24,588,43987.47,71,74.81
5.676718,12.13,卢米埃北京长楹天街IMAX影城,25,740,43983.63,61,59.44
8.276164,11.91,首都电影院西单店,26,810,43171.37,68,53.30
8.046647,18.40,南宁万达影城悦荟广场店,27,920,42989.54,50,46.73
8.079970,11.41,CGV影城 苏州中心店,28,639,42815.92,56,67.00
5.996722,10.06,北京UME国际影城双井店,29,644,42754.12,64,66.39
5.013212,6.61,北京市金泉港国际影城,30,720,42732.21,109,59.35
9.786414,19.96,海口中视国际影城IMAX（国兴店）,31,1118,42379.23,56,37.91
8.871842,14.63,广州市百丽宫猎德影院,32,746,42205.02,51,56.58
4.980272,8.69,CGV影城 深圳壹方城店,33,669,42136.80,77,62.98
5.127628,9.27,金逸上海龙之梦IMAX店,34,593,41634.04,64,70.21
9.261885,16.42,厦门万达影城SM广场店,35,821,40656.36,50,49.52
8.874865,17.39,保利万和国际影城（北京苹果园店）,36,661,40652.57,38,61.50
10.235773,18.32,103电影公园钱塘江路店,37,1081,40450.21,59,37.42
8.294954,11.97,海口万达影城海航日月广场店,38,934,40360.43,78,43.21
6.644186,12.44,SFC上影影城（杭州龙湖店）,39,821,40343.22,66,49.14
6.932646,11.54,南宁江南万达广场店,40,808,40336.04,70,49.92
