code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000025,特力A,10.0075,4353.04,3654.93,698.11,日涨幅偏离值达到7%的前五只证券,0.22,0.04,2018-11-08
000509,华塑控股,10.0346,4754.26,3839.14,915.12,日涨幅偏离值达到7%的前五只证券,0.34,0.08,2018-11-08
000622,恒立实业,10.0149,9368.71,3957.70,5411.01,日涨幅偏离值达到7%的前五只证券,0.08,0.11,2018-11-08
000622,恒立实业,10.0149,14963.43,7878.60,7084.83,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.10,2018-11-08
000638,万方发展,10.0569,4900.84,2144.80,2756.04,日涨幅偏离值达到7%的前五只证券,0.14,0.18,2018-11-08
000638,万方发展,10.0569,7053.19,3171.43,3881.76,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.17,2018-11-08
000835,长城动漫,10.0737,5274.65,3597.79,1676.86,日涨幅偏离值达到7%的前五只证券,0.29,0.14,2018-11-08
002054,德美化工,10.0162,15758.91,5663.06,10095.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.16,2018-11-08
002072,凯瑞德,9.9561,6579.13,5321.99,1257.14,日涨幅偏离值达到7%的前五只证券,0.16,0.04,2018-11-08
002086,东方海洋,10.0877,6512.20,3851.83,2660.37,日涨幅偏离值达到7%的前五只证券,0.12,0.09,2018-11-08
002147,新光圆成,-9.9885,302.86,69.38,233.48,日跌幅偏离值达到7%的前五只证券,0.30,1.00,2018-11-08
002192,融捷股份,10.0167,12693.06,6635.94,6057.12,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.18,0.17,2018-11-08
002328,新朋股份,9.9502,8276.57,4117.87,4158.70,日涨幅偏离值达到7%的前五只证券,0.11,0.11,2018-11-08
002459,天业通联,-9.9875,30044.75,8554.97,21489.78,日振幅值达到15%的前五只证券,0.12,0.31,2018-11-08
002459,天业通联,-9.9875,30044.75,8554.97,21489.78,日跌幅偏离值达到7%的前五只证券,0.12,0.31,2018-11-08
002575,群兴玩具,9.9476,13922.20,5813.92,8108.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.23,0.32,2018-11-08
002665,首航节能,-9.9291,2131.20,526.20,1605.00,日跌幅偏离值达到7%的前五只证券,0.29,0.88,2018-11-08
002739,万达电影,-10.004,27437.72,6617.15,20820.57,日跌幅偏离值达到7%的前五只证券,0.27,0.84,2018-11-08
002862,实丰文化,5.1664,7075.97,4643.83,2432.14,日换手率达到20%的前五只证券,0.19,0.10,2018-11-08
002881,美格智能,10.0168,10185.91,6914.90,3271.01,日涨幅偏离值达到7%的前五只证券,0.19,0.09,2018-11-08
002881,美格智能,10.0168,18242.98,11459.77,6783.20,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.14,0.08,2018-11-08
002881,美格智能,10.0168,10185.91,6914.90,3271.01,日换手率达到20%的前五只证券,0.19,0.09,2018-11-08
002888,惠威科技,-0.5055,12665.78,5043.09,7622.69,日换手率达到20%的前五只证券,0.14,0.21,2018-11-08
002931,锋龙股份,10,10314.87,4578.10,5736.77,日涨幅偏离值达到7%的前五只证券,0.10,0.13,2018-11-08
002931,锋龙股份,10,10314.87,4578.10,5736.77,日换手率达到20%的前五只证券,0.10,0.13,2018-11-08
002940,昂利康,3.4273,5434.48,3403.41,2031.07,日换手率达到20%的前五只证券,0.07,0.04,2018-11-08
300342,天银机电,-9.98,694.99,89.30,605.69,日跌幅偏离值达到7%的前五只证券,0.14,0.95,2018-11-08
300342,天银机电,-9.98,16441.19,7960.19,8481.00,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.58,0.62,2018-11-08
300464,星徽精密,10.0143,719.69,501.37,218.32,日涨幅偏离值达到7%的前五只证券,1.00,0.44,2018-11-08
300501,海顺新材,10.0176,3137.78,2016.06,1121.72,日涨幅偏离值达到7%的前五只证券,0.27,0.15,2018-11-08
300505,川金诺,10.0091,3183.32,2445.53,737.79,日涨幅偏离值达到7%的前五只证券,0.20,0.06,2018-11-08
300540,深冷股份,10.0154,2674.09,1726.07,948.02,日涨幅偏离值达到7%的前五只证券,0.22,0.12,2018-11-08
