code,name,bamount,bcount,samount,scount,net
300782,卓胜微,61838.47,8,0.0,0,61838.47
000889,中嘉博创,10284.65,4,0.0,0,10284.65
300573,兴齐眼药,11886.86,8,2017.76,1,9869.09
002444,巨星科技,2996.22,2,0.0,0,2996.22
300545,联得装备,1858.98,2,833.94,1,1025.04
300462,华铭智能,999.98,1,0.0,0,999.98
000987,越秀金控,790.42,2,0.0,0,790.42
002869,金溢科技,999.01,1,674.7,1,324.31
002946,新乳业,240.65,1,0.0,0,240.65
300362,天翔环境,178.87,1,0.0,0,178.87
002719,麦趣尔,112.13,1,0.0,0,112.13
600063,皖维高新,330.32,1,260.13,1,70.18
601236,红塔证券,0.0,0,68.92,8,-68.92
601698,中国卫通,0.0,0,85.5,8,-85.5
300600,瑞特股份,0.0,0,96.96,1,-96.96
300552,万集科技,321.35,1,498.13,1,-176.77
603068,博通集成,2691.01,1,2895.55,1,-204.54
603867,新化股份,0.0,0,332.58,1,-332.58
600008,首创股份,0.0,0,337.84,1,-337.84
300429,强力新材,0.0,0,340.66,1,-340.66
002626,金达威,0.0,0,383.99,1,-383.99
300770,新媒股份,864.86,1,1265.09,1,-400.23
002696,百洋股份,0.0,0,550.91,2,-550.91
000550,江铃汽车,115.42,0,842.42,3,-727.0
300748,金力永磁,0.0,0,762.81,1,-762.81
300595,欧普康视,3630.35,3,4645.67,3,-1015.32
300403,汉宇集团,0.0,0,1108.61,1,-1108.61
300648,星云股份,0.0,0,1214.3,1,-1214.3
000918,嘉凯城,82.74,0,1314.98,1,-1232.24
000838,财信发展,0.0,0,1799.57,1,-1799.57
002100,天康生物,0.0,0,1826.0,1,-1826.0
000732,泰禾集团,0.0,0,1864.23,1,-1864.23
300516,久之洋,0.0,0,1951.59,2,-1951.59
000517,荣安地产,0.0,0,2739.11,1,-2739.11
300190,维尔利,0.0,0,2777.11,1,-2777.11
002330,得利斯,0.0,0,3027.12,3,-3027.12
000656,金科股份,2533.76,3,5828.47,3,-3294.72
601155,新城控股,0.0,0,4185.1,4,-4185.1
600968,海油发展,0.0,0,10495.49,4,-10495.49
