Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
12.158827,25.18,Jackie Chan北京耀莱,1,2719,119252.81,108,43.86
19.720703,43.36,广州飞扬影城（正佳分店）,2,2385,114832.66,55,48.15
18.131194,40.14,广州飞扬影城,3,2328,107781.78,58,46.30
19.683732,28.32,首都电影院西单店,4,2237,104769.34,79,46.83
29.284498,46.06,中影国际影城珠海华发2店,5,2856,103998.18,62,36.41
16.988940,30.69,金逸北京大悦城IMAX店,6,1565,102729.47,51,65.64
10.100981,17.62,CGV影城 深圳壹方城店,7,1304,99580.79,74,76.37
18.643117,24.63,北京寰映合生汇店,8,1330,96798.42,54,72.78
27.261663,36.65,兰州中心空间站IMAX影城,9,2016,95828.06,55,47.53
21.023032,37.27,厦门万达影城SM广场店,10,1789,95367.14,48,53.31
22.849342,24.02,长沙市中影星美国际影城万家丽店,11,2570,94634.69,107,36.82
16.292904,24.96,武商摩尔国际电影城,12,2895,93855.37,116,32.42
18.628516,25.53,南京新街口国际影城,13,2732,93178.13,107,34.11
24.174307,34.06,金逸广州海珠城IMAX店 ,14,1839,91600.79,54,49.81
18.355903,30.62,UME影城（北京双井店）,15,2082,90914.21,68,43.67
12.002805,15.15,德纳国际影城杭州萧山店,16,1848,90599.10,122,49.03
16.088975,28.38,东莞虎门万达广场店,17,1788,89931.02,63,50.30
18.888453,31.45,南宁江南万达广场店,18,2170,89834.84,69,41.40
19.195802,27.97,武汉汉街万达广场店,19,2210,88348.67,79,39.98
17.018028,24.06,福州仓山万达广场店,20,1516,87265.36,63,57.56
14.945710,29.41,南宁沃美影城,21,1794,85206.47,61,47.50
24.308283,48.86,中影国际影城武汉光谷天河店,22,2785,84959.27,57,30.51
25.852324,26.28,卢米埃广州合生广场IMAX影城,23,1813,84857.56,69,46.81
15.365705,26.22,广州白云万达广场店,24,1521,84188.61,58,55.35
14.219004,22.88,卢米埃深圳九方IMAX影城,25,1693,83923.79,74,49.57
10.684713,16.78,北京通州万达广场店,26,1342,83438.34,80,62.17
18.157163,31.82,广州飞扬影城（乐峰店）,27,2068,83376.16,65,40.32
78.070784,85.23,茶陵县大千国际影城,28,1875,83300.00,22,44.43
21.022455,29.62,深圳市万象影城布吉IMAX店,29,1540,83200.06,52,54.03
26.431718,36.00,中影国际影城海口上邦店,30,2664,82430.99,74,30.94
28.211165,35.52,首都电影院昌平店,31,1989,82219.64,56,41.34
39.359504,47.63,深圳娱艺影院UAKKmallY影城,32,1524,81744.42,32,53.64
20.371472,31.60,宁德万达广场店,33,1643,81172.94,52,49.41
14.702938,28.44,深圳市CINESKY新天影院(壹方天地IMAX店),34,1763,81167.73,62,46.04
13.655972,28.12,广州金逸--无锡光美金逸影城,35,1912,80719.42,68,42.22
13.564603,23.82,漳州万达广场店,36,1715,80069.99,72,46.69
17.721032,27.97,南昌红谷滩万达广场店,37,1846,80008.52,66,43.34
12.010050,23.90,广州市捷登都会飞扬影城,38,2151,79634.10,90,37.02
14.620887,22.92,成都锦华万达广场店,39,1742,79144.27,76,45.43
10.301719,20.58,金逸北京荟聚IMAX店,40,1502,78192.38,73,52.06
56.808688,90.67,英皇UA电影城-珠海富华里,41,2176,77613.61,24,35.67
21.121450,40.24,广州市花都区麦希国际影城,42,2213,77201.26,55,34.89
9.664634,21.13,星美影商城北京金源IMAX店,43,1268,76247.31,60,60.13
13.441165,20.54,厦门湖里万达广场店,44,1623,76072.31,79,46.87
10.911856,19.90,深圳市百老汇电影中心影城,45,1234,75905.22,62,61.51
17.727475,26.48,东莞东城万达广场店,46,1748,75503.05,66,43.19
10.836154,14.55,SFC上影影城（港汇恒隆永华店）,47,1164,75428.17,80,64.80
12.419368,28.48,金逸天津大悦城IMAX店,48,1908,75021.88,67,39.32
9.424920,17.70,CGV影城 青岛万象城店,49,885,74140.07,50,83.77
16.606956,21.19,SFC上影影城（八佰伴店）,50,1335,73306.28,63,54.91
14.450594,20.86,海口万达影城海航日月广场店,51,1794,73194.50,86,40.80
15.343265,19.59,UME影城（北京安贞店）,52,1665,72946.51,85,43.81
13.990579,24.39,上海百丽宫影城（环贸iapm店）,53,1000,72260.04,41,72.26
21.855862,32.52,重庆万州万达广场店,54,1951,72237.98,60,37.03
23.395632,27.25,重庆万达影城大融城店,55,2207,72099.28,81,32.67
9.496038,16.74,金逸福州宝龙IMAX店,56,1574,71793.97,94,45.61
16.603773,22.00,UME影城（重庆渝中店）,57,1848,71745.27,84,38.82
17.753348,29.27,广州市百丽宫猎德影院,58,1405,71642.61,48,50.99
17.765027,26.79,廊坊万达广场店,59,1500,71521.80,56,47.68
11.301697,22.17,CGV影城 福州东二环店,60,1419,71426.45,64,50.34
21.715262,39.04,丽水万地国际影院,61,1991,71241.88,51,35.78
