code,name,count,bamount,samount,net,bcount,scount
300782,卓胜微,4,203283.57,126698.68,76584.89,13,18
600083,博信股份,3,76671.44,40633.99,36037.46,10,10
600968,海油发展,1,42081.59,12339.13,29742.46,5,2
000799,酒鬼酒,1,24975.71,5239.17,19736.54,5,5
300202,聚龙股份,1,9633.01,2840.97,6792.05,5,5
300776,帝尔激光,1,10986.7,4414.08,6572.62,5,5
300429,强力新材,3,28679.82,22264.23,6415.59,15,11
600008,首创股份,1,7465.22,1863.92,5601.31,5,5
002626,金达威,1,7791.53,2406.32,5385.21,5,5
600095,哈高科,2,4955.77,751.21,4204.56,8,15
601698,中国卫通,4,4063.05,286.69,3776.37,17,12
000005,世纪星源,1,4502.33,1004.62,3497.71,5,5
000550,江铃汽车,1,5732.65,2304.71,3427.93,5,3
002444,巨星科技,1,10572.07,7188.16,3383.91,4,5
000408,藏格控股,1,5457.31,2646.61,2810.7,5,5
300717,华信新材,2,14463.37,11752.38,2710.99,12,10
600063,皖维高新,1,3736.28,1077.56,2658.72,5,5
603867,新化股份,3,12381.87,9787.94,2593.93,13,14
002869,金溢科技,3,19579.48,16986.67,2592.82,14,13
000918,嘉凯城,1,8925.98,6412.68,2513.3,5,5
603933,睿能科技,1,3082.52,587.92,2494.6,5,5
002865,钧达股份,1,6525.89,4064.3,2461.59,5,5
300692,中环环保,2,5535.96,3105.36,2430.6,10,10
300748,金力永磁,1,6499.25,4100.17,2399.07,5,5
603366,日出东方,1,3018.18,740.03,2278.15,5,5
300775,三角防务,4,20809.45,18572.75,2236.7,14,14
300190,维尔利,2,19558.36,17347.04,2211.32,10,10
002696,百洋股份,1,3240.99,1053.46,2187.54,5,4
002887,绿茵生态,1,3512.48,1335.88,2176.6,5,5
603223,恒通股份,1,2870.37,778.07,2092.3,5,5
002811,亚泰国际,2,7768.21,5795.7,1972.51,9,10
002012,凯恩股份,1,4447.22,2546.05,1901.17,5,5
000571,*ST大洲,1,3656.68,1802.37,1854.32,5,5
002552,宝鼎科技,1,4674.18,2984.65,1689.53,5,5
002945,华林证券,1,11877.36,10223.91,1653.45,5,5
002946,新乳业,2,9037.16,7486.14,1551.02,8,9
300407,凯发电气,1,2706.8,1387.42,1319.38,5,5
000711,京蓝科技,2,8224.78,7003.71,1221.08,10,10
300594,朗进科技,1,3358.62,2188.01,1170.61,5,5
002645,华宏科技,2,12663.99,11788.59,875.4,10,10
600685,中船防务,1,24223.93,23348.54,875.39,5,5
300187,永清环保,1,1939.91,1085.7,854.21,5,5
603915,国茂股份,1,3582.03,2807.79,774.23,5,5
002167,东方锆业,1,6624.82,5880.43,744.39,5,5
300554,三超新材,2,6140.5,5420.09,720.41,9,5
000738,航发控制,1,13663.0,12980.43,682.58,5,5
300526,中潜股份,3,11525.51,10935.66,589.85,13,14
002731,萃华珠宝,3,30543.25,29957.29,585.96,14,14
603177,德创环保,5,18954.37,18398.27,556.11,23,20
300040,九洲电气,2,15026.24,14478.22,548.02,12,10
300768,迪普科技,3,16649.34,16131.16,518.18,13,12
002274,华昌化工,1,7188.09,6676.43,511.66,5,5
000987,越秀金控,1,4298.63,3881.08,417.55,4,5
601236,红塔证券,3,461.97,85.43,376.54,7,12
000510,新金路,1,2853.79,2481.68,372.1,5,5
300637,扬帆新材,1,1592.85,1246.43,346.42,5,5
300273,和佳股份,1,2537.28,2197.38,339.9,5,5
000677,恒天海龙,1,2253.84,1915.1,338.74,5,5
000038,深大通,1,1702.72,1366.67,336.05,5,5
002881,美格智能,1,2020.08,1704.57,315.51,5,5
300781,因赛集团,1,2748.21,2479.67,268.55,5,5
002852,道道全,1,3468.8,3206.96,261.84,5,5
002862,实丰文化,2,4044.92,3786.1,258.81,10,10
300788,中信出版,2,260.06,16.45,243.61,6,10
000536,华映科技,1,7052.15,6823.6,228.55,5,5
002931,锋龙股份,2,4907.19,4693.51,213.68,10,9
000892,欢瑞世纪,1,1995.27,1798.86,196.41,5,5
000833,粤桂股份,1,2812.61,2696.99,115.62,5,5
002458,益生股份,1,10106.39,9995.65,110.74,5,5
002719,麦趣尔,1,598.32,591.44,6.88,5,5
300600,瑞特股份,1,558.56,658.79,-100.23,5,5
000679,大连友谊,1,1462.62,1586.9,-124.28,5,5
600401,退市海润,4,1277.75,1544.73,-266.98,17,17
300777,中简科技,2,6386.81,6669.57,-282.76,9,9
002956,西麦食品,2,7116.45,7410.23,-293.77,8,8
300370,安控科技,1,1734.92,2131.08,-396.16,5,5
300565,科信技术,1,4855.77,5255.86,-400.09,5,5
000517,荣安地产,2,8785.14,9201.41,-416.27,10,9
000838,财信发展,1,2097.34,2541.97,-444.64,5,5
603131,上海沪工,1,3136.54,3629.02,-492.48,5,5
300403,汉宇集团,1,5033.79,5672.07,-638.29,5,5
002947,恒铭达,2,5482.83,6243.73,-760.9,9,9
603738,泰晶科技,2,16659.11,17533.06,-873.95,13,13
603168,莎普爱思,1,2489.41,3414.87,-925.46,5,5
002077,大港股份,1,2829.38,3762.36,-932.98,5,5
300623,捷捷微电,1,2262.26,3294.37,-1032.1,5,5
002679,福建金森,1,2650.32,3751.24,-1100.92,5,5
300462,华铭智能,2,7506.72,8699.13,-1192.41,10,9
002407,多氟多,1,9307.5,10546.57,-1239.07,5,5
002863,今飞凯达,4,18215.72,19466.43,-1250.71,18,17
300552,万集科技,1,1816.23,3095.38,-1279.16,5,5
603863,松炀资源,5,32911.69,34223.07,-1311.39,14,20
300210,森远股份,1,3423.45,4772.78,-1349.33,5,5
300543,朗科智能,1,2692.95,4096.66,-1403.71,5,5
002868,绿康生化,1,6736.95,8162.43,-1425.48,5,5
002951,金时科技,2,3830.45,5276.14,-1445.68,9,9
300689,澄天伟业,1,2628.39,4080.11,-1451.72,5,5
300648,星云股份,3,12453.69,13911.78,-1458.09,14,13
300770,新媒股份,1,6455.78,7923.22,-1467.44,5,5
000925,众合科技,1,1656.91,3166.12,-1509.21,5,5
600375,华菱星马,2,8885.84,10532.14,-1646.3,10,8
300691,联合光电,1,10497.63,12184.64,-1687.01,8,6
300779,惠城环保,3,9482.83,11223.24,-1740.41,11,12
002915,中欣氟材,2,4254.67,6252.92,-1998.25,10,10
600410,华胜天成,1,5533.84,7611.87,-2078.03,5,5
300573,兴齐眼药,1,17678.87,19849.7,-2170.83,3,6
300527,中国应急,4,38728.48,40921.26,-2192.78,20,22
603739,蔚蓝生物,1,3173.07,5464.63,-2291.56,5,5
603105,芯能科技,1,533.45,2973.68,-2440.23,5,5
000812,陕西金叶,1,3407.47,6297.13,-2889.66,5,5
603536,惠发股份,1,1073.09,4022.67,-2949.58,5,5
600239,云南城投,3,30126.29,33305.39,-3179.11,14,14
002611,东方精工,1,6080.28,9328.0,-3247.72,5,5
300008,天海防务,1,1664.19,4935.2,-3271.01,5,5
300362,天翔环境,2,5919.34,9503.82,-3584.48,9,9
000929,兰州黄河,1,3214.43,6934.58,-3720.15,5,5
600599,熊猫金控,1,3005.27,6846.01,-3840.75,5,5
603299,苏盐井神,1,4684.75,8589.55,-3904.8,5,5
002888,惠威科技,1,5378.88,9342.69,-3963.8,5,5
300545,联得装备,2,15354.4,19366.22,-4011.82,11,10
002199,东晶电子,1,2497.2,6532.44,-4035.24,5,5
300516,久之洋,4,22082.31,26165.07,-4082.77,20,20
000732,泰禾集团,1,6296.64,10419.65,-4123.02,5,5
300595,欧普康视,1,6959.73,11254.16,-4294.43,3,3
600072,中船科技,2,25388.18,30435.77,-5047.59,8,9
002860,星帅尔,4,29513.06,35299.42,-5786.36,18,18
603797,联泰环保,5,46511.81,52788.24,-6276.43,19,22
002330,得利斯,2,7843.78,14187.69,-6343.91,10,8
000655,金岭矿业,2,4727.76,11221.84,-6494.08,9,9
002650,加加食品,2,23614.0,30302.91,-6688.9,12,12
603828,柯利达,1,5404.43,12116.3,-6711.87,5,5
603068,博通集成,1,7732.69,15452.14,-7719.45,5,5
601155,新城控股,3,3010.66,13028.74,-10018.07,12,6
002100,天康生物,1,15247.74,27037.34,-11789.6,5,5
000656,金科股份,1,10778.11,23121.95,-12343.84,3,3
002237,恒邦股份,2,59843.77,74067.66,-14223.89,9,9
000889,中嘉博创,2,26910.67,41453.0,-14542.33,7,9
300081,恒信东方,2,23521.74,51536.01,-28014.28,12,11
