broker,count,bamount,bcount,samount,scount,top3
国泰君安证券股份有限公司顺德东乐路证券营业部,4,2434.51,3,889.01,1,"新化股份,新城控股,泰晶科技,"
西藏东方财富证券股份有限公司拉萨东环路第二证券营业部,98,47189.1,57,32231.08,41,"中船科技,中嘉博创,恒邦股份,"
中国中投证券有限责任公司上海复兴东路证券营业部,4,1908.38,2,2184.61,2,德创环保
中国中投证券有限责任公司深圳爱国路证券营业部,16,7139.25,8,7229.31,8,"维尔利,金溢科技,德创环保,"
海通证券股份有限公司杭州解放路证券营业部,5,3341.57,3,2043.19,2,"德创环保,新金路"
湘财证券股份有限公司上海陆家嘴证券营业部,2,1403.58,1,29.92,1,"三角防务,哈高科"
平安证券股份有限公司珠海园林路证券营业部,3,579.42,2,369.28,1,"中欣氟材,泰晶科技"
中国银河证券股份有限公司广州滨江东路证券营业部,2,1100.73,2,0.0,0,"熊猫金控,莎普爱思"
华泰证券股份有限公司深圳红荔路证券营业部,8,2118.8,4,2530.29,4,"荣安地产,久之洋,德创环保,"
长江证券股份有限公司上海东明路证券营业部,1,4623.91,1,0.0,0,首创股份
华泰证券股份有限公司南京长江路证券营业部,1,0.0,0,19.04,1,哈高科
华泰证券股份有限公司深圳深南大道证券营业部,1,537.42,1,0.0,0,熊猫金控
平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,11,5749.93,5,1961.18,6,"恒信东方,中嘉博创,金力永磁,"
海通证券股份有限公司上海黄浦区福州路证券营业部,7,5948.38,6,1120.3,1,"德创环保,聚龙股份,首创股份,"
国泰君安证券股份有限公司上海江苏路证券营业部,11,6230.05,5,6664.27,6,"天康生物,萃华珠宝,华菱星马,"
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,133,67172.93,81,41515.65,52,"中船科技,华林证券,中船防务,"
国信证券股份有限公司安徽分公司,1,0.0,0,13.6,1,哈高科
华泰证券股份有限公司北京月坛南街证券营业部,1,91.73,1,0.0,0,泰晶科技
上海证券有限责任公司苏州干将西路证券营业部,10,4552.85,7,1434.74,3,"皖维高新,首创股份,久之洋,"
平安证券股份有限公司银川凤凰北街证券营业部,12,8322.76,9,1600.36,3,"中船科技,联泰环保,泰晶科技,"
方正证券股份有限公司济南泺源大街证券营业部,1,257.13,1,0.0,0,德创环保
安信证券股份有限公司佛山顺德祥和路证券营业部,1,88.92,1,0.0,0,泰晶科技
山西证券股份有限公司孝义迎宾路证券营业部,1,0.0,0,13.6,1,哈高科
国信证券股份有限公司公司总部,1,553.95,1,0.0,0,首创股份
安信证券股份有限公司诸暨苎萝东路证券营业部,1,0.0,0,1583.01,1,熊猫金控
国元证券股份有限公司青岛山东路证券营业部,1,0.0,0,10.2,1,哈高科
东莞证券股份有限公司南京分公司,2,890.0,1,204.05,1,"金力永磁,泰晶科技"
财通证券股份有限公司诸暨店口华佳路证券营业部,1,0.0,0,1459.6,1,熊猫金控
海通证券股份有限公司深圳分公司华富路证券营业部,9,2733.16,6,1206.78,3,"华信新材,越秀金控,首创股份,"
中国银河证券股份有限公司上海五莲路证券营业部,9,2190.43,4,2692.11,5,"迪普科技,三角防务,中环环保,"
中国中投证券有限责任公司广州天河路证券营业部,3,364.89,1,419.55,2,"萃华珠宝,越秀金控,泰晶科技"
华泰证券股份有限公司上海浦东新区福山路证券营业部,3,130.2,2,179.24,1,"红塔证券,泰晶科技"
海通证券股份有限公司深圳红岭中路营业部,3,487.98,1,191.5,2,"德创环保,退市海润"
东方证券股份有限公司宁波中兴路证券营业部,1,0.0,0,1454.77,1,熊猫金控
中信建投证券股份有限公司北京市安立路证券营业部,1,0.0,0,499.52,1,首创股份
国元证券股份有限公司淮南朝阳中路证券营业部,1,0.0,0,166.61,1,泰晶科技
长城证券股份有限公司杭州民心路证券营业部,2,0.0,0,2584.62,2,"绿康生化,熊猫金控"
万联证券股份有限公司南昌丰和中大道证券营业部,1,0.0,0,394.0,1,首创股份
中航证券有限公司宜春高士路证券营业部,1,0.0,0,384.7,1,首创股份
光大证券股份有限公司中山博爱四路证券营业部,1,0.0,0,955.62,1,熊猫金控
中泰证券股份有限公司昆明拓东路证券营业部,1,0.0,0,102.32,1,德创环保
平安证券股份有限公司福州长乐北路证券营业部,9,1688.01,4,2979.59,5,"华林证券,美格智能,大港股份,"
光大证券股份有限公司宁波北仑新碶证券营业部,1,0.0,0,247.86,1,首创股份
东海证券股份有限公司南京洪武北路证券营业部,3,2581.93,2,1697.18,1,"联泰环保,星云股份"
东兴证券股份有限公司北京大望路证券营业部,4,9500.55,3,2045.02,1,云南城投
招商证券股份有限公司上海牡丹江路证券营业部,2,701.24,2,0.0,0,"国茂股份,芯能科技"
广发证券股份有限公司长沙五一路证券营业部,4,1366.36,3,63.32,1,"云南城投,国茂股份,退市海润"
平安证券股份有限公司北京东花市证券营业部,5,3790.84,2,2600.46,3,"云南城投,中信出版"
中泰证券股份有限公司湖南分公司,3,1879.19,2,1214.85,1,"联泰环保,华菱星马"
光大证券股份有限公司广州龙溪大道证券营业部,2,1058.89,1,1073.06,1,云南城投
中信证券（山东）有限责任公司青岛经济技术开发区井冈山路证券营业部,4,1295.68,3,616.44,1,"惠城环保,国茂股份"
浙商证券股份有限公司嵊州官河南路证券营业部,3,1891.02,2,836.77,1,云南城投
华鑫证券有限责任公司江苏分公司,12,9282.17,8,6299.75,4,"联泰环保,德创环保,华信新材,"
国盛证券有限责任公司温州百里东路证券营业部,2,432.31,1,482.81,1,"蔚蓝生物,国茂股份"
国信证券股份有限公司昆明安康路证券营业部,1,750.29,1,0.0,0,云南城投
国盛证券有限责任公司宁波桑田路证券营业部,23,15590.16,14,9322.14,9,"松炀资源,联泰环保,恒通股份,"
招商证券股份有限公司上海世纪大道证券营业部,4,494.52,2,677.1,2,"三角防务,众合科技,亚泰国际,"
沪股通专用,13,8681.77,7,19943.46,6,"中船科技,华胜天成,新城控股,"
东北证券股份有限公司南通世纪大道证券营业部,1,857.7,1,0.0,0,松炀资源
长江证券股份有限公司武汉胜利街证券营业部,2,0.0,0,4857.84,2,云南城投
方正证券股份有限公司深圳福中路证券营业部,2,0.0,0,3216.24,2,云南城投
西藏东方财富证券股份有限公司拉萨团结路第一证券营业部,7,1636.7,3,1448.78,4,"松炀资源,惠城环保,永清环保,"
中国银河证券股份有限公司杭州天城东路证券营业部,1,0.0,0,1129.07,1,联泰环保
中泰证券股份有限公司济南英雄山路证券营业部,5,2297.61,2,4352.47,3,松炀资源
光大证券股份有限公司上海芳甸路证券营业部,2,0.0,0,1738.32,2,"三角防务,联泰环保"
东海证券股份有限公司北京西三环北路证券营业部,1,0.0,0,971.73,1,云南城投
中信证券股份有限公司上海世纪大道证券营业部,4,264.66,1,2944.8,3,"捷捷微电,萃华珠宝,松炀资源"
东方证券股份有限公司上海浦东新区源深路证券营业部,6,5737.45,3,4923.43,3,"云南城投,中国应急,联泰环保"
华泰证券股份有限公司成都蜀金路证券营业部,7,2197.57,3,4763.84,4,"中国应急,恒通股份,澄天伟业,"
中信证券股份有限公司杭州市心南路证券营业部,11,6322.34,5,7054.2,6,"强力新材,联泰环保,维尔利,"
国泰君安证券股份有限公司深圳登良路证券营业部,4,2236.39,3,891.72,1,"金力永磁,萃华珠宝,华宏科技,"
国融证券股份有限公司西安高新一路证券营业部,1,614.66,1,0.0,0,哈高科
中国中投证券有限责任公司汉中滨江路证券营业部,1,434.83,1,0.0,0,哈高科
国泰君安证券股份有限公司杭州五星路证券营业部,1,0.0,0,73.79,1,哈高科
海通证券股份有限公司江阴朝阳路证券营业部,1,0.0,0,61.12,1,哈高科
华泰证券股份有限公司台州中心大道证券营业部,5,2690.62,2,1712.91,3,"天康生物,粤桂股份,华映科技,"
华泰证券股份有限公司南通姚港路证券营业部,2,336.64,1,49.93,1,"三角防务,哈高科"
信达证券股份有限公司北京前门证券营业部,1,0.0,0,49.44,1,哈高科
长江证券股份有限公司重庆红黄路证券营业部,7,5043.28,5,1930.62,2,"松炀资源,星帅尔,华信新材,"
中信证券股份有限公司北京远大路证券营业部,8,4994.64,5,4307.39,3,"益生股份,宝鼎科技,金溢科技,"
华鑫证券有限责任公司即墨鹤山路证券营业部,2,0.0,0,1772.88,2,"德创环保,松炀资源"
华鑫证券有限责任公司上海嘉定棋盘路证券营业部,1,0.0,0,1443.92,1,松炀资源
国融证券股份有限公司北京北辰东路证券营业部,1,0.0,0,1257.74,1,松炀资源
中国中投证券有限责任公司宁波江东北路证券营业部,3,111.95,1,150.32,2,退市海润
方正证券股份有限公司宁波解放北路证券营业部,4,1769.9,2,422.69,2,"新媒股份,退市海润,朗进科技"
华泰证券股份有限公司常州和平北路证券营业部,2,2917.4,2,0.0,0,"金科股份,中国卫通"
华泰证券股份有限公司杭州求是路证券营业部,7,1107.5,4,1216.11,3,"联泰环保,退市海润,中国卫通"
申港证券股份有限公司江苏分公司,1,58.65,1,0.0,0,中国卫通
川财证券有限责任公司广东分公司,2,52.9,2,0.0,0,退市海润
华泰证券股份有限公司深圳深南大道基金大厦证券营业部,5,95.62,3,4267.75,2,"中国卫通,红塔证券,新城控股"
东北证券股份有限公司宁波分公司,2,28.0,1,44.77,1,退市海润
申港证券股份有限公司上海分公司,1,18.2,1,0.0,0,中国卫通
中国银河证券股份有限公司青田龙津路证券营业部,2,0.0,0,96.68,2,退市海润
华泰证券股份有限公司上海武定路证券营业部,3,435.64,1,430.19,2,"新化股份,巨星科技,中国卫通"
中国银河证券股份有限公司杭州庆春路证券营业部,5,15223.03,3,3087.43,2,"海油发展,中潜股份,卓胜微"
中国银河证券股份有限公司厦门美湖路证券营业部,3,8193.64,2,1036.44,1,"海油发展,金时科技,华菱星马"
长江证券股份有限公司深圳福华路证券营业部,5,10757.76,4,1562.93,1,"海油发展,九洲电气,联泰环保"
国泰君安证券股份有限公司上海福山路证券营业部,3,8667.24,2,740.86,1,"海油发展,久之洋,华林证券"
太平洋证券股份有限公司许昌建安大道证券营业部,3,6508.68,1,7616.13,2,"海油发展,恒邦股份,久之洋"
深股通专用,36,23540.93,14,40741.01,22,"酒鬼酒,恒邦股份,华映科技,"
宏信证券有限责任公司成都锦城大道证券营业部,6,6160.09,4,3117.0,2,"京蓝科技,皖维高新,世纪星源,"
国泰君安证券股份有限公司南京太平南路证券营业部,20,29460.69,11,22985.51,9,"卓胜微,恒邦股份,益生股份,"
国融证券股份有限公司青岛秦岭路证券营业部,19,11233.6,13,5617.91,6,"东方精工,京蓝科技,百洋股份,"
恒泰证券股份有限公司宁波甬江大道证券营业部,5,2908.77,3,1513.14,2,"星云股份,华映科技,联得装备"
东莞证券股份有限公司浙江分公司,19,8794.62,14,2911.32,5,"加加食品,京蓝科技,恒天海龙,"
东莞证券股份有限公司福建分公司,10,2882.79,8,933.69,2,"锋龙股份,道道全,京蓝科技,"
东莞证券股份有限公司厦门分公司,4,2137.48,2,1558.35,2,"华宏科技,华映科技,金力永磁,"
中泰证券股份有限公司上海建国中路证券营业部,3,1457.32,2,613.45,1,"东方锆业,京蓝科技"
安信证券股份有限公司北京远大路证券营业部,3,0.0,0,1721.05,3,"联合光电,京蓝科技"
招商证券股份有限公司上海陆家嘴东路证券营业部,5,3498.99,3,2113.82,2,"星帅尔,联得装备,中欣氟材,"
国联证券股份有限公司宜兴人民南路证券营业部,1,0.0,0,337.38,1,京蓝科技
中信证券（山东）有限责任公司青岛福州南路证券营业部,1,0.0,0,323.44,1,京蓝科技
广州证券股份有限公司广州江南大道证券营业部,1,0.0,0,721.85,1,华映科技
中银国际证券股份有限公司上海新华路证券营业部,1,0.0,0,217.75,1,京蓝科技
国泰君安证券股份有限公司福州杨桥东路证券营业部,2,0.0,0,655.75,2,"华映科技,退市海润"
中泰证券股份有限公司寿光公园北街证券营业部,1,0.0,0,211.23,1,京蓝科技
华鑫证券有限责任公司南昌红谷中大道证券营业部,2,888.58,1,4572.63,1,"兰州黄河,恒邦股份"
招商证券股份有限公司杭州天目山路证券营业部,2,533.99,1,266.42,1,"陕西金叶,澄天伟业"
东莞证券股份有限公司四川分公司,16,6560.76,11,3440.29,5,"九洲电气,东方精工,世纪星源,"
爱建证券有限责任公司宁波碶闸街证券营业部,1,528.4,1,0.0,0,陕西金叶
国联证券股份有限公司无锡中山路证券营业部,1,502.14,1,0.0,0,兰州黄河
国金证券股份有限公司上海奉贤区金碧路证券营业部,9,3972.45,6,1611.44,3,"联泰环保,新化股份,松炀资源,"
国都证券股份有限公司北京阜外大街证券营业部,5,1408.95,3,766.94,2,"朗进科技,兰州黄河,恒通股份,"
东兴证券股份有限公司上海肇嘉浜路证券营业部,2,0.0,0,2734.91,2,"陕西金叶,华宏科技"
长城国瑞证券有限公司北京远大路证券营业部,1,0.0,0,2597.55,1,兰州黄河
华鑫证券有限责任公司杭州飞云江路证券营业部,7,3206.68,4,4167.67,3,"联泰环保,中简科技,华信新材,"
中国银河证券股份有限公司海口国兴大道证券营业部,1,0.0,0,1389.2,1,兰州黄河
