date,code,name,weight
2019-06-28,600006,东风汽车,0.11
2019-06-28,600008,首创股份,0.21
2019-06-28,600017,日照港,0.15
2019-06-28,600021,上海电力,0.24
2019-06-28,600022,山东钢铁,0.29
2019-06-28,600026,中远海能,0.23
2019-06-28,600037,歌华有线,0.26
2019-06-28,600039,四川路桥,0.21
2019-06-28,600053,九鼎投资,0.08
2019-06-28,600056,中国医药,0.19
2019-06-28,600058,五矿发展,0.1
2019-06-28,600060,海信电器,0.18
2019-06-28,600062,华润双鹤,0.17
2019-06-28,600064,南京高科,0.24
2019-06-28,600073,上海梅林,0.16
2019-06-28,600079,人福医药,0.26
2019-06-28,600094,大名城,0.26
2019-06-28,600098,广州发展,0.09
2019-06-28,600120,浙江东方,0.19
2019-06-28,600125,铁龙物流,0.15
2019-06-28,600126,杭钢股份,0.06
2019-06-28,600138,中青旅,0.19
2019-06-28,600141,兴发集团,0.14
2019-06-28,600143,金发科技,0.24
2019-06-28,600151,航天机电,0.14
2019-06-28,600155,华创阳安,0.18
2019-06-28,600158,中体产业,0.18
2019-06-28,600160,巨化股份,0.26
2019-06-28,600161,天坛生物,0.35
2019-06-28,600166,福田汽车,0.29
2019-06-28,600167,联美控股,0.19
2019-06-28,600169,太原重工,0.13
2019-06-28,600171,上海贝岭,0.24
2019-06-28,600179,ST安通,0.06
2019-06-28,600183,生益科技,0.42
2019-06-28,600195,中牧股份,0.11
2019-06-28,600201,生物股份,0.48
2019-06-28,600216,浙江医药,0.18
2019-06-28,600258,首旅酒店,0.23
2019-06-28,600259,广晟有色,0.16
2019-06-28,600260,凯乐科技,0.26
2019-06-28,600266,北京城建,0.24
2019-06-28,600267,海正药业,0.15
2019-06-28,600277,亿利洁能,0.17
2019-06-28,600280,中央商场,0.05
2019-06-28,600282,南钢股份,0.24
2019-06-28,600291,西水股份,0.14
2019-06-28,600298,安琪酵母,0.41
2019-06-28,600307,酒钢宏兴,0.17
2019-06-28,600312,平高电气,0.16
2019-06-28,600315,上海家化,0.27
2019-06-28,600316,洪都航空,0.16
2019-06-28,600317,营口港,0.14
2019-06-28,600325,华发股份,0.35
2019-06-28,600329,中新药业,0.11
2019-06-28,600335,国机汽车,0.08
2019-06-28,600338,西藏珠峰,0.13
2019-06-28,600348,阳泉煤业,0.18
2019-06-28,600350,山东高速,0.09
2019-06-28,600373,中文传媒,0.23
2019-06-28,600376,首开股份,0.3
2019-06-28,600380,健康元,0.22
2019-06-28,600388,龙净环保,0.24
2019-06-28,600392,盛和资源,0.31
2019-06-28,600393,粤泰股份,0.12
2019-06-28,600409,三友化工,0.18
2019-06-28,600410,华胜天成,0.31
2019-06-28,600416,湘电股份,0.1
2019-06-28,600418,江淮汽车,0.18
2019-06-28,600426,华鲁恒升,0.44
2019-06-28,600428,中远海特,0.08
2019-06-28,600435,北方导航,0.25
2019-06-28,600458,时代新材,0.13
2019-06-28,600460,士兰微,0.34
2019-06-28,600466,蓝光发展,0.24
2019-06-28,600478,科力远,0.17
2019-06-28,600486,扬农化工,0.27
2019-06-28,600497,驰宏锌锗,0.34
2019-06-28,600499,科达洁能,0.15
2019-06-28,600500,中化国际,0.2
2019-06-28,600507,方大特钢,0.19
2019-06-28,600511,国药股份,0.18
2019-06-28,600515,海航基础,0.2
2019-06-28,600521,华海药业,0.28
2019-06-28,600525,长园集团,0.18
2019-06-28,600528,中铁工业,0.34
2019-06-28,600536,中国软件,0.42
2019-06-28,600545,卓郎智能,0.11
2019-06-28,600549,厦门钨业,0.32
2019-06-28,600557,康缘药业,0.16
2019-06-28,600563,法拉电子,0.15
2019-06-28,600565,迪马股份,0.14
2019-06-28,600567,山鹰纸业,0.28
2019-06-28,600572,康恩贝,0.31
2019-06-28,600575,皖江物流,0.15
2019-06-28,600580,卧龙电驱,0.17
2019-06-28,600582,天地科技,0.15
2019-06-28,600584,长电科技,0.32
2019-06-28,600597,光明乳业,0.17
2019-06-28,600598,北大荒,0.2
2019-06-28,600611,大众交通,0.13
2019-06-28,600623,华谊集团,0.11
2019-06-28,600633,浙数文化,0.19
2019-06-28,600639,浦东金桥,0.11
2019-06-28,600640,号百控股,0.11
2019-06-28,600642,申能股份,0.43
2019-06-28,600643,爱建集团,0.24
2019-06-28,600645,中源协和,0.14
2019-06-28,600648,外高桥,0.21
2019-06-28,600649,城投控股,0.21
2019-06-28,600657,信达地产,0.09
2019-06-28,600664,哈药股份,0.16
2019-06-28,600673,东阳光,0.31
2019-06-28,600694,大商股份,0.11
2019-06-28,600699,均胜电子,0.32
2019-06-28,600707,彩虹股份,0.09
2019-06-28,600717,天津港,0.17
2019-06-28,600718,东软集团,0.29
2019-06-28,600729,重庆百货,0.19
2019-06-28,600737,中粮糖业,0.24
2019-06-28,600739,辽宁成大,0.47
2019-06-28,600745,闻泰科技,0.33
2019-06-28,600748,上实发展,0.2
2019-06-28,600750,江中药业,0.11
2019-06-28,600751,海航科技,0.15
2019-06-28,600754,锦江股份,0.16
2019-06-28,600755,厦门国贸,0.29
2019-06-28,600757,长江传媒,0.11
2019-06-28,600759,洲际油气,0.16
2019-06-28,600763,通策医疗,0.45
2019-06-28,600765,中航重机,0.13
2019-06-28,600770,综艺股份,0.14
2019-06-28,600777,新潮能源,0.19
2019-06-28,600779,水井坊,0.33
2019-06-28,600782,新钢股份,0.21
2019-06-28,600787,中储股份,0.13
2019-06-28,600801,华新水泥,0.36
2019-06-28,600804,鹏博士,0.28
2019-06-28,600808,马钢股份,0.27
2019-06-28,600811,东方集团,0.29
2019-06-28,600820,隧道股份,0.31
2019-06-28,600823,世茂股份,0.18
2019-06-28,600827,百联股份,0.21
2019-06-28,600835,上海机电,0.14
2019-06-28,600839,四川长虹,0.29
2019-06-28,600845,宝信软件,0.25
2019-06-28,600848,上海临港,0.33
2019-06-28,600859,王府井,0.15
2019-06-28,600862,中航高科,0.13
2019-06-28,600863,内蒙华电,0.24
2019-06-28,600869,智慧能源,0.11
2019-06-28,600872,中炬高新,0.63
2019-06-28,600874,创业环保,0.09
2019-06-28,600875,东方电气,0.31
2019-06-28,600879,航天电子,0.35
2019-06-28,600881,亚泰集团,0.28
2019-06-28,600884,杉杉股份,0.16
2019-06-28,600885,宏发股份,0.28
2019-06-28,600895,张江高科,0.42
2019-06-28,600901,江苏租赁,0.14
2019-06-28,600903,贵州燃气,0.08
2019-06-28,600908,无锡银行,0.14
2019-06-28,600909,华安证券,0.31
2019-06-28,600917,重庆燃气,0.03
2019-06-28,600939,重庆建工,0.07
2019-06-28,600959,江苏有线,0.29
2019-06-28,600967,内蒙一机,0.25
2019-06-28,600970,中材国际,0.18
2019-06-28,600971,恒源煤电,0.09
2019-06-28,600978,宜华生活,0.12
2019-06-28,600985,淮北矿业,0.06
2019-06-28,600993,马应龙,0.14
2019-06-28,600996,贵广网络,0.09
2019-06-28,601000,唐山港,0.21
2019-06-28,601001,大同煤业,0.1
2019-06-28,601003,柳钢股份,0.08
2019-06-28,601005,重庆钢铁,0.31
