code,name,bamount,bcount,samount,scount,net
002959,小熊电器,5568.97,3,1876.53,2,3692.44
300474,景嘉微,6016.2,2,2489.42,1,3526.78
002905,金逸影视,3084.65,3,0.0,0,3084.65
300624,万兴科技,3280.19,1,574.2,1,2705.99
300738,奥飞数据,1778.81,2,7.21,0,1771.6
000043,中航善达,2101.98,2,414.26,1,1687.72
300212,易华录,1543.67,1,0.0,0,1543.67
000049,德赛电池,3969.84,2,2473.07,1,1496.77
002961,瑞达期货,731.62,2,3.58,2,728.04
300525,博思软件,534.99,1,0.0,0,534.99
002316,亚联发展,367.42,1,0.0,0,367.42
000550,江铃汽车,366.85,1,0.0,0,366.85
002892,科力尔,2625.78,1,2285.0,1,340.78
300709,精研科技,601.61,1,578.13,1,23.47
002962,五方光电,0.0,0,7.64,2,-7.64
603093,南华期货,0.0,0,19.21,2,-19.21
002524,光正集团,436.64,0,468.68,1,-32.04
300576,容大感光,313.01,1,373.82,0,-60.81
002828,贝肯能源,280.05,0,502.86,1,-222.81
300164,通源石油,17.06,0,294.13,1,-277.07
000008,神州高铁,89.85,0,464.75,1,-374.89
002600,领益智造,2929.28,1,3319.5,1,-390.22
000977,浪潮信息,4975.13,1,5688.0,1,-712.87
300530,达志科技,0.0,0,713.65,2,-713.65
002617,露笑科技,34.4,0,1307.83,1,-1273.43
300661,圣邦股份,1210.28,1,2711.85,2,-1501.57
000909,数源科技,0.0,0,2006.0,1,-2006.0
300384,三联虹普,0.0,0,3001.65,1,-3001.65
300177,中海达,0.0,0,3049.11,1,-3049.11
601717,郑煤机,0.0,0,4984.36,1,-4984.36
300061,康旗股份,0.0,0,5530.08,1,-5530.08
600521,华海药业,1964.13,1,9474.54,2,-7510.41
300448,浩云科技,0.0,0,7665.19,2,-7665.19
300207,欣旺达,1624.97,1,10401.25,4,-8776.28
300783,三只松鼠,0.0,0,12762.21,4,-12762.21
