RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
42,SFC上影影城（港汇恒隆永华店）,86767.42,77,1384,62.69,17.97,13.386207
43,金逸福州宝龙IMAX店,86710.38,97,1893,45.81,19.52,11.067370
44,南宁沃美影城,86126.70,60,1826,47.17,30.43,15.465838
45,长沙横店潇湘王府井影城,85875.43,73,2558,33.57,35.04,22.107946
46,中影国际影城海口上邦店,85402.85,75,2744,31.12,36.59,26.862457
47,新影联华谊兄弟影院(望京华彩店),85053.54,109,1963,43.33,18.01,21.542074
48,中瑞影城福州三坊七巷,84893.33,94,1925,44.10,20.48,25.668154
49,大连高新万达广场店,84615.29,74,2252,37.57,30.43,17.883897
50,广州市百丽宫猎德影院,84581.23,52,1645,51.42,31.63,19.187029
51,成都太平洋电影城,84332.55,96,2567,32.85,26.74,21.843965
52,北京枫花园影院,83514.97,17,590,141.55,34.71,14.873949
53,呼和浩特市横店影视电影城,83013.13,63,2470,33.61,39.21,29.185867
54,重庆万达影城大融城店,82777.89,83,2368,34.96,28.53,24.497461
55,佳映国际影城（天津滨江道店）,82480.12,101,2418,34.11,23.94,22.235845
56,北京海航文化天宝国际影城,81137.48,94,2126,38.16,22.62,20.749560
57,中瑞影城福州红星美凯龙,80623.56,112,1783,45.22,15.92,13.702983
58,石家庄西美横店电影城,80381.93,68,2086,38.53,30.68,20.774133
59,厦门万达影城SM广场店,80348.36,48,1463,54.92,30.48,17.192116
60,廊坊万达广场店,79954.84,62,1746,45.79,28.16,18.677348
61,中影国际影城上海合生汇店,79907.41,55,1900,42.06,34.55,22.480773
62,昆明万达影城同德广场店,79655.54,80,1638,48.63,20.48,17.095375
63,百丽宫影城长宁来福士店,79620.02,55,1146,69.48,20.84,11.788607
64,上海和平影都,77854.22,47,1631,47.73,34.70,21.496893
65,广州市花都区麦希国际影城,77546.13,56,2320,33.43,41.43,21.747281
66,北京太平洋影城中关村店,77327.29,57,1623,47.64,28.47,21.570972
67,深圳保利国际影城,76830.43,64,2062,37.26,32.22,12.585449
68,西安高新万达广场店,76526.35,94,1688,45.34,17.96,15.425800
69,广州飞扬影城（乐峰店）,76116.09,63,1930,39.44,30.63,17.483467
70,UME影城（河北石家庄店）,75791.98,87,2421,31.31,27.83,21.342691
71,上海DFC影城（宝山店）,75699.48,107,1895,39.95,17.71,12.314840
72,宁波市博纳国际影城东银泰店,75677.24,52,1827,41.42,35.13,18.513556
73,新华银兴国际影城（南昌店）,75008.33,49,1247,60.15,25.45,12.940159
74,大地影院西安雁塔金莎国际,74955.13,45,2051,36.55,45.58,33.164703
75,中影国际影城上海金科路店,74809.62,68,1635,45.76,24.04,13.291386
76,德纳国际影城杭州萧山店,74290.19,125,1452,51.16,11.62,9.204437
77,石家庄裕华万达广场店,73999.37,66,2222,33.30,33.67,19.838931
78,武汉博纳国际电影城,73954.64,69,2239,33.03,32.45,22.272469
79,北京市莱纳龙域影城,73471.14,78,1648,44.58,21.13,16.989053
80,成都锦华万达广场店,73229.99,82,1629,44.95,19.87,12.672036
81,保利万和国际影城（北京苹果园店）,73219.82,44,1417,51.67,32.20,16.430890
82,卢米埃深圳九方IMAX影城,73060.11,70,1557,46.92,22.24,13.824025
83,金逸天津大悦城IMAX店,72688.87,67,1655,43.92,24.70,10.772565
84,广州大学城宝鑫影城,72570.30,36,1972,36.80,54.78,46.186996
85,UME影城（重庆江北店）,72477.84,103,2066,35.08,20.06,19.716499
86,UME影城（重庆渝中店）,72458.73,94,1762,41.12,18.74,14.146928
87,海上明珠国际影城成都银泰城店,72154.37,52,1596,45.21,30.69,22.840787
88,乌鲁木齐103电影公园钱塘江路店,72084.88,67,2008,35.90,29.97,16.743100
89,太原博纳国际影城,72058.65,61,1792,40.21,29.38,18.122794
90,广州天河影城,71819.71,61,1903,37.74,31.20,21.731462
91,东莞东城万达广场店,71802.13,62,1670,43.00,26.94,18.029105
92,中影国际影城杭州西溪印象城店,71799.47,48,1646,43.62,34.29,21.415560
93,CGV影城 北京清河店,71650.46,41,1096,65.37,26.73,14.562019
94,长沙市中影星美国际影城万家丽店,71195.48,100,2530,28.14,25.30,24.068270
95,保定万达影城万博广场店,70485.86,48,1851,38.08,38.56,30.330056
96,南昌市博纳国际影城,70326.56,48,1702,41.32,35.46,23.998871
97,广州市龙洞巨幕影城,70319.35,74,1980,35.51,26.76,20.693547
98,金逸上海龙之梦IMAX店,69936.29,64,1336,52.35,20.88,11.552296
99,呼和浩特万达广场店,69725.14,55,1665,41.88,30.27,18.725398
100,广州UA花城汇影院,69611.24,72,1487,46.81,20.65,16.801383
