Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
29.661136,61.42,Jackie Chan北京耀莱,1,7677,354799.00,125,46.22
45.225480,81.69,金逸北京大悦城IMAX店,2,4983,333561.50,61,66.94
31.250518,68.72,广州飞扬影城（正佳分店）,3,4604,269439.00,67,58.52
31.659610,63.23,金逸北京荟聚IMAX店,4,4616,250328.90,73,54.23
34.073872,75.43,广州飞扬影城,5,4375,246854.00,58,56.42
37.564320,54.07,首都电影院西单店,6,4109,241699.24,76,58.82
43.650126,57.67,北京寰映合生汇店,7,3633,231942.40,63,63.84
37.795705,51.80,南京新街口国际影城,8,5543,230295.00,107,41.55
28.545933,47.99,北京UME国际影城双井店,9,3359,224883.00,70,66.95
40.310707,70.28,上海百丽宫影城（环贸iapm店）,10,2811,222610.00,40,79.19
30.326876,57.26,上海五角场万达广场店,11,4008,218869.10,70,54.61
23.481097,50.18,卢米埃北京长楹天街IMAX影城,12,3362,206295.00,67,61.36
21.113005,27.82,北京市金泉港国际影城,13,3533,205130.00,127,58.06
54.049649,90.74,中影国际影城北京昌平永旺店,14,4809,205086.90,53,42.65
32.404845,58.56,金逸上海龙之梦IMAX店,15,3689,202456.80,63,54.88
31.373259,48.06,武商摩尔国际电影城,16,5959,202413.00,124,33.97
29.763091,54.29,深圳市百老汇电影中心影城,17,3583,200397.00,66,55.93
32.039355,47.76,武汉汉街万达广场店,18,4776,196900.80,100,41.23
24.972573,43.57,CGV影城 深圳壹方城店,19,3311,194300.00,76,58.68
45.992366,60.25,金逸影城北京中关村店,20,3133,189985.70,52,60.64
26.801431,35.99,SFC上影影城（港汇恒隆永华店）,21,2771,189620.40,77,68.43
29.665862,37.87,北京UME国际影城（安贞店）,22,2992,188530.85,79,63.01
36.776899,73.92,北京嘉华国际影城,23,3770,185189.00,51,49.12
46.077943,92.62,中影国际影城武汉光谷天河店,24,5557,184576.00,60,33.22
37.633906,57.83,中影国际影城上海合生汇店,25,3759,184557.00,65,49.10
31.115033,59.46,成都百丽宫影城（太古里店）,26,3330,183964.00,56,55.24
30.402177,53.74,百丽宫影城长宁来福士店,27,2848,178761.00,53,62.77
26.089360,49.15,北京UME华星国际影城,28,2359,178745.25,48,75.77
19.836498,39.55,北京美嘉欢乐影城（三里屯店）,29,2017,178329.00,51,88.41
33.208200,52.06,成都锦华万达广场店,30,4321,177770.60,83,41.14
30.032377,54.33,中影国际影城上海金科路店,31,3803,175248.00,70,46.08
33.306606,67.20,北京美嘉欢乐影城（中关村）,32,3427,174566.00,51,50.94
53.764618,67.69,首都电影院昌平店,33,3926,174017.40,58,44.32
44.574739,45.35,重庆UME国际影城（江北）,34,4308,173161.65,95,40.20
33.859109,72.15,巨幕影城（武汉光谷广场资本大厦店）,35,5267,173021.00,73,32.85
31.205561,41.35,重庆UME国际影城（渝中店）,36,3928,168652.90,95,42.94
20.715585,33.02,北京通州万达广场店,37,2741,166707.80,83,60.82
19.969434,43.56,北京万达影城天通苑龙德广场店,38,2744,165211.40,63,60.21
41.070529,57.96,海上明珠国际影城上海环球港店,39,2956,164073.00,51,55.51
20.278033,51.91,深圳保利国际影城,40,3530,163050.00,68,46.19
38.583025,56.21,武汉博纳国际电影城,41,4497,160617.00,80,35.72
35.645933,29.80,新影联华谊兄弟影院(望京华彩店),42,3725,156096.00,125,41.90
33.399570,42.31,郑州奥斯卡熙地港国际影城,43,4146,155856.00,98,37.59
42.263326,59.54,金逸广州海珠城IMAX店 ,44,3096,155335.35,52,50.17
35.308006,43.22,成都太平洋电影城,45,4495,155070.56,104,34.50
33.422015,54.03,呼和浩特万达广场店,46,3350,153766.90,62,45.90
35.634767,42.68,昆明万达影城同德广场店,47,3329,152587.50,78,45.84
23.110096,33.74,深圳市万象影城罗湖万象城店,48,2733,151735.30,81,55.52
33.804925,41.55,广州UA花城汇影院,49,3075,150568.00,74,48.97
33.698256,55.56,广州市百丽宫猎德影院,50,2778,150480.00,50,54.17
18.415517,44.27,济南万达影城世茂广场店,51,3232,149611.95,73,46.29
36.287625,54.25,上海国金百丽宫影城,52,2170,149269.00,40,68.79
36.892592,72.03,长春吉视迅驰影城,53,4394,148615.00,61,33.82
34.994834,55.05,中影国际影城珠海华发2店,54,3523,148574.00,64,42.17
21.994161,35.01,北京石景山万达广场店,55,2381,148470.00,68,62.36
34.109602,47.51,CGV星星影城 北京颐堤港店,56,2423,147698.00,51,60.96
25.973955,51.69,广州市捷登都会飞扬影城,57,4807,147442.00,93,30.67
22.970837,52.67,金逸天津大悦城IMAX店,58,3213,146390.00,61,45.56
25.655898,54.04,北京沃美影城（常营店）,59,2864,145534.00,53,50.81
43.948002,63.81,上海百美汇影院,60,2042,144325.00,32,70.68
