code,name,count,bamount,samount,net,bcount,scount
300751,迈为股份,3,32651.79,9824.31,22827.47,11,13
300597,吉大通信,4,45053.58,32990.83,12062.75,14,18
002549,凯美特气,4,50811.19,40124.51,10686.68,13,18
000839,中信国安,1,15943.06,7922.55,8020.5,5,5
300606,金太阳,5,27386.91,19490.85,7896.05,16,21
300163,先锋新材,1,8507.03,1691.36,6815.67,5,5
002168,深圳惠程,1,10272.44,3563.68,6708.76,5,5
000722,湖南发展,3,16393.71,10126.85,6266.86,15,15
002925,盈趣科技,1,8489.19,3910.99,4578.2,2,5
600094,大名城,1,4282.56,0.0,4282.56,5,0
600776,东方通信,2,7297.13,3048.73,4248.39,9,11
600130,波导股份,1,5427.72,1244.53,4183.19,5,5
002450,康得新,1,53421.35,49301.94,4119.4,5,5
601929,吉视传媒,1,5756.02,2050.41,3705.61,5,5
000766,通化金马,1,5256.65,1648.38,3608.26,5,5
002108,沧州明珠,1,5967.26,2920.95,3046.3,5,5
002865,钧达股份,5,38082.52,35242.19,2840.33,17,15
603017,中衡设计,2,6133.46,3328.5,2804.96,10,10
002446,盛路通信,1,4762.78,2117.28,2645.5,5,5
002181,粤传媒,1,4978.15,2400.65,2577.5,5,5
300292,吴通控股,1,4360.38,1792.8,2567.58,5,5
000905,厦门港务,1,4202.85,1644.92,2557.93,5,5
002512,达华智能,1,5606.49,3071.2,2535.29,5,5
603828,柯利达,1,4520.28,2049.51,2470.77,5,5
000592,平潭发展,1,3266.63,803.41,2463.22,5,5
002238,天威视讯,2,7698.25,5256.27,2441.99,12,14
300037,新宙邦,1,11230.11,8793.92,2436.19,5,4
300100,双林股份,1,4423.28,2134.85,2288.43,5,5
000979,中弘退,5,12384.48,10144.57,2239.91,21,21
603617,君禾股份,1,5363.75,3142.23,2221.52,5,5
300183,东软载波,1,3663.82,1463.32,2200.5,5,5
000659,珠海中富,1,7099.92,4965.8,2134.12,5,5
000068,华控赛格,1,4935.71,2850.02,2085.69,5,5
300674,宇信科技,5,27889.66,25819.03,2070.64,18,20
000969,安泰科技,1,2814.06,786.73,2027.33,5,5
600715,文投控股,1,4074.0,2062.59,2011.41,5,5
300340,科恒股份,1,4144.95,2158.34,1986.61,5,5
002351,漫步者,1,2743.31,874.63,1868.67,5,5
300737,科顺股份,1,3070.3,1317.03,1753.27,5,5
600128,弘业股份,1,5402.93,3686.6,1716.33,5,5
603987,康德莱,1,2503.96,932.79,1571.17,5,5
002856,美芝股份,5,19518.72,17963.22,1555.51,18,20
002527,新时达,1,4491.19,2942.89,1548.3,5,5
002575,群兴玩具,5,50963.83,49416.21,1547.62,23,23
603366,日出东方,1,2224.98,690.83,1534.15,5,5
603069,海汽集团,1,2392.13,861.96,1530.17,5,5
000918,嘉凯城,1,4273.67,2906.64,1367.03,5,5
300299,富春股份,1,3494.47,2139.33,1355.13,5,5
002054,德美化工,1,2983.19,1636.92,1346.27,5,5
300370,安控科技,2,8970.19,7678.75,1291.44,10,10
603398,邦宝益智,1,2009.75,726.04,1283.71,5,5
600604,市北高新,1,28468.68,27274.95,1193.73,5,5
000936,华西股份,2,12791.63,11865.09,926.54,9,8
300356,光一科技,1,3968.91,3111.65,857.26,5,5
300332,天壕环境,1,1976.96,1223.89,753.08,5,5
300032,金龙机电,1,2110.96,1365.96,745.0,5,5
600766,园城黄金,1,2702.09,1980.14,721.94,5,5
002320,海峡股份,1,5277.7,4650.03,627.67,5,5
000665,湖北广电,1,2529.77,1950.33,579.44,5,5
600996,贵广网络,1,3526.94,3043.69,483.25,5,5
600774,汉商集团,1,931.72,509.99,421.73,5,5
603040,新坐标,1,937.75,524.11,413.64,5,5
300588,熙菱信息,2,2884.31,2471.88,412.43,10,9
002686,亿利达,1,1006.57,659.22,347.35,5,5
000038,深大通,1,2325.03,2016.24,308.79,5,5
300583,赛托生物,1,1363.3,1076.79,286.51,5,5
300603,立昂技术,1,1147.68,907.13,240.55,5,5
002668,奥马电器,1,4404.94,4166.74,238.19,5,5
603187,海容冷链,1,249.45,35.36,214.09,3,5
002451,摩恩电气,1,3799.45,3648.35,151.1,5,5
002941,新疆交建,2,147.81,11.61,136.2,6,10
002015,霞客环保,1,2199.63,2072.77,126.86,5,5
603988,中电电机,1,963.72,884.82,78.9,5,5
300748,金力永磁,2,4210.82,4151.21,59.62,9,8
002943,宇晶股份,1,53.11,6.34,46.77,3,5
300752,隆利科技,1,51.17,7.51,43.66,3,5
002337,赛象科技,3,11466.54,11424.03,42.52,14,15
002184,海得控制,2,19879.48,19849.67,29.81,11,10
000695,滨海能源,1,514.37,532.9,-18.52,5,5
603810,丰山集团,1,1730.46,1760.81,-30.35,5,5
300236,上海新阳,1,4763.08,4795.14,-32.06,5,5
000790,泰合健康,1,3116.57,3196.07,-79.49,5,5
000156,华数传媒,1,2652.68,2750.76,-98.08,5,5
300708,聚灿光电,2,3654.73,3829.51,-174.77,10,10
603336,宏辉果蔬,1,848.12,1071.2,-223.08,5,5
600310,桂东电力,1,1462.47,1852.71,-390.24,5,5
002915,中欣氟材,1,1575.4,1980.79,-405.39,5,5
300694,蠡湖股份,1,1654.31,2080.21,-425.9,5,5
000010,美丽生态,1,706.76,1187.08,-480.32,5,5
603787,新日股份,1,5544.21,6034.24,-490.03,5,5
300670,大烨智能,3,5374.71,5937.2,-562.49,15,15
002837,英维克,1,1092.75,1717.97,-625.22,4,5
002591,恒大高新,1,2037.95,2663.56,-625.61,5,5
603378,亚士创能,1,1226.22,1877.57,-651.35,5,5
002935,天奥电子,1,1586.2,2264.58,-678.37,5,5
002755,东方新星,1,1369.02,2066.0,-696.98,5,5
300324,旋极信息,2,278.15,1073.92,-795.76,8,7
000007,全新好,1,2116.18,2942.9,-826.72,5,5
000829,天音控股,1,759.41,1645.62,-886.21,5,5
000603,盛达矿业,2,17609.41,18610.59,-1001.18,9,10
000802,北京文化,1,7180.71,8226.64,-1045.92,5,5
300682,朗新科技,1,1339.77,2461.52,-1121.75,5,5
000948,南天信息,1,1998.31,3216.11,-1217.8,5,5
601319,中国人保,2,50381.23,51655.74,-1274.51,8,9
000576,广东甘化,1,3093.94,4370.41,-1276.47,5,5
002458,益生股份,1,3963.95,5271.84,-1307.89,5,3
002897,意华股份,1,1424.05,2920.77,-1496.72,5,5
002234,民和股份,1,4306.89,5811.99,-1505.1,5,2
000622,恒立实业,2,11029.68,12567.59,-1537.9,7,9
300423,鲁亿通,1,2307.48,3959.41,-1651.93,5,5
600152,维科技术,1,2434.08,4108.25,-1674.18,5,5
300211,亿通科技,1,1317.04,3183.28,-1866.24,5,5
300565,科信技术,1,923.82,2862.14,-1938.32,5,5
603389,亚振家居,3,8768.94,10833.06,-2064.13,14,18
300181,佐力药业,2,10890.43,13004.72,-2114.29,10,10
000922,佳电股份,1,820.85,3013.48,-2192.63,5,5
002886,沃特股份,3,19288.52,21528.47,-2239.95,12,11
