code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.81,2564.5644,2567.4434,2588.1875,2590.2102,2555.3223,139329021,1122.1983
000002,Ａ股指数,0.81,2685.4152,2688.4205,2710.1701,2712.3116,2675.6822,138800579,1118.7002
000003,Ｂ股指数,0.47,277.4862,278.114,279.4193,279.7886,277.2307,528443,3.4981
000008,综合指数,0.65,2499.7268,2502.4317,2518.6482,2520.3457,2492.9101,29902207,245.0038
000009,上证380,0.8,3971.0395,3978.8541,4010.8687,4016.4654,3945.1035,33277262,257.4196
000010,上证180,1.04,7065.7502,7067.7247,7140.9986,7146.324,7061.355,45612537,442.2399
000011,基金指数,0.35,5605.8116,5607.7845,5627.4184,5630.1765,5597.2793,42723046,285.1858
000012,国债指数,0.01,168.6888,168.6724,168.6936,168.7005,168.6845,250552,2.5199
000016,上证50,1.09,2403.2314,2401.8524,2428.0445,2430.6502,2402.544,19322534,231.5034
000017,新综指,0.81,2165.2076,2167.6304,2185.1642,2186.8901,2157.3601,138787903,1118.4612
000300,沪深300,1.12,3136.1962,3137.6542,3172.69,3175.154,3132.423,70921044,772.977
000905,中证500,0.71,4334.0405,4345.703,4376.6511,4385.0031,4291.8111,63848789,440.2626
399001,深证成指,1.12,7583.840999999999,7597.008000000001,7681.75,7688.878000000001,7537.919,18701604896,1551.9851
399002,深成指R,1.12,9167.091999999999,9183.009,9285.440999999999,9294.058,9111.584,7722532006,738.6748
399003,成份Ｂ指,0.39,4468.936,4469.418,4486.746,4495.419,4386.179,50387624,1.8372
399004,深证100R,1.36,3995.7329999999997,3997.9770000000003,4052.1890000000003,4055.4640000000004,3983.1220000000003,2473478603,334.9266
399005,中小板指,1.63,4996.0109999999995,5006.0,5087.571,5088.587,4976.298,1906293491,228.6282
399006,创业板指,1.27,1309.888,1312.7160000000001,1329.389,1332.935,1304.656,1148950700,146.5256
399008,中小300,1.28,977.087,979.4860000000001,992.0,992.5930000000001,970.595,4546817609,391.2736
399100,新 指 数,0.94,6000.130999999999,6013.191999999999,6069.736,6075.991,5951.269,18270675487,1540.0674
399101,中小板综,0.97,7719.103,7737.9619999999995,7813.076999999999,7819.733,7653.746999999999,8585063959,684.8336
399106,深证综指,0.93,1322.155,1325.431,1337.7420000000002,1339.0970000000002,1311.104,18701604896,1551.9851
399107,深证Ａ指,0.93,1382.493,1385.931,1398.846,1400.289,1370.951,18639945600,1549.7491
399108,深证Ｂ指,-0.0,859.2310000000001,858.997,858.959,860.742,846.068,61659296,2.236
399333,中小板R,1.63,5554.875,5565.981,5656.6759999999995,5657.807,5532.956,1906293491,228.6282
399606,创业板R,1.27,1372.1689999999999,1375.131,1392.596,1396.3110000000001,1366.6879999999999,1148950700,146.5256
