code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000503,国新健康,7.6223,15295.78,8814.11,6481.67,日涨幅偏离值达到7%的前五只证券,0.17,0.12,2018-12-07
000513,丽珠集团,-8.9801,20027.26,5680.17,14347.10,日跌幅偏离值达到7%的前五只证券,0.10,0.26,2018-12-07
000571,新大洲A,-9.8985,11352.31,3056.45,8295.86,日跌幅偏离值达到7%的前五只证券,0.12,0.32,2018-12-07
000605,渤海股份,9.9891,4795.25,3200.74,1594.51,日涨幅偏离值达到7%的前五只证券,0.22,0.11,2018-12-07
000963,华东医药,-10,34651.81,8458.83,26192.99,日跌幅偏离值达到7%的前五只证券,0.09,0.27,2018-12-07
000976,华铁股份,10.1099,8817.92,5099.41,3718.51,日涨幅偏离值达到7%的前五只证券,0.23,0.17,2018-12-07
000979,中弘退,-3.8462,751.58,305.96,445.63,退市整理期,0.21,0.31,2018-12-07
002020,京新药业,-9.7,11765.63,2895.18,8870.46,日跌幅偏离值达到7%的前五只证券,0.13,0.40,2018-12-07
002046,轴研科技,10,4509.41,2842.00,1667.41,日涨幅偏离值达到7%的前五只证券,0.28,0.16,2018-12-07
002220,天宝食品,10.1351,5508.17,2973.37,2534.80,日涨幅偏离值达到7%的前五只证券,0.18,0.15,2018-12-07
002252,上海莱士,-9.9898,3438.62,1517.35,1921.28,日跌幅偏离值达到7%的前五只证券,0.79,1.00,2018-12-07
002262,恩华药业,-9.9911,19922.46,4209.84,15712.62,日跌幅偏离值达到7%的前五只证券,0.09,0.35,2018-12-07
002288,超华科技,-9.6647,8617.60,4642.38,3975.22,日跌幅偏离值达到7%的前五只证券,0.07,0.06,2018-12-07
002288,超华科技,-9.6647,21531.34,11675.83,9855.51,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.06,0.05,2018-12-07
002305,南国置业,10,3795.22,1896.14,1899.08,日涨幅偏离值达到7%的前五只证券,0.13,0.13,2018-12-07
002305,南国置业,10,5361.96,2684.87,2677.09,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.13,2018-12-07
002653,海思科,-10,3498.12,837.25,2660.88,日跌幅偏离值达到7%的前五只证券,0.11,0.34,2018-12-07
002708,光洋股份,-3.4982,12269.09,8213.34,4055.76,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.11,0.05,2018-12-07
002719,麦趣尔,1.0489,10537.13,3812.28,6724.85,日振幅值达到15%的前五只证券,0.10,0.17,2018-12-07
002848,高斯贝尔,9.9813,5983.02,4550.76,1432.26,日涨幅偏离值达到7%的前五只证券,0.23,0.07,2018-12-07
002856,美芝股份,-1.7058,11221.88,4779.16,6442.73,日换手率达到20%的前五只证券,0.19,0.26,2018-12-07
002897,意华股份,10,6418.63,3665.65,2752.98,日涨幅偏离值达到7%的前五只证券,0.14,0.11,2018-12-07
002941,新疆交建,9.9891,2869.64,2809.97,59.66,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.02,2018-12-07
002942,新农股份,10,109.17,100.16,9.01,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.09,2018-12-07
002943,宇晶股份,3.3048,9981.14,5631.70,4349.44,日换手率达到20%的前五只证券,0.08,0.06,2018-12-07
002943,宇晶股份,3.3048,9981.14,5631.70,4349.44,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.08,0.06,2018-12-07
300003,乐普医疗,-10.01,29743.18,11574.46,18168.72,日跌幅偏离值达到7%的前五只证券,0.16,0.25,2018-12-07
300071,华谊嘉信,10,3714.45,2801.92,912.53,日涨幅偏离值达到7%的前五只证券,0.24,0.08,2018-12-07
300117,嘉寓股份,10.1266,3563.31,2563.50,999.81,日涨幅偏离值达到7%的前五只证券,0.21,0.08,2018-12-07
300175,朗源股份,10.0823,8075.77,4252.46,3823.31,日涨幅偏离值达到7%的前五只证券,0.20,0.18,2018-12-07
300210,森远股份,-10.0159,3152.36,1254.61,1897.75,日跌幅偏离值达到7%的前五只证券,0.11,0.17,2018-12-07
300213,佳讯飞鸿,-5.0148,11160.46,4528.07,6632.39,日换手率达到20%的前五只证券,0.08,0.12,2018-12-07
300242,佳云科技,-10.058,8423.66,4817.40,3606.26,日跌幅偏离值达到7%的前五只证券,0.11,0.08,2018-12-07
300302,同有科技,10.023,7374.73,4328.92,3045.81,日涨幅偏离值达到7%的前五只证券,0.27,0.19,2018-12-07
300302,同有科技,10.023,8879.50,5112.45,3767.04,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.22,0.16,2018-12-07
300325,德威新材,4.8048,10083.73,4555.09,5528.64,日振幅值达到15%的前五只证券,0.12,0.14,2018-12-07
300407,凯发电气,10.0143,4436.21,2899.44,1536.77,日涨幅偏离值达到7%的前五只证券,0.36,0.19,2018-12-07
300428,四通新材,-0.1531,6171.72,1543.43,4628.29,日振幅值达到15%的前五只证券,0.06,0.18,2018-12-07
300529,健帆生物,-10.0042,7752.59,3139.74,4612.84,日跌幅偏离值达到7%的前五只证券,0.15,0.22,2018-12-07
300535,达威股份,4.4508,15339.72,4398.12,10941.60,日换手率达到20%的前五只证券,0.27,0.67,2018-12-07
300630,普利制药,-10.0071,5963.07,2206.37,3756.70,日跌幅偏离值达到7%的前五只证券,0.21,0.36,2018-12-07
