code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.52,2904.4976,2905.8054,2920.9522,2922.5449,2895.8434,61542744,602.237
000002,Ａ股指数,0.52,3042.0924,3043.4661,3059.3717,3061.0397,3033.0114,61511027,602.0648
000003,Ｂ股指数,0.03,289.2749,289.2674,289.3598,289.639,288.8608,31717,0.1723
000008,综合指数,0.52,2807.889,2807.8738,2822.5126,2824.1246,2801.6732,16637479,140.2584
000009,上证380,0.63,4577.5828,4579.1165,4608.1148,4610.8384,4562.4398,14755895,140.6961
000010,上证180,0.64,8123.7863,8123.604,8175.3446,8179.605,8098.308,16008371,193.7258
000011,基金指数,0.41,5976.3542,5981.4021,6006.1517,6007.0826,5971.7958,12505718,52.4841
000012,国债指数,0.01,172.5732,172.5564,172.5749,172.5757,172.5727,25333,0.23
000016,上证50,0.66,2740.3026,2742.9635,2760.9511,2762.2496,2734.6722,6115276,96.3881
000017,新综指,0.52,2452.8191,2453.9269,2466.7473,2468.0898,2445.4952,61469565,601.0873
000300,沪深300,0.67,3640.9963,3641.1833,3665.6475,3667.0147,3627.5448,25327534,314.646
000905,中证500,0.69,4923.9199,4926.403,4960.5922,4961.8264,4904.6693,27710180,234.359
399001,深证成指,0.69,8939.411,8943.349,9004.973,9006.742,8892.12,8340706383,798.2714
399002,深成指R,0.75,10865.368,10863.65,10945.056,10947.205,10807.889,2963386178,316.8508
399003,成份Ｂ指,0.44,4817.529,4812.486,4833.524,4837.385,4802.568,447430,0.0252
399004,深证100R,0.69,4882.342000000001,4879.472,4913.323,4913.323,4847.543,844199551,124.6175
399005,中小板指,0.79,5479.7609999999995,5479.876,5523.049,5525.269,5451.438,643176911,77.6337
399006,创业板指,0.55,1487.276,1485.2420000000002,1493.339,1493.818,1474.525,2155319676,256.9801
399008,中小300,0.86,1092.225,1092.394,1101.843,1102.19,1087.507,2039280517,182.5896
399100,新 指 数,0.75,7039.396,7038.861,7091.371999999999,7093.151,7007.206,7677791411,780.5258
399101,中小板综,0.76,8694.775,8695.053,8761.491,8765.028,8657.821,3893746925,342.9115
399106,深证综指,0.81,1532.245,1532.026,1544.443,1544.9170000000001,1525.859,8340706383,798.2714
399107,深证Ａ指,0.81,1602.443,1602.215,1615.225,1615.721,1595.753,8335789747,798.2001
399108,深证Ｂ指,0.19,940.133,940.0189999999999,941.785,942.084,938.038,4916636,0.0713
399333,中小板R,0.84,6122.305,6119.106,6170.465,6173.149,6090.661999999999,642827111,77.5923
399606,创业板R,0.74,1563.658,1558.815,1570.3210000000001,1570.537,1550.253,355812131,46.9939
