code,name,date,bamount,samount,type
300782,卓胜微,2019-07-16,6281.77,0.0,涨幅偏离值达7%的证券
000813,德展健康,2019-07-16,164.03,211.61,涨幅偏离值达7%的证券
002860,星帅尔,2019-07-16,0.0,332.46,换手率达20%的证券
002759,天际股份,2019-07-16,0.0,793.53,跌幅偏离值达7%的证券
300219,鸿利智汇,2019-07-16,0.0,405.33,跌幅偏离值达7%的证券
601236,红塔证券,2019-07-16,0.0,159.7,连续三个交易日内，涨幅偏离值累计达20%的证券
300253,卫宁健康,2019-07-15,0.0,4397.97,涨幅偏离值达7%的证券
300788,中信出版,2019-07-15,17718.12,5.12,振幅值达15%的证券
300788,中信出版,2019-07-15,17718.12,5.12,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的股票
002124,天邦股份,2019-07-15,0.0,2490.95,涨幅偏离值达7%的证券
300630,普利制药,2019-07-15,1649.7,1008.72,跌幅偏离值达7%的证券
300010,立思辰,2019-07-15,0.0,1045.0,涨幅偏离值达7%的证券
002008,大族激光,2019-07-15,3074.64,6666.47,跌幅偏离值达7%的证券
300788,中信出版,2019-07-15,17718.12,5.12,换手率达20%的证券
300788,中信出版,2019-07-15,17718.12,5.12,涨幅偏离值达7%的证券
000766,通化金马,2019-07-15,431.31,10.85,振幅值达15%的证券
002366,台海核电,2019-07-15,0.0,2729.01,涨幅偏离值达7%的证券
300684,中石科技,2019-07-15,0.0,2035.17,跌幅偏离值达7%的证券
002356,*ST赫美,2019-07-15,152.11,0.0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000423,东阿阿胶,2019-07-15,362.35,0.0,跌幅偏离值达7%的证券
603068,博通集成,2019-07-15,3252.93,3619.11,涨幅偏离值达7%的证券
300633,开立医疗,2019-07-15,1319.98,1807.56,跌幅偏离值达7%的证券
600298,安琪酵母,2019-07-15,6183.02,9941.41,跌幅偏离值达7%的证券
300573,兴齐眼药,2019-07-15,1192.79,529.45,振幅值达15%的证券
300782,卓胜微,2019-07-15,2875.66,1519.18,涨幅偏离值达7%的证券
300725,药石科技,2019-07-15,2309.18,5928.01,跌幅偏离值达7%的证券
300573,兴齐眼药,2019-07-12,1246.33,1610.59,跌幅偏离值达7%的证券
002370,亚太药业,2019-07-12,0.0,5205.2,跌幅偏离值达7%的证券
002366,台海核电,2019-07-12,138.62,121.6,跌幅偏离值达7%的证券
300453,三鑫医疗,2019-07-12,0.0,181.1,涨幅偏离值达7%的证券
300429,强力新材,2019-07-12,999.78,0.0,涨幅偏离值达7%的证券
300349,金卡智能,2019-07-12,0.0,9970.64,跌幅偏离值达7%的证券
300328,宜安科技,2019-07-12,0.0,772.56,涨幅偏离值达7%的证券
300274,阳光电源,2019-07-12,2382.39,0.0,涨幅偏离值达7%的证券
300244,迪安诊断,2019-07-12,0.0,878.18,涨幅偏离值达7%的证券
002669,康达新材,2019-07-12,0.0,3611.19,涨幅偏离值达7%的证券
000636,风华高科,2019-07-12,0.0,210.76,跌幅偏离值达7%的证券
603063,禾望电气,2019-07-12,0.0,1470.71,振幅值达15%的证券
603979,金诚信,2019-07-12,0.0,109.62,涨幅偏离值达7%的证券
300575,中旗股份,2019-07-12,526.21,161.19,跌幅偏离值达7%的证券
300453,三鑫医疗,2019-07-12,0.0,181.1,涨幅偏离值达7%的证券
300294,博雅生物,2019-07-11,1591.03,0.0,涨幅偏离值达7%的证券
000004,国农科技,2019-07-11,0.0,363.06,涨幅偏离值达7%的证券
601698,中国卫通,2019-07-11,0.0,44.78,连续三个交易日内，涨幅偏离值累计达20%的证券
601236,红塔证券,2019-07-11,0.0,21.34,连续三个交易日内，涨幅偏离值累计达20%的证券
603997,继峰股份,2019-07-11,209.18,0.0,振幅值达15%的证券
603060,国检集团,2019-07-11,435.81,0.0,跌幅偏离值达7%的证券
300788,中信出版,2019-07-11,0.0,14.62,连续三个交易日内，涨幅偏离值累计达20%的证券
300661,圣邦股份,2019-07-11,7479.08,6462.92,连续三个交易日内，涨幅偏离值累计达20%的证券
000975,银泰资源,2019-07-11,0.0,4101.19,涨幅偏离值达7%的证券
002860,星帅尔,2019-07-11,252.58,0.0,换手率达20%的证券
002653,海思科,2019-07-11,1281.87,481.6,涨幅偏离值达7%的证券
300761,立华股份,2019-07-10,0.0,8654.56,跌幅偏离值达7%的证券
300661,圣邦股份,2019-07-10,4277.39,5306.22,涨幅偏离值达7%的证券
300537,广信材料,2019-07-10,0.0,1013.6,涨幅偏离值达7%的证券
300532,今天国际,2019-07-10,0.0,520.21,振幅值达15%的证券
300162,雷曼光电,2019-07-10,0.0,136.63,涨幅偏离值达7%的证券
