code,name,bamount,bcount,samount,scount,net
300788,中信出版,17718.12,4,19.73,3,17698.39
300782,卓胜微,9157.43,4,1519.18,1,7638.25
300274,阳光电源,2382.39,1,0.0,0,2382.39
300294,博雅生物,1591.03,2,0.0,0,1591.03
300429,强力新材,999.78,1,0.0,0,999.78
002653,海思科,1281.87,2,481.6,1,800.27
300630,普利制药,1649.7,2,1008.72,1,640.98
603060,国检集团,435.81,1,0.0,0,435.81
000766,通化金马,431.31,1,10.85,0,420.46
300575,中旗股份,526.21,2,161.19,0,365.02
000423,东阿阿胶,362.35,1,0.0,0,362.35
300573,兴齐眼药,2439.12,2,2140.04,2,299.08
603997,继峰股份,209.18,1,0.0,0,209.18
002356,*ST赫美,152.11,1,0.0,0,152.11
300661,圣邦股份,11756.47,8,11769.14,8,-12.67
601698,中国卫通,0.0,0,44.78,3,-44.78
000813,德展健康,164.03,0,211.61,1,-47.57
002860,星帅尔,252.58,1,332.46,1,-79.88
603979,金诚信,0.0,0,109.62,1,-109.62
300162,雷曼光电,0.0,0,136.63,1,-136.63
601236,红塔证券,0.0,0,181.04,5,-181.04
300453,三鑫医疗,0.0,0,181.1,1,-181.1
000636,风华高科,0.0,0,210.76,1,-210.76
000004,国农科技,0.0,0,363.06,1,-363.06
603068,博通集成,3252.93,2,3619.11,3,-366.18
300219,鸿利智汇,0.0,0,405.33,1,-405.33
300633,开立医疗,1319.98,2,1807.56,2,-487.58
300532,今天国际,0.0,0,520.21,1,-520.21
300328,宜安科技,0.0,0,772.56,1,-772.56
002759,天际股份,0.0,0,793.53,1,-793.53
300244,迪安诊断,0.0,0,878.18,1,-878.18
300537,广信材料,0.0,0,1013.6,1,-1013.6
300010,立思辰,0.0,0,1045.0,1,-1045.0
603063,禾望电气,0.0,0,1470.71,1,-1470.71
300684,中石科技,0.0,0,2035.17,4,-2035.17
002124,天邦股份,0.0,0,2490.95,1,-2490.95
002366,台海核电,138.62,1,2850.61,2,-2711.99
002008,大族激光,3074.64,2,6666.47,3,-3591.83
002669,康达新材,0.0,0,3611.19,2,-3611.19
300725,药石科技,2309.18,3,5928.01,3,-3618.84
600298,安琪酵母,6183.02,1,9941.41,3,-3758.39
000975,银泰资源,0.0,0,4101.19,3,-4101.19
300253,卫宁健康,0.0,0,4397.97,3,-4397.97
002370,亚太药业,0.0,0,5205.2,2,-5205.2
300761,立华股份,0.0,0,8654.56,4,-8654.56
300349,金卡智能,0.0,0,9970.64,4,-9970.64
