Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
13.334145,27.61,Jackie Chan北京耀莱,1,2899,126346.20,105,43.58
29.341970,39.45,兰州中心空间站IMAX影城,2,2446,125004.78,62,51.11
19.467551,35.16,金逸北京大悦城IMAX店,3,1723,119382.58,49,69.29
17.274236,37.98,广州飞扬影城（正佳分店）,4,2393,118750.57,63,49.62
20.889218,30.05,首都电影院西单店,5,2374,117565.92,79,49.52
20.033641,26.47,北京寰映合生汇店,6,1588,114631.38,60,72.19
22.726434,37.91,UME影城（北京双井店）,7,2464,113663.39,65,46.13
21.595987,29.60,南京新街口国际影城,8,3108,107385.89,105,34.55
35.980937,45.30,首都电影院昌平店,9,2265,97453.45,50,43.03
18.105878,27.73,武商摩尔国际电影城,10,3023,96415.18,109,31.89
27.131226,42.68,中影国际影城珠海华发2店,11,2646,96196.68,62,36.36
13.434568,18.04,SFC上影影城（港汇恒隆永华店）,12,1389,93863.16,77,67.58
10.466314,19.66,CGV影城 青岛万象城店,13,1199,93364.71,61,77.87
15.769944,34.91,广州飞扬影城,14,1955,93333.78,56,47.74
23.872199,28.59,昆明万达影城同德广场店,15,2030,92465.34,71,45.55
14.314125,30.59,卢米埃北京长楹天街IMAX影城,16,1713,92051.34,56,53.74
17.723194,30.90,上海百丽宫影城（环贸iapm店）,17,1205,91777.84,39,76.16
13.133053,16.57,德纳国际影城杭州萧山店,18,1906,91639.39,115,48.08
13.304746,24.27,深圳市百老汇电影中心影城,19,1359,90649.74,56,66.70
11.816734,23.23,上海五角场万达广场店,20,1719,90324.20,74,52.54
18.512386,23.63,UME影城（北京安贞店）,21,1938,88511.43,82,45.67
15.258194,26.56,兰州城关万达广场店,22,1647,88036.53,62,53.45
18.442244,28.91,成都锦华万达广场店,23,1966,87757.93,68,44.64
9.441673,16.47,CGV影城 深圳壹方城店,24,1153,86918.21,70,75.38
19.137976,27.89,武汉汉街万达广场店,25,2036,86181.58,73,42.33
11.943823,23.86,金逸北京荟聚IMAX店,26,1646,85769.79,69,52.11
16.228376,27.70,广州白云万达广场店,27,1551,85593.40,56,55.19
15.682922,24.97,北京石景山万达广场店,28,1523,84594.30,61,55.54
18.361581,26.00,昆明西山万达广场店,29,1820,84194.11,70,46.26
10.913600,23.86,星美影商城北京金源IMAX店,30,1408,84155.68,59,59.77
12.072708,21.82,金逸上海龙之梦IMAX店,31,1418,82515.45,65,58.19
12.737178,29.21,金逸天津大悦城IMAX店,32,1840,82131.31,63,44.64
14.830604,29.18,南宁沃美影城,33,1751,82093.03,60,46.88
18.385996,32.60,厦门万达影城SM广场店,34,1532,81641.43,47,53.29
80.479825,87.86,茶陵县大千国际影城,35,1845,80965.00,21,43.88
10.348250,16.25,北京通州万达广场店,36,1251,80894.91,77,64.66
