code,name,bamount,bcount,samount,scount,net
600273,嘉化能源,3069.36,2,0.0,0,3069.36
300643,万通智控,2559.2,1,0.0,0,2559.2
000966,长源电力,1775.23,4,0.0,0,1775.23
000981,银亿股份,793.76,1,0.0,0,793.76
300735,光弘科技,352.31,1,0.0,0,352.31
603726,朗迪集团,173.34,1,0.0,0,173.34
600593,大连圣亚,41.62,1,0.0,0,41.62
000766,通化金马,34.21,1,0.0,0,34.21
300753,爱朋医疗,0.0,0,17.25,5,-17.25
300659,中孚信息,0.0,0,138.85,1,-138.85
300379,东方通,0.0,0,288.04,1,-288.04
300077,国民技术,0.0,0,298.85,1,-298.85
002090,金智科技,0.0,0,352.97,1,-352.97
000823,超声电子,0.0,0,418.02,1,-418.02
002514,宝馨科技,0.0,0,510.17,1,-510.17
300602,飞荣达,0.0,0,655.99,1,-655.99
300675,建科院,0.0,0,677.47,1,-677.47
603268,松发股份,0.0,0,746.98,2,-746.98
600267,海正药业,683.05,1,1611.44,2,-928.39
600695,绿庭投资,0.0,0,943.22,1,-943.22
002243,通产丽星,0.0,0,1085.03,1,-1085.03
000917,电广传媒,0.0,0,1780.11,2,-1780.11
601066,中信建投,0.0,0,1919.97,1,-1919.97
300197,铁汉生态,180.71,3,2178.3,7,-1997.6
002174,游族网络,3378.15,2,6428.23,2,-3050.08
002252,上海莱士,194.11,1,3371.69,3,-3177.58
600745,闻泰科技,5977.88,2,15030.06,2,-9052.18
300146,汤臣倍健,7232.8,3,29175.75,5,-21942.95
