code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000533,万家乐,-6.9444,2876.67,1696.02,1180.65,日跌幅偏离值达到7%的前五只证券,0.12,0.09,2018-12-24
000533,万家乐,-6.9444,6623.83,2547.71,4076.12,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.06,0.09,2018-12-24
000545,金浦钛业,-6.2323,3651.59,596.45,3055.15,日跌幅偏离值达到7%的前五只证券,0.13,0.65,2018-12-24
000586,汇源通信,9.9738,2497.85,1618.27,879.58,日涨幅偏离值达到7%的前五只证券,0.28,0.15,2018-12-24
000912,*ST天化,-5.0571,283.15,59.71,223.44,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.27,1.00,2018-12-24
000917,电广传媒,-6.2407,9520.86,3636.73,5884.13,日跌幅偏离值达到7%的前五只证券,0.08,0.12,2018-12-24
000979,中弘退,-4.1667,878.08,438.14,439.95,退市整理期,0.23,0.23,2018-12-24
002090,金智科技,-10,2441.54,796.64,1644.90,日跌幅偏离值达到7%的前五只证券,0.15,0.32,2018-12-24
002417,深南股份,-0.6205,6927.41,2692.40,4235.01,日振幅值达到15%的前五只证券,0.08,0.12,2018-12-24
002437,誉衡药业,-8.3591,3289.00,1161.63,2127.37,日跌幅偏离值达到7%的前五只证券,0.11,0.20,2018-12-24
002514,宝馨科技,-9.9406,9188.93,5130.00,4058.93,日跌幅偏离值达到7%的前五只证券,0.36,0.28,2018-12-24
002547,春兴精工,10,8803.35,5060.50,3742.85,日涨幅偏离值达到7%的前五只证券,0.08,0.06,2018-12-24
002556,辉隆股份,9.9576,5155.93,3166.64,1989.29,日涨幅偏离值达到7%的前五只证券,0.21,0.13,2018-12-24
002606,大连电瓷,-9.944,4890.81,1408.70,3482.11,日跌幅偏离值达到7%的前五只证券,0.04,0.11,2018-12-24
002656,摩登大道,-10.0119,27174.74,6444.68,20730.06,日跌幅偏离值达到7%的前五只证券,0.11,0.36,2018-12-24
002871,伟隆股份,9.9917,12913.68,8120.17,4793.51,日涨幅偏离值达到7%的前五只证券,0.26,0.15,2018-12-24
