code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000009,中国宝安,9.9602,19647.16,11276.06,8371.10,日涨幅偏离值达到7%的前五只证券,0.17,0.12,2018-11-16
000159,国际实业,7.5,5595.77,2677.11,2918.67,日振幅值达到15%的前五只证券,0.08,0.09,2018-11-16
000403,ST生化,4.9963,8719.50,4560.80,4158.70,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.39,0.36,2018-11-16
000533,万家乐,-9.9548,16525.17,2592.37,13932.80,日跌幅偏离值达到7%的前五只证券,0.05,0.25,2018-11-16
000533,万家乐,-9.9548,16525.17,2592.37,13932.80,日换手率达到20%的前五只证券,0.05,0.25,2018-11-16
000622,恒立实业,9.9685,15469.10,10581.04,4888.06,日涨幅偏离值达到7%的前五只证券,0.10,0.05,2018-11-16
000622,恒立实业,9.9685,15469.10,10581.04,4888.06,日换手率达到20%的前五只证券,0.10,0.05,2018-11-16
000851,高鸿股份,10.084,7467.06,3833.28,3633.78,日涨幅偏离值达到7%的前五只证券,0.11,0.10,2018-11-16
000931,中关村,9.949,14591.83,7559.24,7032.59,日涨幅偏离值达到7%的前五只证券,0.12,0.11,2018-11-16
000931,中关村,9.949,22084.99,11078.18,11006.80,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.10,0.10,2018-11-16
000935,四川双马,10.0182,10554.69,7719.02,2835.68,日涨幅偏离值达到7%的前五只证券,0.17,0.06,2018-11-16
000979,中弘退,-9.4595,165.44,55.37,110.07,退市整理期,0.36,0.71,2018-11-16
002072,凯瑞德,-2.5247,10157.50,3354.39,6803.11,日换手率达到20%的前五只证券,0.05,0.11,2018-11-16
002075,沙钢股份,-10.0062,3203.27,1474.21,1729.06,日跌幅偏离值达到7%的前五只证券,0.79,0.92,2018-11-16
002141,贤丰控股,10.0858,6625.50,4185.72,2439.78,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.07,2018-11-16
002308,威创股份,-10.0511,3560.94,390.30,3170.64,日跌幅偏离值达到7%的前五只证券,0.11,0.89,2018-11-16
002328,新朋股份,9.9533,10898.04,8543.43,2354.61,日涨幅偏离值达到7%的前五只证券,0.17,0.05,2018-11-16
002367,康力电梯,9.9662,6797.18,3588.81,3208.37,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.17,0.15,2018-11-16
002408,齐翔腾达,-9.0452,139757.10,36858.98,102898.12,日跌幅偏离值达到7%的前五只证券,0.15,0.42,2018-11-16
002485,希努尔,-9.0143,40356.22,10159.82,30196.39,日跌幅偏离值达到7%的前五只证券,0.11,0.32,2018-11-16
002584,西陇科学,9.9865,6661.17,3745.25,2915.92,日涨幅偏离值达到7%的前五只证券,0.07,0.06,2018-11-16
002619,艾格拉斯,10,6884.62,4494.73,2389.89,日涨幅偏离值达到7%的前五只证券,0.12,0.07,2018-11-16
002621,三垒股份,-8.6682,3454.27,1565.77,1888.51,日跌幅偏离值达到7%的前五只证券,0.25,0.31,2018-11-16
002655,共达电声,10.0413,5129.46,3254.96,1874.51,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.25,0.15,2018-11-16
002687,乔治白,10.0143,12838.00,5447.51,7390.49,日涨幅偏离值达到7%的前五只证券,0.15,0.20,2018-11-16
002708,光洋股份,10.0559,10464.68,4609.08,5855.60,日涨幅偏离值达到7%的前五只证券,0.09,0.12,2018-11-16
002856,美芝股份,9.9857,7742.96,6449.54,1293.42,日换手率达到20%的前五只证券,0.28,0.06,2018-11-16
002888,惠威科技,-4.3333,13269.91,4835.49,8434.42,日换手率达到20%的前五只证券,0.17,0.30,2018-11-16
002935,天奥电子,1.8337,6750.38,4099.46,2650.92,日换手率达到20%的前五只证券,0.10,0.06,2018-11-16
002940,昂利康,-0.0782,6169.58,2845.52,3324.06,日换手率达到20%的前五只证券,0.05,0.06,2018-11-16
300003,乐普医疗,-6.9182,40390.65,16253.89,24136.76,日跌幅偏离值达到7%的前五只证券,0.14,0.21,2018-11-16
300018,中元股份,9.9812,12887.61,7481.79,5405.82,日涨幅偏离值达到7%的前五只证券,0.19,0.14,2018-11-16
300018,中元股份,9.9812,13373.63,7498.31,5875.32,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.16,0.13,2018-11-16
300069,金利华电,-10.0137,11059.94,2742.87,8317.07,日跌幅偏离值达到7%的前五只证券,0.10,0.30,2018-11-16
300126,锐奇股份,10.0539,5084.86,3265.29,1819.56,日涨幅偏离值达到7%的前五只证券,0.25,0.14,2018-11-16
300181,佐力药业,10.0629,5511.79,3131.36,2380.43,日涨幅偏离值达到7%的前五只证券,0.38,0.29,2018-11-16
300181,佐力药业,10.0629,7095.52,4192.13,2903.39,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.24,0.17,2018-11-16
300236,上海新阳,6.2786,15934.80,8182.27,7752.53,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.07,0.07,2018-11-16
300283,温州宏丰,-4.3831,6112.17,2227.84,3884.34,日振幅值达到15%的前五只证券,0.08,0.15,2018-11-16
300543,朗科智能,9.9823,3502.42,2563.59,938.83,日涨幅偏离值达到7%的前五只证券,0.21,0.08,2018-11-16
300606,金太阳,10.0109,6517.27,2340.83,4176.44,日涨幅偏离值达到7%的前五只证券,0.12,0.21,2018-11-16
300644,南京聚隆,-0.4577,7263.68,2908.01,4355.67,日换手率达到20%的前五只证券,0.06,0.09,2018-11-16
300645,正元智慧,10.008,6603.16,3890.21,2712.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.64,0.44,2018-11-16
300670,大烨智能,-3.2967,9587.51,4488.10,5099.42,日换手率达到20%的前五只证券,0.07,0.08,2018-11-16
300730,科创信息,2.0666,6435.46,2884.80,3550.66,日换手率达到20%的前五只证券,0.05,0.07,2018-11-16
300748,金力永磁,-4.1695,4157.06,1818.84,2338.22,日换手率达到20%的前五只证券,0.05,0.06,2018-11-16
300751,迈为股份,-3.3473,9197.74,3457.20,5740.54,日换手率达到20%的前五只证券,0.06,0.10,2018-11-16
600053,九鼎投资,10.0087,18806.53,9117.85,9688.68,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.09,0.10,2018-11-16
600064,南京高科,9.966,19799.73,8934.16,10865.57,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.05,0.06,2018-11-16
600131,岷江水电,-10.0167,10993.27,7225.36,3767.91,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.27,0.14,2018-11-16
600226,瀚叶股份,10.1191,12254.23,5364.24,6889.98,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.08,0.10,2018-11-16
600316,洪都航空,10.01,12606.98,6768.04,5838.94,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.14,0.12,2018-11-16
600366,宁波韵升,10.0885,10450.02,6986.96,3463.07,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.18,0.09,2018-11-16
600624,复旦复华,10,30778.11,17483.11,13295.00,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.07,0.05,2018-11-16
600635,大众公用,10.0394,47257.64,30453.44,16804.19,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.10,0.06,2018-11-16
600843,上工申贝,10.0551,3163.68,1984.93,1178.76,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.33,0.20,2018-11-16
600895,张江高科,9.994,61966.41,26568.06,35398.36,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.06,0.07,2018-11-16
600986,科达股份,8.5661,13252.20,8296.70,4955.49,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.18,0.11,2018-11-16
601319,N人保,44.012,1058.60,900.21,158.39,无价格涨跌幅限制的证券,1.00,0.18,2018-11-16
601319,N人保,44.012,1058.60,900.21,158.39,当日无价格涨跌幅限制的A股，出现异常波动停牌的,1.00,0.18,2018-11-16
603389,亚振家居,-3.8306,5604.05,2592.30,3011.75,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.06,2018-11-16
603499,翔港科技,-4.7794,9274.25,1636.35,7637.91,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.26,2018-11-16
603706,东方环宇,-1.959,9487.88,2133.63,7354.25,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.04,0.14,2018-11-16
900924,上工Ｂ股,10.0601,241.02,181.25,59.77,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.68,0.22,2018-11-16
900928,临港B股,8.4497,110.65,57.82,52.83,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.22,0.20,2018-11-16
900933,华新Ｂ股,-7.2813,381.22,183.35,197.87,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.22,0.23,2018-11-16
