code,name,p_change,price,change,open,high,low,preprice,pe,volratio,turnover,range,volume,selling,buying,amount,totals,industry,area,floats,fvalues,abvalues,avgprice,strength,activity,avgturnover,attack,interval3,interval6
601319,N人保,44.01,4.81,1.47,4.01,4.81,4.01,3.34,13.17,0.0,0.19,23.95,18788.0,16517.0,2270.0,9014148.0,442.24,保险,北京,10.11,48.64,1707.44,4.8,43.6,867.0,0.0002,19.95,19.95,19.95
002288,超华科技,10.15,3.58,0.33,3.29,3.58,3.25,3.25,61.47,1.76,5.81,10.15,464727.0,215118.0,249608.0,158550400.0,9.32,元器件,广东,8.0,28.65,33.35,3.41,9.4,2587.0,0.0022,10.15,-12.9,-37.3
002164,宁波东力,10.15,3.58,0.33,3.26,3.58,3.2,3.25,0.0,1.76,7.9,11.69,347749.0,203566.0,144182.0,120527136.0,6.99,电气设备,浙江,4.4,15.75,25.04,3.47,9.4,1661.0,0.0048,11.88,-8.44,-50.89
600226,瀚叶股份,10.12,3.7,0.34,3.39,3.7,3.32,3.36,40.89,1.23,10.13,11.31,2018698.0,974026.0,1044672.0,697255552.0,31.39,农药化肥,浙江,19.93,73.74,116.13,3.45,9.71,4360.0,0.0023,11.45,-18.86,-18.86
000068,华控赛格,10.12,4.68,0.43,4.59,4.68,4.45,4.25,0.0,1.74,4.32,5.41,435235.0,242660.0,192575.0,201530912.0,10.07,元器件,深圳,10.07,47.11,47.11,4.63,9.37,649.0,0.0067,5.17,48.57,7.59
002045,国光电器,10.1,5.78,0.53,5.27,5.78,5.27,5.25,0.0,1.54,7.45,9.71,309512.0,152920.0,156591.0,171975360.0,4.68,元器件,广东,4.16,24.03,27.07,5.56,9.34,1699.0,0.0044,9.68,0.7,-42.54
000971,高升控股,10.09,4.8,0.44,4.45,4.8,4.3,4.36,174.5,1.49,9.99,11.47,591199.0,308751.0,282447.0,267508672.0,10.88,互联网,湖北,5.92,28.42,52.25,4.52,9.34,3039.0,0.0033,11.63,-15.49,-15.79
600366,宁波韵升,10.09,6.22,0.57,5.65,6.22,5.56,5.65,71.66,3.37,6.58,11.68,650614.0,325788.0,324826.0,394914720.0,10.03,电器仪表,浙江,9.88,61.47,62.36,6.07,9.68,3526.0,0.0019,11.87,11.07,-22.92
002141,贤丰控股,10.09,5.13,0.47,5.13,5.13,5.13,4.66,573.24,0.07,0.49,0.0,30948.0,28518.0,2430.0,15876375.0,11.35,元器件,广东,6.37,32.66,58.21,5.13,9.33,467.0,0.001,0.0,11.52,-17.39
000851,高鸿股份,10.08,5.24,0.48,4.77,5.24,4.63,4.76,99.82,1.88,8.49,12.82,709444.0,312474.0,396969.0,351196608.0,9.08,软件服务,贵州,8.35,43.76,47.56,4.95,9.33,3706.0,0.0023,13.17,11.97,-11.64
300171,东富龙,10.07,7.43,0.68,7.43,7.43,7.43,6.75,53.26,0.58,0.47,0.0,15608.0,13275.0,2332.0,11596670.0,6.28,医疗保健,上海,3.34,24.79,46.69,7.43,9.32,273.0,0.0017,0.0,10.4,-9.06
002492,恒基达鑫,10.07,6.12,0.56,5.69,6.12,5.65,5.56,35.76,1.18,5.55,8.45,220874.0,118653.0,102221.0,130083672.0,4.05,仓储物流,广东,3.98,24.37,24.79,5.89,9.32,1748.0,0.0032,8.32,-3.62,-22.73
300181,佐力药业,10.06,5.25,0.48,5.25,5.25,5.1,4.77,93.24,2.1,3.37,3.14,157351.0,132258.0,25093.0,82587648.0,6.09,中成药,浙江,4.67,24.53,31.95,5.25,9.31,681.0,0.0049,2.94,9.15,-24.57
002721,金一文化,10.06,7.0,0.64,6.37,7.0,6.29,6.36,416.13,2.33,8.79,11.16,478780.0,277280.0,201500.0,322059328.0,8.35,服饰,北京,5.45,38.13,58.43,6.73,9.31,3109.0,0.0028,11.29,-7.04,-50.07
002417,深南股份,10.06,9.41,0.86,8.38,9.41,8.3,8.55,0.0,1.13,9.65,12.98,215141.0,101857.0,113284.0,188157488.0,2.7,通信设备,江苏,2.23,20.99,25.41,8.75,9.31,3167.0,0.003,13.37,6.45,-16.13
002708,光洋股份,10.06,9.85,0.9,9.24,9.85,9.05,8.95,155.64,3.39,21.7,8.94,521194.0,255516.0,265678.0,494532896.0,4.69,汽车配件,江苏,2.4,23.66,46.18,9.49,9.3,2044.0,0.0106,8.84,99.8,71.6
600843,上工申贝,10.06,7.99,0.73,7.33,7.99,7.3,7.26,24.35,2.81,2.52,9.5,76770.0,45144.0,31626.0,59683836.0,5.49,纺织机械,上海,3.05,24.34,43.83,7.77,9.65,1091.0,0.0023,9.45,-2.56,-24.91
002453,华软科技,10.05,6.02,0.55,5.95,6.02,5.95,5.47,114.07,0.63,1.39,1.28,77383.0,63269.0,14113.0,46514912.0,5.71,化工原料,江苏,5.55,33.39,34.39,6.01,9.3,567.0,0.0025,1.18,9.85,-7.24
000524,岭南控股,10.05,8.1,0.74,7.37,8.1,7.34,7.36,25.13,4.34,1.49,10.33,40627.0,15468.0,25159.0,31765588.0,6.7,酒店餐饮,广东,2.72,22.06,54.29,7.82,9.3,1338.0,0.0011,10.35,-3.11,-20.04
300126,锐奇股份,10.05,6.13,0.56,5.48,6.13,5.39,5.57,0.0,0.96,10.74,13.29,226339.0,94311.0,132027.0,130457632.0,3.04,轻工机械,上海,2.11,12.91,18.63,5.76,9.3,1943.0,0.0055,13.73,23.09,4.97
