code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.41,2669.7799,2668.1704,2679.1097,2695.5689,2657.0341,242198849,2049.836
000002,Ａ股指数,0.41,2795.7162,2794.0302,2805.4281,2822.6715,2782.3071,241444417,2045.513
000003,Ｂ股指数,1.08,284.6326,284.4805,287.5579,289.604,284.0574,754431,4.323
000008,综合指数,0.3,2571.5323,2571.3844,2579.2151,2601.6265,2558.922,59447481,527.7523
000009,上证380,0.9,4193.7096,4188.6025,4226.1853,4249.3565,4184.1932,59037502,480.0611
000010,上证180,0.32,7277.4398,7277.0732,7300.5575,7357.7692,7236.5182,76764184,772.0754
000011,基金指数,0.23,5693.8865,5690.3168,5703.4087,5725.4319,5678.3018,57132000,367.5376
000012,国债指数,0.05,168.2099,168.1932,168.2768,168.2773,168.2054,275463,2.6266
000016,上证50,0.09,2458.4768,2459.1411,2461.4445,2482.4414,2443.1173,31500583,391.4512
000017,新综指,0.41,2254.1161,2252.7551,2261.9469,2275.8499,2243.2996,241406972,2045.087
000300,沪深300,0.47,3242.879,3242.3715,3257.6735,3282.39,3223.7215,126876835,1353.798
000905,中证500,0.85,4625.0038,4619.8141,4659.0965,4691.5609,4609.8319,110671824,823.8107
399001,深证成指,0.75,8003.472,8002.095,8062.29,8116.727,7959.141,31772757548,2708.9293
399002,深成指R,0.75,9674.328000000001,9672.664,9745.426,9811.228000000001,9620.742,13774575395,1283.7265
399003,成份Ｂ指,0.87,4768.661,4756.346,4797.792,4813.326,4754.249,10911929,0.7556
399004,深证100R,0.86,4163.474,4160.649,4196.521,4227.684,4137.47,4733644252,581.3487
399005,中小板指,0.86,5296.946999999999,5300.039000000001,5345.529,5382.125,5276.182,3351197512,373.9514
399006,创业板指,-0.14,1406.727,1405.2479999999998,1403.283,1415.3829999999998,1390.8110000000001,1858064081,251.627
399008,中小300,0.82,1036.625,1037.594,1046.141,1051.954,1033.075,7972515312,679.3437
399100,新 指 数,0.84,6331.755999999999,6328.311,6381.765,6417.905,6304.05,30934168250,2679.0284
399101,中小板综,0.91,8141.236999999999,8144.9,8219.098,8257.913,8121.380999999999,14343447446,1191.6069
399106,深证综指,0.84,1399.521,1398.396,1410.181,1418.243,1393.203,31772757548,2708.9293
399107,深证Ａ指,0.84,1463.4070000000002,1462.233,1474.557,1483.011,1456.774,31740880276,2707.6305
399108,深证Ｂ指,0.81,906.2139999999999,905.045,912.4119999999999,913.85,904.8919999999999,31877272,1.2988
399333,中小板R,0.86,5889.473000000001,5892.911999999999,5943.4890000000005,5984.179,5866.385,3351197512,373.9514
399606,创业板R,-0.14,1473.612,1472.0620000000001,1470.004,1482.6789999999999,1456.9389999999999,1858064081,251.627
