code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000007,全新好,6.8685,5595.43,2973.94,2621.49,日涨幅偏离值达到7%的前五只证券,0.07,0.06,2018-12-18
000068,华控赛格,10.0939,9318.34,4929.52,4388.82,日涨幅偏离值达到7%的前五只证券,0.12,0.11,2018-12-18
000610,西安旅游,9.9707,3593.01,2818.93,774.08,日涨幅偏离值达到7%的前五只证券,0.29,0.08,2018-12-18
000966,长源电力,6.8862,3031.04,2041.79,989.25,日涨幅偏离值达到7%的前五只证券,0.15,0.07,2018-12-18
000979,中弘退,-7.6923,2063.22,739.32,1323.90,退市整理期,0.20,0.36,2018-12-18
000981,银亿股份,10.089,9461.36,4883.15,4578.21,日涨幅偏离值达到7%的前五只证券,0.25,0.24,2018-12-18
002213,特尔佳,-8.9029,3883.85,2421.93,1461.91,日跌幅偏离值达到7%的前五只证券,0.09,0.06,2018-12-18
002243,通产丽星,4.9914,21072.94,13753.74,7319.20,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.13,0.07,2018-12-18
002252,上海莱士,-9.9572,1242.49,168.03,1074.46,日跌幅偏离值达到7%的前五只证券,0.16,1.00,2018-12-18
002252,上海莱士,-9.9572,5837.50,1282.96,4554.54,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.26,0.92,2018-12-18
002346,柘中股份,9.9918,3977.04,2191.10,1785.94,日涨幅偏离值达到7%的前五只证券,0.09,0.07,2018-12-18
002346,柘中股份,9.9918,5432.76,3163.34,2269.42,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.06,2018-12-18
002451,摩恩电气,-9.9733,7706.25,2651.17,5055.07,日振幅值达到15%的前五只证券,0.04,0.07,2018-12-18
002451,摩恩电气,-9.9733,7706.25,2651.17,5055.07,日跌幅偏离值达到7%的前五只证券,0.04,0.07,2018-12-18
002512,达华智能,10,7184.78,3436.33,3748.45,日涨幅偏离值达到7%的前五只证券,0.11,0.12,2018-12-18
002560,通达股份,10.0213,2179.03,1800.12,378.91,日涨幅偏离值达到7%的前五只证券,0.35,0.07,2018-12-18
002721,金一文化,10.0707,4269.58,2645.86,1623.73,日涨幅偏离值达到7%的前五只证券,0.13,0.08,2018-12-18
002761,多喜爱,-9.8971,27970.77,2983.99,24986.78,日跌幅偏离值达到7%的前五只证券,0.07,0.60,2018-12-18
002862,实丰文化,2.0483,6876.78,2756.21,4120.57,日换手率达到20%的前五只证券,0.13,0.19,2018-12-18
002927,泰永长征,10.0128,4872.48,2888.63,1983.84,日涨幅偏离值达到7%的前五只证券,0.13,0.09,2018-12-18
002927,泰永长征,10.0128,4872.48,2888.63,1983.84,日换手率达到20%的前五只证券,0.13,0.09,2018-12-18
002941,新疆交建,-4.4244,5147.41,2349.97,2797.44,日换手率达到20%的前五只证券,0.05,0.06,2018-12-18
002942,新农股份,0.159,4467.67,2002.65,2465.02,日换手率达到20%的前五只证券,0.07,0.09,2018-12-18
002943,宇晶股份,-9.1748,5002.07,2829.12,2172.95,日跌幅偏离值达到7%的前五只证券,0.07,0.06,2018-12-18
002943,宇晶股份,-9.1748,5002.07,2829.12,2172.95,日换手率达到20%的前五只证券,0.07,0.06,2018-12-18
300140,中环装备,9.9896,8157.23,5301.83,2855.40,日涨幅偏离值达到7%的前五只证券,0.20,0.11,2018-12-18
300140,中环装备,9.9896,10966.62,8072.01,2894.61,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.21,0.07,2018-12-18
300152,科融环境,-9.1954,5273.24,1950.98,3322.26,日跌幅偏离值达到7%的前五只证券,0.06,0.10,2018-12-18
300153,科泰电源,10.0244,8401.05,5313.55,3087.50,日涨幅偏离值达到7%的前五只证券,0.15,0.09,2018-12-18
300153,科泰电源,10.0244,9751.99,6426.11,3325.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.07,2018-12-18
300165,天瑞仪器,10.0939,3980.52,2351.28,1629.24,日涨幅偏离值达到7%的前五只证券,0.35,0.24,2018-12-18
300535,达威股份,10.0077,7699.07,4422.37,3276.70,日涨幅偏离值达到7%的前五只证券,0.36,0.26,2018-12-18
300589,江龙船艇,9.9634,3432.20,2747.81,684.38,日涨幅偏离值达到7%的前五只证券,0.34,0.08,2018-12-18
300643,万通智控,-0.4921,8780.39,3714.52,5065.87,日换手率达到20%的前五只证券,0.14,0.18,2018-12-18
300651,金陵体育,-5.6195,4778.17,1515.89,3262.28,日振幅值达到15%的前五只证券,0.18,0.39,2018-12-18
