broker,count,bamount,bcount,samount,scount,top3
国盛证券有限责任公司合肥翠微路证券营业部,2,2607.26,2,0.0,0,"全新好,长城动漫"
财通证券股份有限公司杭州体育馆证券营业部,19,8039.81,11,5261.44,8,"深纺织A,雅运股份,亚士创能,"
华鑫证券有限责任公司宁波沧海路证券营业部,2,588.98,2,0.0,0,"新大洲A,西菱动力"
国盛证券有限责任公司黄山洽阳路证券营业部,2,1838.77,2,0.0,0,"全新好,长城动漫"
长江证券股份有限公司海南分公司,4,1398.53,2,1473.1,2,"汉嘉设计,深纺织A"
中信证券股份有限公司北京远大路证券营业部,2,370.56,1,687.98,1,"新大洲A,顶固集创"
国泰君安证券股份有限公司上海福山路证券营业部,5,3683.74,4,1152.07,1,"高斯贝尔,全新好,富瑞特装,"
东吴证券股份有限公司苏州西北街证券营业部,4,1412.83,3,294.0,1,"深纺织A,汉嘉设计,和顺电气"
国融证券股份有限公司呼和浩特如意西街证券营业部,1,370.0,1,0.0,0,新大洲A
东方证券股份有限公司上海浦东新区春晓路证券营业部,7,3767.45,5,1553.76,2,"高斯贝尔,新开源,达华智能,"
万联证券股份有限公司江门万达广场证券营业部,2,1162.27,2,0.0,0,"华星创业,深纺织A"
中国中投证券有限责任公司杭州环球中心证券营业部,12,6746.18,8,4303.89,4,"新疆交建,汉嘉设计,奥瑞德,"
东莞证券股份有限公司四川分公司,21,5282.52,14,3441.87,7,"万通智控,泰永长征,全新好,"
西藏东方财富证券股份有限公司上海陆家嘴浦东南路证券营业部,1,355.02,1,0.0,0,深纺织A
中国银河证券股份有限公司绍兴证券营业部,10,6320.8,7,2297.98,3,"盛达矿业,福达合金,新农股份,"
平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,38,7134.35,19,8672.83,19,"摩恩电气,全新好,雪莱特,"
东方证券股份有限公司上海浦东新区牡丹路证券营业部,1,0.0,0,141.76,1,新大洲A
中银国际证券股份有限公司成都人民中路证券营业部,1,0.0,0,337.59,1,全新好
招商证券股份有限公司武汉中北路证券营业部,4,261.61,1,570.99,3,"锋龙股份,深纺织A,ST慧球"
东方证券股份有限公司上海浦东新区南门大街证券营业部,2,0.0,0,104.86,2,"隆利科技,新大洲A"
招商证券股份有限公司深圳后海证券营业部,15,1652.38,4,6940.42,11,"全新好,浔兴股份,达华智能,"
安信证券股份有限公司肇庆信安五路证券营业部,2,0.0,0,310.37,2,"深纺织A,西菱动力"
上海证券有限责任公司温州月乐西街证券营业部,1,0.0,0,84.44,1,新大洲A
中泰证券股份有限公司慈溪天九街证券营业部,5,6468.46,3,887.07,2,"中环装备,国恩股份,达威股份,"
华安证券股份有限公司温州汤家桥路证券营业部,1,0.0,0,75.39,1,新大洲A
安信证券股份有限公司深圳宝安海秀路证券营业部,1,0.0,0,246.59,1,深纺织A
平安证券股份有限公司珠海园林路证券营业部,3,599.58,1,501.34,2,全新好
东方证券股份有限公司上海浦东新区源深路证券营业部,2,0.0,0,998.91,2,新大洲A
中国中投证券有限责任公司无锡清扬路证券营业部,31,19815.73,20,10187.94,11,"科泰电源,新大洲A,汉嘉设计,"
中国银河证券股份有限公司杭州庆春路证券营业部,2,1661.25,2,0.0,0,"盛达矿业,皖通科技"
新时代证券股份有限公司北京朝外大街证券营业部,2,705.65,1,558.85,1,"欢瑞世纪,金一文化"
国泰君安证券股份有限公司广州黄埔大道证券营业部,1,789.1,1,0.0,0,盛达矿业
中国银河证券股份有限公司厦门嘉禾路证券营业部,3,680.05,3,0.0,0,"新莱应材,日出东方,欢瑞世纪"
华泰证券股份有限公司成都蜀金路证券营业部,5,991.61,2,1256.58,3,"万通智控,奥联电子,高斯贝尔,"
招商证券股份有限公司深圳益田路免税商务大厦证券营业部,5,14.73,1,1239.22,4,"华控赛格,上海莱士,欢瑞世纪,"
上海证券有限责任公司北京和平里北街证券营业部,1,0.0,0,403.21,1,盛达矿业
兴业证券股份有限公司长汀营背街证券营业部,2,0.0,0,744.66,2,"优博讯,欢瑞世纪"
光大证券股份有限公司苏州苏惠路证券营业部,1,0.0,0,374.42,1,盛达矿业
中信建投证券股份有限公司株洲建设中路证券营业部,2,0.0,0,486.71,2,"万通智控,欢瑞世纪"
安信证券股份有限公司阳江安宁路证券营业部,1,0.0,0,322.96,1,盛达矿业
华西证券股份有限公司重庆中山三路证券营业部,1,0.0,0,147.41,1,欢瑞世纪
中信证券股份有限公司天津分公司,5,0.0,0,1599.11,5,"铭普光磁,科泰电源,盛达矿业,"
中信证券股份有限公司浦江恒昌财富广场证券营业部,1,0.0,0,145.63,1,欢瑞世纪
华泰证券股份有限公司杭州求是路证券营业部,7,1225.36,5,214.92,2,中弘退
华泰证券股份有限公司湖南分公司,14,5851.44,7,6735.57,7,"新农股份,东信和平,山东路桥,"
东莞证券股份有限公司东莞横沥中山路证券营业部,6,8797.75,4,2665.32,2,"乐视网,银亿股份,东信和平,"
广发证券股份有限公司潮州潮枫路证券营业部,7,682.31,3,942.49,4,中弘退
湘财证券股份有限公司台州祥和路证券营业部,16,5034.98,8,4491.02,8,"剑桥科技,顶固集创,东信和平,"
国泰君安证券股份有限公司上海分公司,5,1929.55,3,1297.49,2,"山东路桥,摩恩电气,东信和平"
中国民族证券有限责任公司宁波中山西路证券营业部,3,228.84,2,248.56,1,"继峰股份,中弘退"
华泰证券股份有限公司上海静安区威海路证券营业部,3,1038.29,2,483.21,1,东信和平
华泰证券股份有限公司南京中华路证券营业部,2,482.81,1,332.98,1,"东信和平,朗源股份"
中国中投证券有限责任公司宁波江东北路证券营业部,7,274.74,4,209.09,3,中弘退
国信证券股份有限公司广州东风中路证券营业部,3,170.46,2,188.36,1,中弘退
中信建投证券股份有限公司北京北辰西路证券营业部,1,0.0,0,477.45,1,东信和平
华福证券有限责任公司泉州丰泽街证券营业部,3,357.28,1,662.74,2,"冀凯股份,*ST凯迪,中弘退"
