code,name,count,bamount,samount,net,bcount,scount
002411,延安必康,3,100694.7,85862.1,14832.6,14,14
603444,吉比特,1,15821.75,2928.51,12893.24,2,5
600776,东方通信,2,19562.88,11778.33,7784.55,9,9
000007,全新好,3,12980.82,5223.65,7757.17,13,11
300104,乐视网,1,10033.55,2937.75,7095.79,5,5
300063,天龙集团,2,10332.73,4756.47,5576.26,10,10
002941,新疆交建,4,17325.93,11895.68,5430.25,14,15
000503,国新健康,1,13778.94,8614.86,5164.08,5,5
000603,盛达矿业,1,6447.07,1964.02,4483.05,4,5
300274,阳光电源,1,9941.03,5781.67,4159.37,3,5
600165,新日恒力,1,6901.87,2744.66,4157.22,5,5
002606,大连电瓷,1,5951.31,1854.23,4097.08,5,5
002427,*ST尤夫,1,9830.07,5761.35,4068.72,5,5
600735,新华锦,2,11775.18,8671.81,3103.36,12,11
002666,德联集团,1,3928.82,898.24,3030.58,5,5
603520,司太立,1,4828.79,1830.4,2998.39,5,5
300356,光一科技,3,15305.07,12421.6,2883.47,14,15
000669,金鸿控股,1,4827.41,1981.1,2846.3,5,5
000035,中国天楹,1,4842.27,2007.17,2835.1,5,5
300175,朗源股份,3,13357.18,10541.24,2815.95,15,16
000045,深纺织A,1,4491.7,1748.04,2743.66,5,5
603711,香飘飘,1,4083.85,1352.95,2730.91,2,5
300752,隆利科技,4,2819.95,111.98,2707.97,10,20
002017,东信和平,3,11177.48,8483.63,2693.85,15,12
002218,拓日新能,1,3688.16,1145.51,2542.65,5,5
300084,海默科技,1,5157.99,2648.83,2509.16,5,5
002181,粤传媒,1,4461.37,1972.59,2488.78,5,5
002075,沙钢股份,1,9309.95,6909.67,2400.28,5,5
300256,星星科技,1,4381.61,1990.6,2391.01,5,5
600818,中路股份,1,3238.22,937.01,2301.21,5,5
603196,日播时尚,4,21652.43,19411.39,2241.03,12,18
002943,宇晶股份,5,16101.82,13922.33,2179.48,21,20
603187,海容冷链,5,13179.26,11005.98,2173.28,16,26
300071,华谊嘉信,2,9971.26,7810.41,2160.85,10,10
000020,深华发A,1,3040.11,884.84,2155.28,5,5
000917,电广传媒,1,11084.89,9109.68,1975.21,5,5
600520,文一科技,1,2511.82,582.24,1929.58,5,5
000572,海马汽车,1,3258.0,1339.84,1918.15,5,5
002098,浔兴股份,3,20591.69,18755.3,1836.39,12,14
300272,开能健康,1,3021.13,1313.32,1707.81,5,5
300050,世纪鼎利,3,27132.94,25450.08,1682.86,13,14
000605,渤海股份,1,3200.74,1594.51,1606.23,5,5
300117,嘉寓股份,1,2563.5,999.81,1563.7,5,5
002768,国恩股份,1,7030.22,5498.08,1532.15,5,2
000530,大冷股份,1,2962.44,1433.59,1528.86,5,5
002502,骅威文化,1,4692.77,3266.75,1426.02,5,5
300025,华星创业,1,2981.02,1595.91,1385.11,5,5
000976,华铁股份,1,5099.4,3718.51,1380.89,4,5
300407,凯发电气,1,2899.44,1536.77,1362.67,5,5
002256,兆新股份,1,2091.71,729.23,1362.48,5,5
603976,正川股份,1,7132.68,5771.07,1361.62,5,5
600860,京城股份,2,3031.53,1726.58,1304.95,10,10
300141,和顺电气,2,4017.62,2720.41,1297.21,7,7
300655,晶瑞股份,1,1688.86,468.39,1220.47,5,5
002046,轴研科技,1,2842.0,1667.41,1174.58,5,5
000554,泰山石油,1,3090.3,2007.16,1083.14,5,5
603717,天域生态,1,1537.03,462.68,1074.35,5,5
600831,广电网络,1,3666.01,2712.26,953.74,5,5
600243,青海华鼎,1,1657.96,746.53,911.43,5,5
002942,新农股份,3,946.03,44.17,901.86,10,13
002715,登云股份,1,5015.04,4217.42,797.62,5,5
002708,光洋股份,3,15530.88,14746.22,784.65,12,13
300302,同有科技,3,13518.33,12764.07,754.26,15,15
300644,南京聚隆,3,4656.13,3957.59,698.54,13,13
002848,高斯贝尔,3,19430.67,18804.6,626.07,14,14
002184,海得控制,1,1968.81,1380.12,588.69,5,5
002243,通产丽星,1,889.74,308.03,581.71,2,2
603220,贝通信,6,20633.53,20108.1,525.44,22,23
000892,欢瑞世纪,1,2115.45,1614.58,500.86,4,5
300242,佳云科技,3,22371.31,21883.95,487.36,13,14
000985,大庆华科,1,1417.07,938.02,479.06,5,4
300171,东富龙,1,2055.3,1608.54,446.76,5,5
002220,天宝食品,1,2973.37,2534.8,438.57,5,5
000622,恒立实业,2,12104.34,11701.8,402.54,9,10
000571,新大洲A,3,14069.77,13690.8,378.97,14,14
300392,腾信股份,1,4826.42,4493.1,333.32,5,5
600152,维科技术,1,3056.76,2770.82,285.94,5,5
603787,新日股份,1,941.15,690.74,250.41,5,5
000979,中弘退,6,5297.57,5105.64,191.93,20,23
603101,汇嘉时代,1,4283.84,4102.83,181.01,5,5
600775,南京熊猫,1,3701.27,3530.17,171.1,5,5
600556,ST慧球,2,323.59,190.77,132.82,8,9
600281,太化股份,1,853.5,891.77,-38.27,5,5
000652,泰达股份,1,4411.43,4465.47,-54.03,5,5
603110,东方材料,1,721.93,791.48,-69.55,5,5
002282,博深工具,1,764.04,837.06,-73.02,5,5
600774,汉商集团,1,795.0,897.6,-102.6,5,5
000662,天夏智慧,1,699.04,820.34,-121.3,5,5
002188,*ST巴士,1,719.83,958.63,-238.8,5,5
600082,海泰发展,1,1426.38,1716.66,-290.27,5,5
000796,凯撒旅游,1,1195.01,1487.81,-292.8,5,5
603366,日出东方,2,4831.66,5130.76,-299.1,10,10
603527,众源新材,1,1647.83,1959.94,-312.11,5,5
000607,华媒控股,1,9657.35,9996.57,-339.22,9,8
002231,奥维通信,1,6124.91,6475.55,-350.64,5,5
002147,ST新光,1,191.42,542.94,-351.51,5,5
603596,伯特利,1,1433.42,1918.49,-485.07,5,5
300670,大烨智能,2,3644.38,4132.6,-488.22,9,9
002305,南国置业,1,4654.28,5378.87,-724.59,6,8
603389,亚振家居,1,1577.35,2413.5,-836.15,5,5
600462,九有股份,1,6223.13,7095.22,-872.1,5,5
000610,西安旅游,1,1673.14,2551.26,-878.12,5,5
600783,鲁信创投,1,2331.55,3215.51,-883.96,5,5
002699,美盛文化,1,4518.95,5465.36,-946.41,5,5
300362,天翔环境,2,10273.6,11244.29,-970.7,10,6
000532,华金资本,1,2649.87,3645.12,-995.25,5,5
002803,吉宏股份,1,650.28,1717.26,-1066.98,5,5
002902,铭普光磁,1,10225.5,11553.4,-1327.9,8,8
002897,意华股份,2,5349.84,6708.42,-1358.58,10,10
300634,彩讯股份,1,1626.21,2994.18,-1367.97,5,5
000739,普洛药业,1,2206.87,3583.8,-1376.93,5,5
002451,摩恩电气,3,11801.66,13193.12,-1391.46,13,13
002592,八菱科技,1,9198.81,10596.76,-1397.95,8,7
600303,曙光股份,1,363.26,1783.27,-1420.01,5,5
300529,健帆生物,1,3139.74,4612.85,-1473.11,4,2
002054,德美化工,1,1312.5,2812.11,-1499.62,5,5
300630,普利制药,1,2206.37,3756.69,-1550.32,2,2
002252,上海莱士,3,6206.43,7838.67,-1632.23,9,6
000068,华控赛格,1,864.74,2564.09,-1699.35,5,5
000722,湖南发展,2,3706.97,5534.95,-1827.97,8,10
002653,海思科,1,999.14,2989.11,-1989.97,5,4
000806,银河生物,1,2795.2,4785.9,-1990.7,5,5
601811,新华文轩,2,7613.53,9671.47,-2057.93,11,10
300144,宋城演艺,1,8230.7,10301.27,-2070.57,4,2
000735,罗牛山,1,14050.25,16134.21,-2083.96,5,5
002865,钧达股份,2,3612.33,5847.63,-2235.29,8,8
300698,万马科技,3,3070.72,5316.86,-2246.15,14,15
600157,永泰能源,1,854.52,3112.42,-2257.9,5,4
002288,超华科技,4,44034.61,46349.76,-2315.15,15,16
300181,佐力药业,1,1727.45,4074.29,-2346.84,5,5
002625,光启技术,1,1171.67,3880.98,-2709.31,5,5
000939,*ST凯迪,1,3650.01,6360.14,-2710.13,5,5
002895,川恒股份,1,1373.75,4135.83,-2762.08,5,5
002518,科士达,1,4440.08,7222.66,-2782.57,5,5
300694,蠡湖股份,1,1612.86,4395.82,-2782.96,5,5
002719,麦趣尔,3,11531.48,14478.42,-2946.94,14,15
002089,新海宜,4,35954.81,38908.76,-2953.95,18,21
300100,双林股份,2,5714.28,8707.74,-2993.46,10,9
300428,四通新材,2,9620.38,12668.06,-3047.68,11,11
002103,广博股份,2,17643.81,21026.62,-3382.81,11,14
300674,宇信科技,6,27725.11,31113.75,-3388.64,18,20
300319,麦捷科技,1,3237.41,6643.29,-3405.88,5,4
002010,传化智联,1,1700.12,5929.91,-4229.8,5,4
300213,佳讯飞鸿,2,11434.04,15731.93,-4297.88,10,7
300643,万通智控,2,11047.14,15428.24,-4381.1,12,10
002856,美芝股份,6,40699.89,45144.58,-4444.69,15,15
600781,辅仁药业,1,2129.68,6617.24,-4487.56,5,5
603658,安图生物,1,3319.24,8044.66,-4725.42,4,2
300210,森远股份,4,10527.13,15323.86,-4796.73,20,16
600745,闻泰科技,1,11585.93,16458.64,-4872.71,4,4
002836,新宏泽,1,2219.77,7151.04,-4931.27,5,5
603726,朗迪集团,4,18171.83,23139.87,-4968.04,22,23
600521,华海药业,1,5010.77,10280.17,-5269.4,5,5
300597,吉大通信,2,4837.84,10479.77,-5641.93,10,10
002020,京新药业,1,2895.17,8870.45,-5975.28,5,5
002235,安妮股份,2,9405.0,15576.88,-6171.87,10,9
000856,冀东装备,2,17976.57,24258.99,-6282.42,9,10
000981,银亿股份,1,4317.1,10647.15,-6330.05,5,5
300535,达威股份,1,4398.12,10941.61,-6543.49,5,5
300325,德威新材,4,21252.26,29885.83,-8633.57,18,14
000513,丽珠集团,1,5680.16,14347.1,-8666.94,5,2
002463,沪电股份,1,6821.77,15879.39,-9057.62,4,3
002761,多喜爱,2,6948.43,16048.03,-9099.6,5,7
002262,恩华药业,1,4209.84,15712.62,-11502.78,5,2
300510,金冠股份,2,5892.83,20590.74,-14697.91,9,10
002549,凯美特气,1,15289.02,40909.23,-25620.21,9,9
300003,乐普医疗,3,88761.03,143149.95,-54388.93,11,6
000963,华东医药,3,63643.5,127511.32,-63867.82,9,4
