broker,count,bamount,bcount,samount,scount,top3
国都证券股份有限公司北京阜外大街证券营业部,3,732.31,1,968.8,2,"天目药业,*ST尤夫"
安信证券股份有限公司广州猎德大道证券营业部,3,11430.3,3,0.0,0,"新日股份,九鼎新材"
兴业证券股份有限公司陕西分公司,4,9085.56,3,3886.63,1,"中国卫通,银泰资源"
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,130,54114.18,70,37072.43,60,"中国卫通,新化股份,华林证券,"
国都证券股份有限公司北京中关村南大街证券营业部,1,1847.41,1,0.0,0,百傲化学
西藏东方财富证券股份有限公司拉萨东环路第二证券营业部,113,56335.39,66,26858.2,47,"中国卫通,康强电子,华林证券,"
兴业证券股份有限公司上海天钥桥路证券营业部,3,1161.82,2,569.56,1,"天目药业,南华仪器"
东兴证券股份有限公司佛山汾江南路证券营业部,3,6299.98,2,2134.5,1,新日股份
华福证券有限责任公司厦门湖滨南路证券营业部,2,2622.03,1,4481.49,1,中国卫通
中银国际证券股份有限公司上海塔城路证券营业部,3,3401.43,2,1437.59,1,"中潜股份,百傲化学"
国金证券股份有限公司上海互联网证券分公司,8,1366.42,3,1212.27,5,"新化股份,西部资源,信隆健康,"
海通证券股份有限公司广州新港东路证券营业部,2,2496.76,1,2496.73,1,中国卫通
联储证券有限责任公司成都双成三路证券营业部,2,4838.91,2,0.0,0,新日股份
国金证券股份有限公司上海浦东新区芳甸路证券营业部,1,506.5,1,0.0,0,天目药业
国金证券股份有限公司上海奉贤区金碧路证券营业部,11,1438.19,3,2583.51,8,"新化股份,三超新材,中欣氟材,"
海通证券股份有限公司宜兴氿滨南路证券营业部,2,1196.62,1,502.15,1,百傲化学
国泰君安证券股份有限公司南京太平南路证券营业部,8,9860.61,5,8306.28,3,"卓胜微,哈高科,中国卫通,"
第一创业证券股份有限公司东莞元美路证券营业部,3,4436.12,2,1624.7,1,新日股份
西藏东方财富证券股份有限公司拉萨团结路第一证券营业部,10,2288.21,4,1818.69,6,"新化股份,中信出版,三超新材,"
银泰证券有限责任公司上海嘉善路证券营业部,6,9365.39,3,8953.39,3,"华映科技,百傲化学,香山股份"
华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,1,2378.9,1,0.0,0,中国卫通
