date,code,name,weight
2019-10-31,600006,东风汽车,0.09
2019-10-31,600008,首创股份,0.2
2019-10-31,600017,日照港,0.14
2019-10-31,600021,上海电力,0.21
2019-10-31,600022,山东钢铁,0.25
2019-10-31,600026,中远海能,0.21
2019-10-31,600037,歌华有线,0.23
2019-10-31,600039,四川路桥,0.19
2019-10-31,600053,九鼎投资,0.08
2019-10-31,600056,中国医药,0.18
2019-10-31,600058,五矿发展,0.09
2019-10-31,600060,海信电器,0.19
2019-10-31,600062,华润双鹤,0.18
2019-10-31,600064,南京高科,0.21
2019-10-31,600073,上海梅林,0.16
2019-10-31,600079,人福医药,0.31
2019-10-31,600094,大名城,0.28
2019-10-31,600098,广州发展,0.09
2019-10-31,600120,浙江东方,0.17
2019-10-31,600125,铁龙物流,0.14
2019-10-31,600126,杭钢股份,0.06
2019-10-31,600138,中青旅,0.18
2019-10-31,600141,兴发集团,0.15
2019-10-31,600143,金发科技,0.33
2019-10-31,600151,航天机电,0.13
2019-10-31,600155,华创阳安,0.18
2019-10-31,600158,中体产业,0.17
2019-10-31,600160,巨化股份,0.25
2019-10-31,600161,天坛生物,0.37
2019-10-31,600166,福田汽车,0.24
2019-10-31,600167,联美控股,0.2
2019-10-31,600169,太原重工,0.11
2019-10-31,600171,上海贝岭,0.23
2019-10-31,600179,ST安通,0.09
2019-10-31,600183,生益科技,0.67
2019-10-31,600195,中牧股份,0.18
2019-10-31,600201,生物股份,0.63
2019-10-31,600216,浙江医药,0.2
2019-10-31,600258,首旅酒店,0.22
2019-10-31,600259,广晟有色,0.11
2019-10-31,600260,凯乐科技,0.26
2019-10-31,600266,城建发展,0.22
2019-10-31,600267,海正药业,0.16
2019-10-31,600277,亿利洁能,0.15
2019-10-31,600280,中央商场,0.05
2019-10-31,600282,南钢股份,0.21
2019-10-31,600291,西水股份,0.12
2019-10-31,600298,安琪酵母,0.39
2019-10-31,600307,酒钢宏兴,0.15
2019-10-31,600312,平高电气,0.15
2019-10-31,600315,上海家化,0.29
2019-10-31,600316,洪都航空,0.15
2019-10-31,600317,营口港,0.13
2019-10-31,600325,华发股份,0.33
2019-10-31,600329,中新药业,0.11
2019-10-31,600335,国机汽车,0.07
2019-10-31,600338,西藏珠峰,0.07
2019-10-31,600348,阳泉煤业,0.16
2019-10-31,600350,山东高速,0.09
2019-10-31,600373,中文传媒,0.22
2019-10-31,600376,首开股份,0.28
2019-10-31,600380,健康元,0.24
2019-10-31,600388,龙净环保,0.2
2019-10-31,600392,盛和资源,0.23
2019-10-31,600393,粤泰股份,0.07
2019-10-31,600409,三友化工,0.17
2019-10-31,600410,华胜天成,0.33
2019-10-31,600416,湘电股份,0.13
2019-10-31,600418,江淮汽车,0.17
2019-10-31,600426,华鲁恒升,0.47
2019-10-31,600428,中远海特,0.08
2019-10-31,600435,北方导航,0.22
2019-10-31,600458,时代新材,0.09
2019-10-31,600460,士兰微,0.3
2019-10-31,600466,蓝光发展,0.25
2019-10-31,600478,科力远,0.12
2019-10-31,600486,扬农化工,0.26
2019-10-31,600497,驰宏锌锗,0.29
2019-10-31,600499,科达洁能,0.13
2019-10-31,600500,中化国际,0.18
2019-10-31,600507,方大特钢,0.16
2019-10-31,600511,国药股份,0.2
2019-10-31,600515,海航基础,0.17
2019-10-31,600521,华海药业,0.33
2019-10-31,600525,长园集团,0.17
2019-10-31,600528,中铁工业,0.3
2019-10-31,600536,中国软件,0.54
2019-10-31,600545,卓郎智能,0.1
2019-10-31,600549,厦门钨业,0.28
2019-10-31,600557,康缘药业,0.19
2019-10-31,600563,法拉电子,0.15
2019-10-31,600565,迪马股份,0.12
2019-10-31,600567,山鹰纸业,0.26
2019-10-31,600572,康恩贝,0.35
2019-10-31,600575,淮河能源,0.14
2019-10-31,600580,卧龙电驱,0.17
2019-10-31,600582,天地科技,0.14
2019-10-31,600584,长电科技,0.47
2019-10-31,600597,光明乳业,0.18
2019-10-31,600598,北大荒,0.18
2019-10-31,600611,大众交通,0.12
2019-10-31,600623,华谊集团,0.1
2019-10-31,600633,浙数文化,0.19
2019-10-31,600639,浦东金桥,0.09
2019-10-31,600640,号百控股,0.13
2019-10-31,600642,申能股份,0.37
2019-10-31,600643,爱建集团,0.24
2019-10-31,600645,中源协和,0.15
2019-10-31,600648,外高桥,0.18
2019-10-31,600649,城投控股,0.19
2019-10-31,600657,信达地产,0.09
2019-10-31,600664,哈药股份,0.15
2019-10-31,600673,东阳光,0.3
2019-10-31,600694,大商股份,0.1
2019-10-31,600699,均胜电子,0.3
