code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,-0.63,2906.2433,2903.6379,2885.2884,2925.0178,2873.99,158623365,1805.9383
000002,Ａ股指数,-0.63,3044.9206,3042.1809,3022.9703,3064.613,3011.1149,158470769,1805.0029
000003,Ｂ股指数,-0.83,254.9084,255.0285,252.916,256.1804,252.4324,152596,0.9354
000008,综合指数,-0.6,2836.9849,2832.0982,2814.9918,2851.1323,2809.719,35063679,366.9107
000009,上证380,-0.8,4564.2075,4557.6046,4521.293,4609.9379,4496.238,37004918,427.3392
000010,上证180,-0.76,8478.3217,8469.9227,8405.7975,8528.3143,8374.7655,54374430,773.0849
000011,基金指数,-0.56,6200.9221,6197.865,6163.3309,6234.0009,6150.3539,67566195,342.7353
000012,国债指数,0.04,176.3171,176.3005,176.3693,176.3698,176.3101,163889,1.5882
000016,上证50,-0.92,2952.7739,2949.3369,2922.2669,2967.7766,2913.1797,26802021,460.0498
000017,新综指,-0.63,2455.1407,2452.9313,2437.4434,2471.0195,2427.883,155801954,1715.0438
000300,沪深300,-1.02,3894.1742,3889.598,3849.9948,3918.8385,3833.5033,91042639,1469.8116
000905,中证500,-0.84,4954.3102,4945.7188,4904.0828,5018.0642,4876.8117,88027695,893.0663
399001,深证成指,-1.51,9794.317,9774.442,9626.902,9875.709,9573.474,25040762291,2904.5666
399002,深成指R,-1.51,12012.688,11988.312,11807.354,12112.515,11741.823999999999,11079699802,1611.5118
399003,成份Ｂ指,-0.65,4888.501,4892.3859999999995,4860.6320000000005,4922.648,4846.157,5302501,0.2148
399004,深证100R,-1.77,5655.955,5642.052,5542.383000000001,5696.268,5511.432,3558288554,754.8095
399005,中小板指,-1.86,6304.6630000000005,6292.771,6175.566999999999,6357.706,6140.25,2901625309,500.2671
399006,创业板指,-1.95,1721.882,1713.2020000000002,1679.8029999999999,1736.83,1670.9270000000001,7244837892,1071.5857
399008,中小300,-1.61,1199.4660000000001,1197.72,1178.4089999999999,1210.319,1171.56,6587348654,818.7903
399100,新 指 数,-1.38,7460.138000000001,7449.775,7346.642,7519.014,7307.309,24533768365,2886.3863
399101,中小板综,-1.4,9147.115,9136.046999999999,9007.851,9222.914,8959.549,11642775979,1245.2569
399106,深证综指,-1.45,1634.0870000000002,1631.2379999999998,1607.515,1646.49,1598.993,25040762291,2904.5666
399107,深证Ａ指,-1.46,1709.3529999999998,1706.366,1681.516,1722.344,1672.588,25031003524,2904.2102
399108,深证Ｂ指,-0.56,908.493,908.671,903.581,912.255,900.888,9758767,0.3563
399333,中小板R,-1.86,7095.111,7081.728,6949.83,7154.805,6910.084,2901625309,500.2671
399606,创业板R,-1.95,1816.5729999999999,1807.4160000000002,1772.18,1832.3429999999998,1762.816,2300221797,452.2541
