code,name,p_change,price,change,open,high,low,preprice,pe,volratio,turnover,range,volume,selling,buying,amount,totals,industry,area,floats,fvalues,abvalues,avgprice,strength,activity,avgturnover,attack,interval3,interval6
300798,N锦鸡,43.94,7.96,2.43,6.64,7.96,6.64,5.53,28.39,0.0,0.54,23.87,2254.0,1868.0,386.0,1790305.0,4.18,染料涂料,江苏,0.42,3.33,33.25,7.94,45.45,294.0,0.0018,19.88,,
002703,浙江世宝,10.11,4.79,0.44,4.62,4.79,4.62,4.35,0.0,2.48,1.39,3.91,76817.0,70931.0,5886.0,36726496.0,7.9,汽车配件,浙江,5.53,26.49,27.44,4.78,11.62,911.0,0.0015,3.68,,
002721,金一文化,10.11,5.23,0.48,4.78,5.23,4.76,4.75,48.15,3.12,3.77,9.89,234057.0,150686.0,83371.0,119948544.0,8.35,服饰,北京,6.21,32.47,43.66,5.12,11.61,1366.0,0.0028,9.87,,
603555,贵人鸟,10.1,4.25,0.39,4.12,4.25,4.07,3.86,0.0,2.55,2.22,4.66,139486.0,68352.0,71134.0,58192624.0,6.29,服饰,福建,6.29,26.72,26.72,4.17,10.74,643.0,0.0035,4.42,,
603999,读者传媒,10.06,7.0,0.64,6.38,7.0,6.34,6.36,60.0,2.14,6.92,10.38,398743.0,249447.0,149296.0,273344736.0,5.76,出版业,甘肃,5.76,40.32,40.32,6.86,10.69,2881.0,0.0024,10.41,,
300221,银禧科技,10.06,5.47,0.5,5.23,5.47,5.23,4.97,48.86,1.7,3.12,4.83,128288.0,68194.0,60094.0,69066816.0,4.52,塑料,广东,4.11,22.47,24.74,5.38,11.57,1175.0,0.0027,4.59,,
002614,奥佳华,10.05,10.18,0.93,9.31,10.18,9.28,9.25,20.79,6.01,9.81,9.73,330184.0,195741.0,134443.0,330825920.0,5.61,医疗保健,福建,3.37,34.26,57.14,10.02,11.56,3309.0,0.003,9.7,,
300317,珈伟新能,10.05,4.27,0.39,3.9,4.27,3.87,3.88,0.0,7.86,4.46,10.31,292557.0,183460.0,109097.0,124198848.0,8.4,半导体,深圳,6.56,28.02,35.86,4.25,11.56,2074.0,0.0021,10.34,,
000835,长城动漫,10.05,4.82,0.44,4.55,4.82,4.55,4.38,0.0,2.2,13.89,6.16,420743.0,292066.0,128677.0,200776528.0,3.27,影视音像,四川,3.03,14.6,15.75,4.77,11.56,1601.0,0.0087,5.93,,
000662,天夏智慧,10.04,6.03,0.55,5.49,6.03,5.42,5.48,70.46,1.73,13.08,11.13,1429862.0,783232.0,646630.0,846818880.0,10.93,软件服务,广西,10.93,65.91,65.91,5.92,11.55,3815.0,0.0034,11.25,,
300522,世名科技,10.03,17.0,1.55,15.67,17.0,15.63,15.45,23.52,4.35,3.41,8.87,26115.0,17192.0,8923.0,43532812.0,1.21,染料涂料,江苏,0.77,13.02,20.57,16.67,11.54,766.0,0.0045,8.77,,
300109,新开源,10.03,19.09,1.74,17.83,19.09,17.4,17.35,44.44,4.84,16.53,9.74,194100.0,88028.0,106072.0,356031040.0,3.23,化工原料,河南,1.17,22.41,61.67,18.34,11.54,2994.0,0.0055,9.71,,
300278,华昌达,10.03,4.28,0.39,3.93,4.28,3.91,3.89,0.0,2.42,4.13,9.51,119638.0,77827.0,41811.0,50316044.0,5.97,专用机械,湖北,2.9,12.4,25.56,4.21,11.54,1232.0,0.0034,9.46,,
601865,福莱特,10.02,9.77,0.89,8.88,9.77,8.88,8.88,28.15,4.37,12.45,10.02,186683.0,130525.0,56158.0,178479152.0,19.5,玻璃,浙江,1.5,14.66,146.55,9.56,10.65,2472.0,0.005,10.02,,
300803,指南针,10.02,13.18,1.2,13.18,13.18,13.18,11.98,31.89,2.18,0.28,0.0,1567.0,1425.0,142.0,2064937.0,4.05,软件服务,北京,0.57,7.5,53.38,13.18,11.53,275.0,0.001,0.0,,
603123,翠微股份,10.01,7.8,0.71,7.8,7.8,7.8,7.09,23.1,0.14,0.12,0.0,6208.0,6057.0,151.0,4842240.0,5.24,百货,北京,5.24,40.88,40.88,7.8,10.65,320.0,0.0004,0.0,,
002967,广电计量,10.01,27.8,2.53,27.8,27.8,27.2,25.27,98.44,3.1,27.97,2.37,231253.0,210483.0,20770.0,642579264.0,3.31,综合类,广东,0.83,22.98,91.93,27.79,11.52,1762.0,0.0159,2.21,,
