RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
1,UME影城（合肥高新店）,331115.73,106,8918,37.13,84.13,56.981883
2,首都电影院西单店,304148.57,75,4721,64.42,62.95,43.756372
3,金逸北京大悦城IMAX店,289975.41,55,3835,75.61,69.73,38.603334
4,CGV影城 哈尔滨会展中心店,249388.83,77,6133,40.66,79.65,36.025610
5,CGV影城 福州东二环店,244843.87,71,5060,48.39,71.27,36.327324
6,北京通州万达广场店,232586.06,73,3330,69.85,45.62,29.055056
7,首都电影院昌平店,227577.32,57,4803,47.38,84.26,66.928640
8,海口星轶影城（吾悦广场IMAX店）,222201.15,58,5632,39.45,97.10,54.247736
9,北京石景山万达广场店,222153.38,66,3260,68.15,49.39,31.026343
10,中影国际影城北京丰台千禧街店,221717.92,88,5573,39.78,63.33,46.788451
11,海宁传奇奢华影城,220242.79,48,4697,46.89,97.85,65.527343
12,广州飞扬影城（正佳分店）,217739.70,63,3887,56.02,61.70,28.058904
13,北京万达影城天通苑龙德广场店,211046.74,62,3276,64.42,52.84,24.225592
14,UME影城（苏州狮山店）,204100.26,65,4517,45.18,69.49,39.080541
15,西安奥斯卡熙地港国际影城,198638.64,57,3524,56.37,61.82,30.455448
16,瑞安星轶影城（吾悦广场STARX店）,196333.51,60,4637,42.34,77.28,45.789993
17,宁波博纳国际影城（北仑店）,194033.11,80,3905,49.69,48.81,34.079618
18,青岛星轶影城（吾悦广场IMAX店）,192963.94,55,5706,33.82,103.75,49.579667
19,UME影城（北京华星店）,191301.16,47,2372,80.65,50.47,26.791286
20,中影国际影城北京昌平永旺店,189330.41,49,3913,48.38,79.86,47.569407
21,海口市宜欣影城,189314.13,56,5633,33.61,100.59,70.948555
22,CGV影城 宁波鄞州店,187846.74,59,4003,46.93,67.85,35.563606
23,福州仓山万达广场店,187272.49,69,3373,55.52,48.88,34.571469
24,南宁星轶影城(吾悦广场STARX店),183480.52,63,4170,44.00,66.19,58.518102
25,淮南横店影视电影城,181362.89,45,6498,27.91,144.40,105.401459
26,衢州星轶影城（吾悦广场IMAX店）,180704.36,60,4755,38.00,79.25,47.581721
27,CGV影城 赣州万象城店,180671.91,67,4078,44.30,60.87,34.232661
28,大连经开万达广场店,178959.48,82,3898,45.91,47.54,29.015209
29,蚌埠市固镇横店电影城,176878.93,33,5464,32.37,165.58,108.361097
30,义乌星轶影城（吾悦广场STARX店）,174867.19,54,4126,42.38,76.41,48.744757
31,南昌星轶影城（青山湖吾悦广场IMAX店）,171055.76,51,4549,37.60,89.20,54.263773
32,广州飞扬影城,170773.28,55,3073,55.57,55.87,25.238950
33,金逸影城北京中关村店,169129.57,50,2844,59.47,56.88,43.419847
34,济南高新万达广场店,168440.57,77,3999,42.12,51.94,29.027516
35,郑州奥斯卡熙地港国际影城,167898.93,96,3501,47.96,36.47,28.775973
36,西安奥斯卡阳光国际影城,163609.67,61,3541,46.20,58.05,30.480899
37,CGV影城 江门蓬江店,163524.76,56,3823,42.77,68.27,37.355872
38,扬州星轶中数影城,163354.67,46,4319,37.82,93.89,51.226744
39,苏州金逸影视中心店,162548.44,78,3441,47.24,44.12,22.499019
40,慈溪中影星美国际影城保利店,161068.93,57,4331,37.19,75.98,47.140835
41,中影国际影城北京丰台永旺店,158639.82,58,4135,38.37,71.29,47.283561
42,长沙星轶STARX影城(星沙吾悦广场店）,158450.88,63,4128,38.38,65.52,39.495967
43,钦州市星轶影院,158227.65,52,4293,36.86,82.56,43.594821
44,上海百丽宫影城长宁来福士店,156401.72,52,2329,67.15,44.79,25.340006
45,上海太禾影城浦江店,154573.49,49,4058,38.09,82.82,39.925226
46,南宁沃美影城,152515.05,60,3003,50.79,50.05,25.434782
47,秦皇岛万达广场店,151569.83,54,3275,46.28,60.65,41.257243
