RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
48,海上明珠国际影城上海环球港店,151389.79,44,2568,58.95,58.36,41.355986
49,南昌红谷滩万达广场店,150492.40,80,3431,43.86,42.89,27.172650
50,中瑞影城福州三坊七巷,150346.85,100,3396,44.27,33.96,42.565667
51,UME影城（重庆渝中店）,150228.09,80,3458,43.44,43.23,32.622641
52,UME影城（河北石家庄店）,147363.85,83,3907,37.72,47.07,36.102640
53,临沂星轶影城(吾悦广场STARX店),147273.50,50,4036,36.49,80.72,50.927444
54,济南万达影城世茂广场店,145284.64,78,3647,39.84,46.76,19.448073
55,UME影城（苏州金鸡湖店）,144776.57,47,3180,45.53,67.66,32.864395
56,英皇电影城-重庆新光天地店,142363.88,83,3131,45.47,37.72,29.625307
57,长春市桂林路电影院,141249.98,52,3929,35.95,75.56,134.444292
58,SFC上影影城（八佰伴店）,141232.42,61,2430,58.12,39.84,31.219487
59,北京百老汇影城国瑞店,141076.58,45,2723,51.81,60.51,47.552936
60,成都星轶影城（武侯吾悦广场店）,140083.07,58,3483,40.22,60.05,49.165154
61,巨幕影城（武汉光谷广场资本大厦店）,139914.82,71,3936,35.55,55.44,26.015478
62,万象影城厦门万象城店,139672.93,53,2399,58.22,45.26,28.729009
63,徐州云龙万达广场店,139408.83,62,3105,44.90,50.08,28.526949
64,CGV影城 萍乡润达店,138401.26,46,3144,44.02,68.35,36.162870
65,北京万达影城通州银兴光魔店,138248.27,43,2882,47.97,67.02,36.596161
66,大连万达影城和平广场奥纳店,138244.13,66,3031,45.61,45.92,25.070306
67,北京珠影耳东传奇影城,136631.40,51,2126,64.27,41.69,30.567387
68,UME影城（绍兴曲屯店）,136346.25,63,4050,33.67,64.29,48.500881
69,上海百美汇影城静安嘉里中心店,135824.71,32,1875,72.44,58.59,40.353822
70,深圳市万象影城罗湖万象城店,134512.73,81,1919,70.10,23.69,15.058066
71,上海和平影都,133837.71,43,2348,57.00,54.60,33.825890
72,中影国际影城燕郊永旺店,132985.31,53,3670,36.24,69.25,30.326401
73,海上明珠国际影城成都银泰城店,132071.70,53,2603,50.74,49.11,36.549363
74,首都电影院天津店,132052.08,44,3355,39.36,76.25,39.259153
75,中影国际影城天津和平津湾店,132045.97,47,3772,35.01,80.26,41.475617
76,北京保利国际影城北苑华贸店,128960.05,41,3329,38.74,81.20,43.458584
77,深圳市中影星美巨幕影城CMAX店,128783.49,45,2675,48.14,59.44,44.984984
78,天津沃美影城（鲁能城购物中心店）,127069.91,49,3097,41.03,63.20,44.865364
79,北京保利国际影城龙旗广场店,126987.44,47,2917,43.53,62.06,32.373085
80,北京博纳晶品国际影城万寿路,126683.54,39,2599,48.74,66.64,49.363722
81,海口耀莱成龙影城（居然之家店）,126670.03,48,4379,28.93,91.23,71.833989
82,成都百丽宫影城远洋太古里店,126091.38,54,2131,59.17,39.46,20.649224
83,长春星轶影城（吾悦广场IMAX店）,126050.50,50,3182,39.61,63.64,32.910148
84,北京丰台万达广场店,125693.37,63,2503,50.22,39.73,22.965409
85,魔影国际影城北京金源店,124945.27,64,3430,36.43,53.59,51.095736
86,长春吉视迅驰影城,124395.07,51,3596,34.59,70.51,36.112575
87,SFC上影影城（青岛金狮广场店）,124347.48,42,2948,42.18,70.19,39.150066
88,长沙市中影星美国际影城万家丽店,123507.78,106,3935,31.39,37.12,35.315327
89,CGV影城 遵义时代店,123148.08,49,3311,37.19,67.57,45.877788
90,连云港万达广场店,123015.45,78,2525,48.72,32.37,20.647158
91,CGV星星影城 北京奥体店,121971.89,54,2343,52.06,43.39,29.616989
92,万象影城济南万象城IMAX激光店,121940.13,64,2558,47.67,39.97,20.549485
93,长春寰映影城摩天活力城店,119923.68,55,2818,42.56,51.24,23.954663
94,苏州银兴乐天湖东影城,119041.15,43,2611,45.59,60.72,41.508448
95,中影国际影城南宁青秀航洋城店,118695.79,56,2731,43.46,48.77,28.735269
96,UME影城（成都高新店）,118590.98,63,2711,43.74,43.03,40.756191
97,上海大光明影院,117908.26,40,2480,47.54,62.00,20.689655
98,北京保利国际影城大兴金星店,116329.56,46,2534,45.91,55.09,31.796223
99,大连市博纳影城亿合城店,116179.33,58,3139,37.01,54.12,34.742240
100,成都339电影城,115863.07,65,3243,35.73,49.89,31.778539
