Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
23.287197,42.06,金逸北京大悦城IMAX店,1,2019,143685.27,48,71.17
16.379360,36.02,广州飞扬影城（正佳分店）,2,2197,131973.38,61,60.07
18.949566,25.03,北京寰映合生汇店,3,1452,123928.47,58,85.35
18.031811,30.31,北京UME国际影城双井店,4,1849,117529.46,61,63.56
13.766112,29.42,卢米埃北京长楹天街IMAX影城,5,1618,115933.20,55,71.65
10.831980,22.43,Jackie Chan北京耀莱,6,2198,107713.42,98,49.01
19.564226,26.82,南京新街口国际影城,7,2467,107373.81,92,43.52
12.589275,21.72,上海五角场万达广场店,8,1564,105085.61,72,67.19
36.367952,76.60,北京沃美影城（常营店）,9,2298,98479.76,30,42.85
17.782026,31.00,上海百丽宫影城（环贸iapm店）,10,1147,94797.17,37,82.65
13.222018,24.91,北京UME华星国际影城,11,1071,93461.76,43,87.27
15.288367,23.42,武商摩尔国际电影城,12,2576,93209.15,110,36.18
16.059878,23.11,首都电影院西单店,13,1410,91957.55,61,65.22
18.688917,26.23,武汉汉街万达广场店,14,2125,87410.09,81,41.13
12.319696,27.27,广州飞扬影城,15,1500,85699.30,55,57.13
13.417188,18.02,SFC上影影城（港汇恒隆永华店）,16,1153,84021.51,64,72.87
12.061403,22.00,深圳市百老汇电影中心影城,17,1342,81123.35,61,60.45
10.257975,15.17,北京通州万达广场店,18,1047,80867.92,69,77.24
20.429493,32.14,中影国际影城珠海华发2店,19,1896,80846.11,59,42.64
10.197988,15.97,北京CBD万达广场店,20,926,80398.18,58,86.82
27.581803,34.73,首都电影院昌平店,21,1771,78946.07,51,44.58
21.943597,30.91,金逸广州海珠城IMAX店 ,22,1422,78524.92,46,55.22
13.497869,23.04,广州白云万达广场店,23,1267,78439.99,55,61.91
17.841027,35.86,北京嘉华国际影城,24,1542,76340.62,43,49.51
16.566503,21.95,重庆UME国际影城（渝中店）,25,1778,76045.87,81,42.77
10.715397,14.12,北京市金泉港国际影城,26,1426,75306.71,101,52.81
11.192107,20.22,金逸上海龙之梦IMAX店,27,1173,75000.85,58,63.94
14.671246,23.00,成都锦华万达广场店,28,1771,74735.70,77,42.20
22.158741,32.28,武汉博纳国际电影城,29,2163,73935.50,67,34.18
28.389277,44.94,北京天幕新彩云影城,30,2112,73843.97,47,34.96
13.051777,24.94,成都百丽宫影城（太古里店）,31,1322,72231.20,53,54.64
23.732484,39.84,中影国际影城北京昌平永旺店,32,1753,71367.62,44,40.71
24.620060,34.71,北京耀莱成龙国际影城慈云寺店,33,1458,71293.60,42,48.90
16.646463,23.84,博纳国际影城（北仑店）,34,1669,70791.04,70,42.42
9.986483,17.42,CGV影城 深圳壹方城店,35,1115,70704.31,64,63.41
21.260818,33.63,南昌华影国际影城,36,1749,70004.44,52,40.03
