code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.91,2681.8988,2679.1097,2703.5116,2703.5116,2674.1781,231662827,1965.6271
000002,Ａ股指数,0.91,2808.37,2805.4281,2831.0555,2831.0555,2800.2662,231161904,1962.8691
000003,Ｂ股指数,0.04,287.1503,287.5579,287.6846,287.8274,285.0628,500923,2.7579
000008,综合指数,1.01,2584.3998,2579.2151,2605.2663,2607.5801,2577.4481,55394631,507.171
000009,上证380,0.52,4229.284,4226.1853,4248.2453,4248.2453,4198.8366,57331338,453.5691
000010,上证180,1.15,7307.9578,7300.5575,7384.3611,7384.3611,7292.8658,75067733,775.0213
000011,基金指数,0.47,5703.9447,5703.4087,5730.2272,5730.466,5700.609,58061720,334.6595
000012,国债指数,0.06,168.3254,168.2768,168.3702,168.3786,168.3203,403447,3.8505
000016,上证50,1.24,2466.4298,2461.4445,2492.0842,2492.0842,2461.7951,29720153,380.4092
000017,新综指,0.91,2264.321,2261.9469,2282.6264,2282.6264,2257.7882,231125330,1962.3815
000300,沪深300,1.13,3258.7919,3257.6735,3294.6031,3294.6031,3251.0665,115956595,1231.8878
000905,中证500,0.25,4660.475,4659.0965,4670.737,4677.9674,4612.4837,111015106,825.4916
399001,深证成指,0.58,8050.5509999999995,8062.29,8108.845,8108.845,8014.571,29537496096,2435.7366
399002,深成指R,0.58,9731.235,9745.426,9801.7,9801.7,9687.745,12732424300,1145.5337
399003,成份Ｂ指,-0.29,4802.639,4797.792,4783.917,4830.5,4751.177,9082464,0.425
399004,深证100R,1.04,4190.039000000001,4196.521,4239.984,4239.984,4177.93,4028045758,482.3274
399005,中小板指,0.45,5332.148,5345.529,5369.558000000001,5369.558000000001,5308.513000000001,2915387073,319.4346
399006,创业板指,-0.63,1399.005,1403.283,1394.4,1403.943,1380.601,1572095609,196.4176
399008,中小300,0.22,1043.964,1046.141,1048.462,1048.462,1036.708,7264885962,598.1401
399100,新 指 数,0.64,6375.210999999999,6381.765,6422.549,6422.549,6343.289000000001,28874542039,2414.8938
399101,中小板综,0.42,8208.455,8219.098,8253.497,8253.497,8156.826999999999,13359435871,1080.4607
399106,深证综指,0.51,1408.6979999999999,1410.181,1417.4270000000001,1417.4270000000001,1400.4879999999998,29537496096,2435.7366
399107,深证Ａ指,0.52,1473.001,1474.557,1482.1779999999999,1482.1779999999999,1464.4160000000002,29511603240,2434.8805
399108,深证Ｂ指,-0.4,912.454,912.4119999999999,908.732,913.867,903.821,25892856,0.8561
399333,中小板R,0.45,5928.613,5943.4890000000005,5970.206999999999,5970.206999999999,5902.3330000000005,2915387073,319.4346
399606,创业板R,-0.63,1465.5220000000002,1470.004,1460.6979999999999,1470.6960000000001,1446.243,1572095609,196.4176
