code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000011,深物业A,9.9701,4768.76,3142.21,1626.56,日涨幅偏离值达到7%的前五只证券,0.13,0.07,2018-11-19
000058,深赛格,-6.6092,16142.16,6769.03,9373.13,日跌幅偏离值达到7%的前五只证券,0.12,0.17,2018-11-19
000401,冀东水泥,10,16911.09,8910.71,8000.38,日涨幅偏离值达到7%的前五只证券,0.15,0.14,2018-11-19
000622,恒立实业,-6.6794,16090.10,8398.82,7691.28,日跌幅偏离值达到7%的前五只证券,0.08,0.07,2018-11-19
000622,恒立实业,-6.6794,16090.10,8398.82,7691.28,日换手率达到20%的前五只证券,0.08,0.07,2018-11-19
000628,高新发展,9.9621,7304.22,5290.63,2013.59,日涨幅偏离值达到7%的前五只证券,0.14,0.06,2018-11-19
000638,万方发展,10.0299,3859.45,2558.00,1301.45,日涨幅偏离值达到7%的前五只证券,0.10,0.05,2018-11-19
000935,四川双马,9.989,20583.81,8518.46,12065.36,日涨幅偏离值达到7%的前五只证券,0.10,0.14,2018-11-19
000935,四川双马,9.989,29450.91,14961.65,14489.27,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.09,2018-11-19
000979,中弘退,-10.4478,117.11,36.44,80.67,退市整理期,0.45,1.00,2018-11-19
002058,威尔泰,10.0075,7696.05,4448.08,3247.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.15,0.11,2018-11-19
002075,沙钢股份,-10.0138,17363.86,9315.80,8048.06,日跌幅偏离值达到7%的前五只证券,0.54,0.46,2018-11-19
002075,沙钢股份,-10.0138,19147.88,9841.77,9306.11,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.51,0.48,2018-11-19
002122,*ST天马,-5.0459,8540.68,3167.57,5373.12,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.09,0.15,2018-11-19
002177,御银股份,9.9757,11209.28,6925.37,4283.91,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.19,0.12,2018-11-19
002210,飞马国际,-7.563,10270.60,3656.95,6613.65,日跌幅偏离值达到7%的前五只证券,0.07,0.12,2018-11-19
002301,齐心集团,9.949,20636.77,7564.42,13072.34,日涨幅偏离值达到7%的前五只证券,0.20,0.35,2018-11-19
002346,柘中股份,10.007,9788.94,4919.55,4869.39,日涨幅偏离值达到7%的前五只证券,0.11,0.11,2018-11-19
002359,北讯集团,-10,20470.47,4053.08,16417.39,日跌幅偏离值达到7%的前五只证券,0.06,0.26,2018-11-19
002451,摩恩电气,10,7290.67,5208.16,2082.50,日涨幅偏离值达到7%的前五只证券,0.14,0.06,2018-11-19
002495,佳隆股份,10.137,12069.37,6367.25,5702.12,日涨幅偏离值达到7%的前五只证券,0.15,0.14,2018-11-19
002495,佳隆股份,10.137,14486.09,7747.93,6738.15,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.12,2018-11-19
002512,达华智能,-10.0414,41429.95,16522.91,24907.04,日跌幅偏离值达到7%的前五只证券,0.19,0.28,2018-11-19
002623,亚玛顿,-7.8481,4266.82,1289.57,2977.25,日跌幅偏离值达到7%的前五只证券,0.10,0.23,2018-11-19
002670,国盛金控,9.9823,27913.18,9463.01,18450.17,日涨幅偏离值达到7%的前五只证券,0.16,0.31,2018-11-19
002670,国盛金控,9.9823,36014.59,10366.98,25647.61,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.12,0.30,2018-11-19
002708,光洋股份,10.0508,17378.02,10956.71,6421.30,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.12,0.07,2018-11-19
002856,美芝股份,0.9991,10087.22,3062.97,7024.25,日换手率达到20%的前五只证券,0.09,0.22,2018-11-19
002875,安奈儿,9.9775,25532.07,14844.39,10687.68,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.25,0.18,2018-11-19
002875,安奈儿,9.9775,10997.68,5789.70,5207.99,日换手率达到20%的前五只证券,0.21,0.19,2018-11-19
002937,兴瑞科技,4.7152,5314.19,3602.62,1711.56,日换手率达到20%的前五只证券,0.07,0.03,2018-11-19
002939,长城证券,5.4927,18584.27,5831.75,12752.51,日换手率达到20%的前五只证券,0.04,0.08,2018-11-19
002940,昂利康,2.9354,5296.28,2685.35,2610.93,日换手率达到20%的前五只证券,0.06,0.06,2018-11-19
300018,中元股份,9.9315,11276.70,5115.54,6161.16,日涨幅偏离值达到7%的前五只证券,0.13,0.16,2018-11-19
300069,金利华电,-9.9848,4501.14,1607.29,2893.85,日跌幅偏离值达到7%的前五只证券,0.08,0.15,2018-11-19
300126,锐奇股份,9.9511,6224.83,3112.96,3111.87,日涨幅偏离值达到7%的前五只证券,0.13,0.13,2018-11-19
300126,锐奇股份,9.9511,9709.01,5351.71,4357.30,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.15,0.12,2018-11-19
300137,先河环保,10.0239,11180.35,5727.78,5452.57,日涨幅偏离值达到7%的前五只证券,0.16,0.15,2018-11-19
300143,星普医科,-8.5859,6172.35,2331.82,3840.53,日跌幅偏离值达到7%的前五只证券,0.32,0.53,2018-11-19
300171,东富龙,9.9596,3354.90,2787.22,567.68,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.96,0.19,2018-11-19
300234,开尔新材,10.0407,9136.49,2939.37,6197.12,日涨幅偏离值达到7%的前五只证券,0.11,0.23,2018-11-19
