code,name,count,bamount,samount,net,bcount,scount
002600,领益智造,1,49857.17,13717.43,36139.74,5,5
000799,酒鬼酒,2,74038.8,54618.08,19420.72,6,7
300177,中海达,2,28202.45,12399.92,15802.53,9,10
002447,晨鑫科技,1,11113.39,2551.64,8561.75,5,5
002892,科力尔,1,14004.86,6939.58,7065.28,5,5
002486,嘉麟杰,1,8319.49,1877.81,6441.68,5,5
300194,福安药业,1,11187.14,4749.13,6438.01,5,5
603093,南华期货,3,6333.16,168.86,6164.3,6,9
002905,金逸影视,4,22612.85,16613.69,5999.16,12,14
300052,中青宝,3,25838.2,20814.17,5024.04,16,15
002917,金奥博,3,31690.17,26791.99,4898.18,14,14
300379,东方通,1,24763.21,19900.69,4862.52,5,5
300661,圣邦股份,1,15283.21,10591.14,4692.07,5,4
300474,景嘉微,1,12930.36,8246.69,4683.67,4,5
002668,奥马电器,1,13461.56,8891.64,4569.92,5,5
300504,天邑股份,1,10000.23,5706.58,4293.65,5,5
300333,兆日科技,1,10723.26,6564.5,4158.75,5,5
002915,中欣氟材,1,5805.96,1927.29,3878.67,5,5
002617,露笑科技,1,7806.55,3942.87,3863.68,5,5
600896,览海投资,3,9378.25,5947.79,3430.46,12,13
300212,易华录,1,15145.48,11869.94,3275.54,5,5
300767,震安科技,1,5380.4,2142.83,3237.56,5,5
000049,德赛电池,1,12506.01,9321.45,3184.56,4,5
600630,龙头股份,1,3974.38,1000.24,2974.14,5,5
000534,万泽股份,2,11578.3,8635.79,2942.5,10,9
300311,任子行,1,6267.25,3334.35,2932.9,5,5
300525,博思软件,1,5131.89,2310.7,2821.19,5,5
603322,超讯通信,1,5112.08,2319.9,2792.18,5,5
000948,南天信息,1,6630.74,3845.79,2784.95,5,5
603256,宏和科技,1,5689.19,3132.89,2556.31,5,5
603903,中持股份,1,3613.93,1104.77,2509.16,5,5
603716,塞力斯,1,4217.65,1981.73,2235.93,5,5
603999,读者传媒,1,3998.15,1965.3,2032.86,5,5
000410,*ST沈机,1,6472.69,4455.74,2016.95,9,10
600803,新奥股份,1,16571.0,14555.19,2015.81,5,5
300051,三五互联,1,4581.65,2618.72,1962.92,5,5
000868,*ST安凯,2,2570.81,645.38,1925.43,7,6
300785,值得买,1,6347.45,4535.84,1811.62,5,5
603266,天龙股份,1,3004.9,1277.22,1727.67,5,5
002750,龙津药业,1,8422.36,6835.11,1587.25,5,5
600651,飞乐音响,1,3073.07,1506.09,1566.97,5,5
002428,云南锗业,1,9424.5,7861.4,1563.1,5,5
300538,同益股份,2,18843.57,17388.47,1455.1,13,11
300353,东土科技,1,6974.64,5534.74,1439.9,5,5
002959,小熊电器,2,19278.08,17847.58,1430.5,8,7
603138,海量数据,1,5786.08,4383.41,1402.67,5,5
000536,华映科技,1,5380.73,3991.41,1389.32,5,5
002148,北纬科技,1,5790.41,4421.59,1368.81,5,5
600903,贵州燃气,1,7045.59,5715.06,1330.53,5,5
002902,铭普光磁,2,15721.92,14401.38,1320.54,10,10
300468,四方精创,1,7655.47,6335.9,1319.58,5,5
002949,华阳国际,2,6155.15,5186.9,968.25,8,9
000863,三湘印象,1,2287.73,1346.81,940.92,5,5
002201,九鼎新材,1,18054.58,17202.36,852.22,5,5
688333,铂力特,1,5047.21,4227.18,820.03,5,5
603927,中科软,1,845.19,46.22,798.97,5,5
002692,ST远程,1,2835.4,2071.43,763.97,5,5
300781,因赛集团,2,5805.6,5046.8,758.8,10,10
000550,江铃汽车,1,3704.89,2987.01,717.88,5,5
002961,瑞达期货,2,569.18,19.12,550.07,4,8
002197,证通电子,2,12575.39,12034.58,540.81,10,9
300164,通源石油,1,1890.41,1395.56,494.84,5,5
300789,唐源电气,1,5093.99,4630.41,463.58,5,5
600518,ST康美,1,4138.38,3679.42,458.96,5,5
300267,尔康制药,1,5165.11,4710.79,454.32,5,5
000038,深大通,3,19401.53,18964.26,437.27,13,13
300650,太龙照明,1,4243.71,3879.76,363.96,5,5
002477,雏鹰退,5,3756.57,3414.6,341.97,19,19
000796,凯撒旅游,1,1234.0,981.36,252.64,5,5
600052,浙江广厦,1,3259.78,3046.24,213.54,5,5
600638,新黄浦,1,4573.77,4424.1,149.67,5,5
002501,*ST利源,1,2142.8,1993.87,148.93,5,5
000670,*ST盈方,1,443.68,308.06,135.62,5,5
603992,松霖科技,1,2477.65,2385.95,91.7,5,5
002962,五方光电,1,89.59,10.77,78.82,3,5
603619,中曼石油,1,1884.9,1814.61,70.29,5,5
002018,华信退,5,26.25,27.67,-1.42,19,13
300615,欣天科技,3,7007.34,7015.26,-7.92,15,14
603738,泰晶科技,4,16363.02,16383.38,-20.36,13,14
300541,先进数通,1,7168.84,7222.71,-53.87,5,5
300191,潜能恒信,1,6700.24,6824.9,-124.66,5,5
300787,海能实业,1,2572.72,2701.02,-128.29,5,5
300594,朗进科技,1,1297.34,1432.15,-134.82,5,5
002134,天津普林,1,4423.63,4578.0,-154.37,5,5
002941,新疆交建,1,4255.81,4422.64,-166.83,5,5
300472,新元科技,1,1480.57,1651.43,-170.86,5,5
600207,安彩高科,1,3129.59,3322.39,-192.8,5,5
000068,华控赛格,1,1913.32,2147.18,-233.86,5,5
002886,沃特股份,1,4832.35,5095.51,-263.16,5,5
002758,华通医药,1,6414.73,6705.05,-290.31,5,5
600505,西昌电力,2,2845.57,3155.56,-309.99,9,9
300063,天龙集团,1,1448.35,1775.81,-327.46,5,5
601258,*ST庞大,1,761.54,1153.24,-391.69,5,5
300480,光力科技,2,11306.29,11736.35,-430.07,10,9
300579,数字认证,1,11653.76,12155.78,-502.01,5,4
300405,科隆股份,2,6879.79,7520.43,-640.64,10,8
002503,搜于特,1,8226.06,8950.39,-724.34,5,5
600615,ST丰华,1,1989.16,2807.39,-818.23,5,5
300530,达志科技,1,1179.23,2025.43,-846.2,5,4
600071,凤凰光学,1,1611.02,2460.36,-849.34,5,5
000058,深赛格,2,19872.0,20730.39,-858.39,8,7
002919,名臣健康,1,1868.62,3031.11,-1162.49,5,5
603530,神马电力,4,26094.36,27358.0,-1263.64,20,16
603327,福蓉科技,1,2911.84,4295.79,-1383.95,5,5
300775,三角防务,1,5862.09,7331.84,-1469.76,5,5
300689,澄天伟业,3,10559.12,12208.6,-1649.49,14,14
002957,科瑞技术,3,16610.97,18362.63,-1751.66,12,12
000723,美锦能源,2,47572.01,49541.39,-1969.38,7,8
603536,惠发食品,1,2028.11,3998.87,-1970.76,5,5
002553,南方轴承,1,8914.73,11110.48,-2195.74,5,5
300709,精研科技,1,2266.16,4597.39,-2331.23,5,5
603121,华培动力,3,12820.41,15163.67,-2343.26,14,15
300536,农尚环境,1,1249.13,3630.93,-2381.8,5,5
300469,信息发展,1,4015.93,6446.05,-2430.11,5,5
300350,华鹏飞,1,3054.08,5547.34,-2493.26,5,5
603662,柯力传感,2,6977.88,9508.66,-2530.78,9,10
300612,宣亚国际,1,3958.79,6605.49,-2646.7,5,5
002592,八菱科技,1,2713.15,5370.52,-2657.38,5,5
300207,欣旺达,1,15412.87,18128.33,-2715.46,5,2
000004,国农科技,1,3314.77,6035.01,-2720.24,5,5
300275,梅安森,1,1609.17,4809.07,-3199.91,5,5
300768,迪普科技,1,4065.58,7471.98,-3406.4,5,5
300067,安诺其,1,4727.95,8267.65,-3539.7,5,5
002671,龙泉股份,1,1577.2,5692.48,-4115.27,5,5
300419,浩丰科技,1,4865.3,9102.49,-4237.19,5,5
002057,中钢天源,1,8698.0,13123.69,-4425.69,5,5
300368,汇金股份,2,9405.8,13984.22,-4578.42,8,10
600640,号百控股,1,5819.07,10435.97,-4616.91,5,5
002316,亚联发展,1,2867.7,7669.03,-4801.33,5,5
002622,融钰集团,3,20859.32,25662.84,-4803.52,12,14
002945,华林证券,2,16823.75,21795.18,-4971.44,8,8
300384,三联虹普,1,6641.73,13301.37,-6659.64,5,5
300014,亿纬锂能,1,19937.22,26785.06,-6847.85,5,4
300270,中威电子,3,13236.81,20161.26,-6924.45,14,12
600095,哈高科,1,8511.77,15442.19,-6930.42,5,5
300738,奥飞数据,2,23434.62,30422.83,-6988.21,11,12
002194,武汉凡谷,4,96364.94,103886.12,-7521.18,13,14
002476,宝莫股份,2,12799.21,21269.29,-8470.08,10,10
002537,海联金汇,2,32358.06,41090.34,-8732.28,11,13
002828,贝肯能源,2,16019.7,25427.17,-9407.47,10,12
300061,康旗股份,3,11450.37,21525.96,-10075.6,14,15
300783,三只松鼠,1,55021.28,66046.24,-11024.96,6,5
600521,华海药业,1,10099.88,29569.36,-19469.48,5,4
601717,郑煤机,1,8228.54,28287.76,-20059.22,5,5
300448,浩云科技,2,44959.05,65351.14,-20392.09,12,8
002819,东方中科,4,33914.52,66364.92,-32450.4,19,18
