RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
1,广州金逸--无锡光美金逸影城,209294.70,70,5209,40.18,74.41,36.140983
2,杭州博纳国际影城大悦城店,59522.05,70,1497,39.76,21.39,13.732799
3,Jackie Chan北京耀莱,57638.53,124,1471,39.18,11.86,5.729243
4,金棕榈东尚国际影城,54146.84,88,1204,44.97,13.68,13.092648
5,首都电影院西单店,53863.02,82,1114,48.35,13.59,9.443650
6,杭州市博纳国际影城西溪IMAX店,51366.01,62,1282,40.07,20.68,13.004666
7,广州飞扬影城（正佳分店）,48472.04,66,1020,47.52,15.45,7.028343
8,南京新街口国际影城,47978.03,105,1448,33.13,13.79,10.061450
9,深圳市博纳国际影城海航城IMAX店,46986.17,49,1158,40.58,23.63,12.495784
10,上海周浦万达广场店,46179.65,46,1203,38.39,26.15,19.058264
11,石家庄金棕榈澳怡国际影城,45896.04,68,1518,30.23,22.32,31.276398
12,金逸北京大悦城IMAX店,44251.83,55,750,59.00,13.64,7.549543
13,北京寰映合生汇店,43194.67,65,776,55.66,11.94,9.036682
14,石家庄市金棕榈国际影城藁城北国店,43120.91,59,1193,36.14,20.22,15.033709
15,中影国际影城珠海华发2店,43025.01,59,1138,37.81,19.29,12.262006
16,辛集市金棕榈国际影城北国店,42644.95,41,1231,34.64,30.02,35.828627
17,平山县金棕榈国际影城（平山北国店）,42168.98,60,1224,34.45,20.40,30.126582
18,宁波市博纳国际影城（宏泰店）,41495.04,30,1042,39.82,34.73,16.579156
19,德纳国际影城杭州萧山店,41488.83,96,964,43.04,10.04,7.956946
20,厦门金逸影城五缘湾店,41316.24,59,1184,34.90,20.07,19.674310
21,厦门博纳国际影城,40734.96,52,995,40.94,19.13,12.322199
22,SFC上影影城（港汇恒隆永华店）,40645.86,75,702,57.90,9.36,6.970886
23,中影国际影城武汉光谷天河店,40630.00,48,1306,31.11,27.21,13.536484
24,泉州美逸影城润柏店,39926.85,42,1326,30.11,31.57,22.686056
25,长沙横店潇湘王府井影城,39919.84,75,1209,33.02,16.12,10.170347
26,太原博纳国际影城,39881.02,63,979,40.74,15.54,9.586479
27,UME影城（北京双井店）,39846.03,65,723,55.11,11.12,6.668511
28,上海百丽宫影城（环贸iapm店）,39162.98,41,571,68.59,13.93,7.988620
29,平谷区影剧院,38730.00,10,1291,30.00,129.10,51.847389
30,长春吉视迅驰影城,38669.99,42,1281,30.19,30.50,15.620998
31,大连华臣影城(西安路店),38465.38,29,1104,34.84,38.07,27.441587
32,武商摩尔国际电影城,38108.11,115,1127,33.81,9.80,6.397849
33,耳东影城上海怡丰城店,36592.05,58,2195,16.67,37.84,23.587496
34,上海五角场万达广场店,36194.34,71,843,42.94,11.87,6.039799
35,大连市博纳影城亿合城店,36109.21,52,952,37.93,18.31,11.752441
36,金逸北京荟聚IMAX店,36050.37,69,707,50.99,10.25,5.130184
37,济南万达影城世茂广场店,36038.63,77,921,39.13,11.96,4.975128
38,上海市博悦汇影城,35801.01,36,830,43.13,23.06,19.747799
39,博纳国际影城温州5050IMAX店,35747.24,59,753,47.47,12.76,10.469821
40,西安博纳新天地影城,35745.96,54,959,37.27,17.76,8.076469
41,上海市星光影城亚新生活广场店,35420.93,59,847,41.82,14.36,9.841256
42,深圳博纳时代影城,34788.99,65,862,40.36,13.26,8.568115
43,淮安博纳国际影城（茂业店）,34754.63,58,913,38.07,15.74,11.557547
44,深圳市百老汇电影中心影城,34736.06,49,697,49.84,14.22,7.798514
45,首都电影院昌平店,34673.03,54,874,39.67,16.19,12.855587
46,CGV影城 深圳壹方城店,34219.85,73,526,65.06,7.21,4.130290
47,宁波市博纳国际影城东银泰店,34216.02,45,862,39.69,19.16,10.093676
48,广州飞扬影城,34094.99,59,726,46.96,12.31,5.558479
49,北京通州万达广场店,33951.14,80,617,55.03,7.71,4.912420
50,UME影城（北京华星店）,33718.05,43,683,49.37,15.88,8.431968
51,中影国际影城海口上邦店,33525.74,77,1110,30.20,14.42,10.584129
52,南宁沃美影城,33451.42,61,696,48.06,11.41,5.798335
53,江阴博纳八佰伴蓝海影城,33402.46,38,862,38.75,22.68,16.286099
54,金逸影城北京中关村店,33289.08,52,748,44.50,14.38,10.980622
55,博纳丽丰蓝海影城,33158.05,35,864,38.38,24.69,16.294200
56,博纳国际影城惠州龙光城店,32854.00,28,845,38.88,30.18,18.125268
57,卢米埃北京长楹天街IMAX影城,32646.87,52,659,49.54,12.67,5.930312
58,北京博纳悠唐国际影城,32247.02,49,675,47.77,13.78,8.130570
59,武汉横店影视电影城,32175.26,80,1116,28.83,13.95,11.747368
60,重庆博纳国际影城星光天地店,32106.01,29,840,38.22,28.97,22.528735
61,中都影城广州时光里店,31702.00,90,894,35.46,9.93,16.058506
62,上海和平影都,31670.98,46,695,45.57,15.11,9.359368
63,武汉汉街万达广场店,31298.03,78,860,36.39,11.03,7.565627
64,北京市莱纳恒泰影城,31268.48,67,764,40.93,11.40,8.446655
65,成都市峨影·1958电影城,31017.03,55,1123,27.62,20.42,11.460158
66,北京博纳国际影城密云店,30797.03,44,813,37.88,18.48,11.964931
67,金逸上海龙之梦IMAX店,30767.23,68,581,52.96,8.54,4.728344
68,海淀西杉创意园--中间影院,30393.00,30,971,31.30,32.37,21.434878
69,厦门万达影城SM广场店,30339.15,47,664,45.69,14.13,7.968865
70,长沙市中影星美国际影城万家丽店,30331.95,111,988,30.70,8.90,8.467561
71,深圳博纳国际影城龙华店,29984.99,60,756,39.66,12.60,9.081081
72,北京嘉华国际影城,29792.99,54,736,40.48,13.63,6.780910
73,大连经开万达广场店,29782.09,59,772,38.58,13.08,7.986619
74,南宁市新民族影城,29293.94,55,798,36.71,14.51,6.150815
75,卢米埃温州万象城IMAX影城,29045.18,38,714,40.68,18.79,10.467673
76,东莞虎门万达广场店,29002.84,60,682,42.53,11.37,6.443688
77,深圳市CINESKY新天影院(壹方天地IMAX店),28936.01,62,646,44.79,10.42,5.387463
78,福州燕林影城（大学城店）,28829.02,30,714,40.38,23.80,19.833333
79,红星太平洋影城北京太阳宫店,28722.06,59,615,46.70,10.42,6.355932
80,成都太平洋电影城,28584.54,75,937,30.51,12.49,10.205990
81,北京市金泉港国际影城,28318.96,126,542,52.25,4.30,3.264666
82,星美影商城贵阳鸿通城店,28264.98,64,904,31.27,14.13,8.178922
83,广州天河影城,28068.00,62,695,40.39,11.21,7.808598
