code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000004,国农科技,10,9349.78,3314.77,6035.01,日涨幅偏离值达到7%的前五只证券,0.27,0.49,2019-09-19
000038,深大通,-8.0717,8947.35,4968.68,3978.68,日跌幅偏离值达到7%的前五只证券,0.08,0.07,2019-09-19
000058,深赛格,-9.668,15097.63,6611.20,8486.42,日跌幅偏离值达到7%的前五只证券,0.08,0.11,2019-09-19
000068,华控赛格,-6.2893,2936.57,1342.42,1594.15,日跌幅偏离值达到7%的前五只证券,0.06,0.08,2019-09-19
000536,华映科技,-6.3492,8321.69,4726.74,3594.95,日跌幅偏离值达到7%的前五只证券,0.10,0.07,2019-09-19
000796,凯撒旅游,9.9541,2215.36,1234.00,981.36,日涨幅偏离值达到7%的前五只证券,0.22,0.18,2019-09-19
000799,酒鬼酒,5.6392,56923.89,30695.65,26228.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.07,2019-09-19
000868,*ST安凯,5.0279,1720.05,1383.17,336.88,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.89,0.22,2019-09-19
000868,*ST安凯,5.0279,1720.05,1383.17,336.88,异常期间价格涨幅偏离值累计达到15.72%,0.89,0.22,2019-09-19
002018,华信退,-9.7561,22.57,11.17,11.39,退市整理期,0.98,1.00,2019-09-19
002194,武汉凡谷,-8.6038,30518.10,13006.21,17511.89,日跌幅偏离值达到7%的前五只证券,0.09,0.12,2019-09-19
002316,亚联发展,-7.3515,10536.74,2867.71,7669.03,日跌幅偏离值达到7%的前五只证券,0.07,0.19,2019-09-19
002428,云南锗业,9.9778,17285.90,9424.50,7861.40,日涨幅偏离值达到7%的前五只证券,0.14,0.12,2019-09-19
002477,雏鹰退,0,607.17,243.62,363.54,退市整理期,0.39,0.59,2019-09-19
002671,龙泉股份,-7.393,5309.20,1300.29,4008.91,日跌幅偏离值达到7%的前五只证券,0.08,0.25,2019-09-19
002692,ST远程,-4.9587,4906.83,2835.40,2071.43,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.34,0.25,2019-09-19
002819,东方中科,9.9866,8884.28,4923.26,3961.02,日振幅值达到15%的前五只证券,0.06,0.05,2019-09-19
002819,东方中科,9.9866,8884.28,4923.26,3961.02,日涨幅偏离值达到7%的前五只证券,0.06,0.05,2019-09-19
002819,东方中科,9.9866,8884.28,4923.26,3961.02,日换手率达到20%的前五只证券,0.06,0.05,2019-09-19
002828,贝肯能源,-6.2715,6164.54,2578.45,3586.09,日跌幅偏离值达到7%的前五只证券,0.08,0.11,2019-09-19
002902,铭普光磁,0.7145,15763.78,5867.20,9896.58,日换手率达到20%的前五只证券,0.04,0.07,2019-09-19
002915,中欣氟材,10.0063,7733.25,5805.96,1927.29,日涨幅偏离值达到7%的前五只证券,0.12,0.04,2019-09-19
002915,中欣氟材,10.0063,7733.25,5805.96,1927.29,日换手率达到20%的前五只证券,0.12,0.04,2019-09-19
002917,金奥博,9.9947,10855.05,5183.06,5671.99,日振幅值达到15%的前五只证券,0.08,0.08,2019-09-19
002917,金奥博,9.9947,10855.05,5183.06,5671.99,日涨幅偏离值达到7%的前五只证券,0.08,0.08,2019-09-19
002917,金奥博,9.9947,10855.05,5183.06,5671.99,日换手率达到20%的前五只证券,0.08,0.08,2019-09-19
002959,小熊电器,10,15169.33,7521.88,7647.45,日涨幅偏离值达到7%的前五只证券,0.09,0.09,2019-09-19
002959,小熊电器,10,15169.33,7521.88,7647.45,日换手率达到20%的前五只证券,0.09,0.09,2019-09-19
300052,中青宝,2.2488,11949.84,4469.79,7480.05,日振幅值达到15%的前五只证券,0.05,0.08,2019-09-19
300061,康旗股份,-5.7569,11742.19,2387.40,9354.79,日跌幅偏离值达到7%的前五只证券,0.06,0.23,2019-09-19
300063,天龙集团,-6.8862,3224.16,1448.35,1775.81,日跌幅偏离值达到7%的前五只证券,0.14,0.17,2019-09-19
300207,欣旺达,10.014,25843.08,11552.98,14290.10,日涨幅偏离值达到7%的前五只证券,0.17,0.21,2019-09-19
300212,易华录,9.9966,22117.01,11512.93,10604.08,日涨幅偏离值达到7%的前五只证券,0.13,0.12,2019-09-19
300353,东土科技,-9.9749,10159.59,5994.85,4164.74,日跌幅偏离值达到7%的前五只证券,0.06,0.04,2019-09-19
300368,汇金股份,-5.5195,10486.62,3934.33,6552.30,日跌幅偏离值达到7%的前五只证券,0.09,0.15,2019-09-19
300379,东方通,9.9924,39637.14,22210.46,17426.67,日涨幅偏离值达到7%的前五只证券,0.14,0.11,2019-09-19
300474,景嘉微,10.006,21177.06,12930.36,8246.69,日涨幅偏离值达到7%的前五只证券,0.21,0.13,2019-09-19
300594,朗进科技,5.1482,2729.49,1297.33,1432.15,日换手率达到20%的前五只证券,0.06,0.06,2019-09-19
300615,欣天科技,-1.324,3754.87,1960.30,1794.57,日换手率达到20%的前五只证券,0.05,0.04,2019-09-19
300775,三角防务,8.3596,9786.37,4226.60,5559.77,日换手率达到20%的前五只证券,0.06,0.08,2019-09-19
300781,因赛集团,2.3132,6452.48,2467.75,3984.73,日换手率达到20%的前五只证券,0.05,0.08,2019-09-19
