broker,count,bamount,bcount,samount,scount,top3
华福证券有限责任公司漳州延安北路证券营业部,2,916.68,1,127.37,1,"珠海中富,特力A"
中国中投证券有限责任公司南京太平南路证券营业部,2,3449.78,2,0.0,0,"迈瑞医疗,顺利办"
中国中投证券有限责任公司无锡清扬路证券营业部,24,11262.21,12,9169.97,12,"新疆浩源,张江高科,光洋股份,"
华泰证券股份有限公司台州中心大道证券营业部,17,15129.46,9,9714.32,8,"新疆浩源,金鸿控股,锋龙股份,"
国泰君安证券股份有限公司深圳海岸城海德三道证券营业部,1,2744.29,1,0.0,0,京蓝科技
平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,21,6379.76,11,3058.55,10,"京蓝科技,永吉股份,昂利康,"
华泰证券股份有限公司上海徐汇区天钥桥路证券营业部,7,7770.16,6,2471.13,1,"刚泰控股,张江高科,金鸿控股,"
华泰证券股份有限公司常熟金沙江路证券营业部,3,911.78,2,1616.75,1,"顺利办,天业通联,九鼎投资"
申万宏源证券有限公司扬州扬子江中路证券营业部,2,1110.24,2,0.0,0,"上海物贸,大通燃气"
光大证券股份有限公司湛江海滨大道南证券营业部,7,9181.52,7,0.0,0,"方正科技,长源电力,京蓝科技,"
国泰君安证券股份有限公司深圳松岗证券营业部,2,857.58,1,346.26,1,珠海中富
中信建投证券股份有限公司南昌榕门路证券营业部,2,1202.48,1,531.38,1,"金鸿控股,兴瑞科技"
光大证券股份有限公司奉化南山路证券营业部,8,3462.71,5,2646.1,3,"恒立实业,特力A,大通燃气,"
中航证券有限公司广州天河北路证券营业部,8,4517.17,4,3743.71,4,"京蓝科技,永吉股份,华仪电气,"
中国银河证券股份有限公司西安和平路证券营业部,1,749.89,1,0.0,0,珠海中富
华泰证券股份有限公司湖南分公司,6,2925.64,3,2326.27,3,"ST升达,金鸿控股,锐奇股份,"
国泰君安证券股份有限公司济南胜利大街证券营业部,1,498.55,1,0.0,0,顺利办
东兴证券股份有限公司福州五一北路证券营业部,7,1501.73,5,609.18,2,"天奥电子,昂利康,大通燃气,"
中国中投证券有限责任公司广州体育东路证券营业部,2,1100.44,1,431.56,1,"京蓝科技,德美化工"
长城证券股份有限公司广东分公司,1,550.94,1,0.0,0,珠海中富
深股通专用,21,3078.08,9,9511.79,12,"金鸿控股,华闻传媒,阳光电源,"
广发证券股份有限公司上海分公司,3,0.0,0,12388.94,3,"华西股份,京蓝科技"
新时代证券股份有限公司深圳科苑路证券营业部,2,805.33,2,0.0,0,"珠海中富,阳光股份"
国金证券股份有限公司上海浦东新区芳甸路证券营业部,1,293.63,1,0.0,0,大通燃气
平安证券股份有限公司浙江分公司,4,3194.64,2,1467.09,2,"首航节能,美格智能,顺利办"
万联证券股份有限公司上海富贵东路证券营业部,1,0.0,0,875.43,1,大通燃气
平安证券股份有限公司天津绍兴道证券营业部,1,0.0,0,783.06,1,顺利办
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,133,51778.21,73,32376.9,60,"长城证券,金力永磁,亚夏汽车,"
中信证券股份有限公司鞍山胜利路证券营业部,1,0.0,0,383.27,1,珠海中富
华泰证券股份有限公司常州和平北路证券营业部,2,0.0,0,969.62,2,"山东路桥,大通燃气"
申万宏源证券有限公司厦门分公司,1,0.0,0,624.49,1,顺利办
中信证券股份有限公司常州环府路证券营业部,1,0.0,0,471.71,1,大通燃气
平安证券股份有限公司广西分公司,7,4529.66,6,358.31,1,"麦达数字,德新交运,绿庭投资,"
中信证券股份有限公司宁波甬江大道证券营业部,1,0.0,0,534.06,1,顺利办
平安证券股份有限公司上海分公司,4,426.95,1,1625.79,3,"兴瑞科技,大通燃气,刚泰控股,"
东莞证券股份有限公司东莞虎门分公司,1,0.0,0,301.58,1,珠海中富
招商证券股份有限公司上海牡丹江路证券营业部,1,0.0,0,314.56,1,金鸿控股
国泰君安证券股份有限公司益阳益阳大道证券营业部,1,0.0,0,724.49,1,京蓝科技
中原证券股份有限公司濮阳中原路证券营业部,1,0.0,0,311.53,1,大通燃气
广发证券股份有限公司辽阳民主路证券营业部,2,332.03,1,294.88,1,"乔治白,珠海中富"
湘财证券股份有限公司上海陆家嘴证券营业部,6,828.9,3,2830.04,3,"九有股份,蠡湖股份,美格智能,"
华鑫证券有限责任公司上海茅台路证券营业部,2,0.0,0,445.36,2,新光圆成
华鑫证券有限责任公司西安科技路证券营业部,2,0.0,0,116.96,2,新光圆成
国泰君安证券股份有限公司顺德大良证券营业部,15,23464.88,9,7741.43,6,"露笑科技,凯瑞德,寒锐钴业,"
华泰证券股份有限公司上海武定路证券营业部,7,5768.3,4,3492.53,3,"奥马电器,中关村,*ST工新,"
西藏东方财富证券股份有限公司浙江分公司,1,1303.5,1,0.0,0,凯瑞德
兴业证券股份有限公司厦门穆厝路证券营业部,4,734.46,2,1099.1,2,"中关村,海泰发展"
宏信证券有限责任公司泸州江阳中路证券营业部,7,2768.79,3,3768.81,4,"长城动漫,凯瑞德,万方发展,"
海通证券股份有限公司珠海九洲大道东证券营业部,3,406.12,1,897.53,2,中关村
长江证券股份有限公司上海世纪大道证券营业部,8,14629.56,5,10982.17,3,"露笑科技,迈瑞医疗,华仪电气,"
国泰君安证券股份有限公司成都北一环路证券营业部,13,5611.82,6,6552.75,7,"凯瑞德,华塑控股,东湖高新,"
方正证券股份有限公司长沙黄兴中路证券营业部,4,1352.29,3,250.2,1,"春兴精工,斯太尔,中关村,"
兴业证券股份有限公司深圳分公司,5,8930.95,4,3746.26,1,"露笑科技,首航节能,摩登大道,"
华泰证券股份有限公司北京广渠门内大街证券营业部,8,3921.49,5,2952.9,3,"市北高新,凯瑞德,日出东方,"
国泰君安证券股份有限公司上海九江路证券营业部,3,1767.83,2,376.73,1,"电广传媒,中关村"
华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,25,57708.32,18,10356.75,7,"首航节能,瀚叶股份,天风证券,"
东方证券股份有限公司深圳金田路证券营业部,1,0.0,0,1135.74,1,凯瑞德
国信证券股份有限公司揭阳揭东证券营业部,3,0.0,0,1018.06,3,"中关村,钱江水利"
华安证券股份有限公司重庆分公司,1,0.0,0,27714.6,1,露笑科技
中泰证券股份有限公司南京中山南路证券营业部,1,0.0,0,693.0,1,凯瑞德
国信证券股份有限公司义乌稠江街道总部经济园证券营业部,1,0.0,0,351.05,1,中关村
平安证券股份有限公司北京东花市证券营业部,4,1160.05,1,2447.68,3,"九鼎投资,凯瑞德,迈为股份"
海通证券股份有限公司上海牡丹江路证券营业部,2,0.0,0,688.75,2,中关村
东莞证券股份有限公司北京分公司,3,968.51,1,9240.61,2,"群兴玩具,露笑科技,南京聚隆"
国泰君安证券股份有限公司成都顺城大街证券营业部,2,0.0,0,724.77,2,"凯瑞德,汇源通信"
东兴证券股份有限公司北京复兴路证券营业部,1,0.0,0,279.35,1,中关村
华安证券股份有限公司重庆双龙大道证券营业部,1,0.0,0,6672.04,1,露笑科技
中国银河证券股份有限公司邢台清河证券营业部,1,0.0,0,417.33,1,凯瑞德
国金证券股份有限公司上海奉贤区金碧路证券营业部,23,5815.53,13,5883.88,10,"长城证券,泰嘉股份,康泰生物,"
中信建投证券股份有限公司北京望京中环南路证券营业部,1,0.0,0,4451.84,1,露笑科技
安信证券股份有限公司上海樱花路证券营业部,3,2435.87,3,0.0,0,"首航节能,东方海洋"
中银国际证券股份有限公司深圳中心四路证券营业部,2,49.88,2,0.0,0,"首航节能,天银机电"
华西证券股份有限公司北京紫竹院路证券营业部,1,23.91,1,0.0,0,首航节能
天风证券股份有限公司深圳平安金融中心证券营业部,9,1172.4,2,15521.02,7,"翔港科技,万达电影,首航节能,"
华鑫证券有限责任公司乐清双雁路证券营业部,8,1030.42,2,3415.58,6,"实丰文化,惠威科技,首航节能"
安信证券股份有限公司上海陆家嘴东路证券营业部,3,0.0,0,2580.42,3,"摩登大道,首航节能"
长江证券股份有限公司上海东明路证券营业部,6,5806.29,4,2609.11,2,"新疆浩源,电子城,华金资本"
华泰证券股份有限公司上海普陀区江宁路证券营业部,3,11046.02,2,571.0,1,"奥马电器,金力永磁"
华泰证券股份有限公司上海共和新路证券营业部,7,12645.09,5,1214.86,2,"奥马电器,新朋股份,金奥博,"
中信证券股份有限公司上海分公司,9,6393.82,3,5975.86,6,"乔治白,张江高科,群兴玩具,"
华泰证券股份有限公司厦门厦禾路证券营业部,11,3196.16,5,3848.87,6,"新疆浩源,融钰集团,大烨智能,"
国联证券股份有限公司湖北分公司,5,14434.21,3,8000.45,2,"泰嘉股份,翔港科技"
华泰证券股份有限公司无锡解放西路证券营业部,4,12147.52,4,0.0,0,"奥马电器,麦达数字,华西股份"
长城证券股份有限公司仙桃钱沟路证券营业部,12,6877.67,8,5816.33,4,"乔治白,*ST天马,*ST德奥,"
华泰证券股份有限公司无锡金融一街证券营业部,7,4858.98,5,1636.97,2,"深南股份,鲁信创投,正海生物,"
长城证券股份有限公司天台劳动路证券营业部,2,1567.23,1,1410.41,1,泰嘉股份
财通证券股份有限公司温岭中华路证券营业部,7,3289.67,3,3715.25,4,"华仪电气,乔治白,九鼎投资,"
平安证券股份有限公司乌鲁木齐人民路证券营业部,2,0.0,0,1443.01,2,"新疆浩源,渤海股份"
恒泰证券股份有限公司杭州富春路证券营业部,3,2764.03,2,1243.49,1,泰嘉股份
光大证券股份有限公司宁波甬江大道证券营业部,4,4725.96,3,2290.0,1,"奥马电器,华仪电气,方正科技"
华泰证券股份有限公司南京江宁金箔路证券营业部,7,2708.77,4,2027.13,3,"乔治白,群兴玩具,市北高新,"
方正证券股份有限公司温州小南路证券营业部,4,3613.9,3,820.76,1,"翔港科技,泰嘉股份"
中国国际金融股份有限公司上海分公司,2,0.0,0,30123.7,2,奥马电器
华鑫证券有限责任公司南京中山北路证券营业部,6,2860.98,3,3419.94,3,"民丰特纸,乔治白,雅运股份,"
申万宏源西部证券有限公司乌鲁木齐解放南路证券营业部,1,0.0,0,255.15,1,新疆浩源
湘财证券股份有限公司台州祥和路证券营业部,4,1268.17,2,1929.2,2,"泰嘉股份,日出东方,丝路视觉"
华泰证券股份有限公司成都人民南路证券营业部,5,1581.77,2,2154.8,3,"创业黑马,深南股份,乔治白,"
广发证券股份有限公司梅州蕉岭证券营业部,1,0.0,0,233.2,1,新疆浩源
中信建投证券股份有限公司福清田乾路证券营业部,2,0.0,0,8845.74,2,泰嘉股份
长江证券股份有限公司荆州北京西路证券营业部,3,1395.26,2,713.47,1,"弘业股份,万方发展,乔治白"
东吴证券股份有限公司苏州相城采莲路证券营业部,1,0.0,0,212.46,1,新疆浩源
长江证券股份有限公司武汉金融港证券营业部,3,1755.65,1,3836.38,2,泰嘉股份
海通证券股份有限公司南京广州路营业部,13,5008.85,6,5782.63,7,"华仪电气,新朋股份,美尔雅,"
国泰君安证券股份有限公司长沙五一东路证券营业部,1,0.0,0,2500.04,1,奥马电器
联储证券有限责任公司济南经七路证券营业部,5,4843.72,3,2947.19,2,"泰嘉股份,翔港科技"
中国中投证券有限责任公司上海法华镇路证券营业部,1,0.0,0,466.5,1,万达电影
华创证券有限责任公司上海芦恒路证券营业部,2,3774.14,1,815.76,1,"翔港科技,泰嘉股份"
西藏东方财富证券股份有限公司杭州和汇路证券营业部,7,7528.63,4,6011.94,3,"实丰文化,美格智能,惠威科技"
长江证券股份有限公司浙江分公司,9,7595.94,5,6153.72,4,"惠威科技,美格智能,实丰文化"
中信建投证券股份有限公司广州云城南三路证券营业部,6,3268.97,3,4303.29,3,"天奥电子,万兴科技,东湖高新,"
中国银河证券股份有限公司杭州新塘路证券营业部,3,1617.55,1,2755.27,2,"兴瑞科技,金力永磁"
中信证券股份有限公司上海溧阳路证券营业部,8,5166.0,5,2826.54,3,"宏达矿业,实丰文化,雏鹰农牧,"
中原证券股份有限公司北京酒仙桥路证券营业部,4,3117.85,2,2681.45,2,"金力永磁,兴瑞科技"
长江证券股份有限公司台州市府大道证券营业部,4,2474.61,2,1773.87,2,"实丰文化,惠威科技"
华泰证券股份有限公司成都晋阳路证券营业部,3,1051.2,2,1375.24,1,"德美化工,天奥电子,群兴玩具"
华福证券有限责任公司永安新府路证券营业部,2,1222.67,1,970.58,1,兴瑞科技
广州证券股份有限公司丽水中山街证券营业部,18,15562.32,10,11536.62,8,"实丰文化,美格智能,惠威科技"
东莞证券股份有限公司四川分公司,11,2130.32,7,1530.38,4,"贤丰控股,春兴精工,紫江企业,"
中国银河证券股份有限公司重庆民族路证券营业部,3,1852.35,2,914.45,1,"兴瑞科技,上海三毛,德美化工"
安信证券股份有限公司福州儒江东路证券营业部,8,4914.48,4,4615.19,4,"美格智能,惠威科技,实丰文化"
中国银河证券股份有限公司佛山顺德乐从证券营业部,1,320.88,1,0.0,0,天奥电子
恒泰证券股份有限公司宁波甬江大道证券营业部,4,1844.7,2,1844.4,2,"雏鹰农牧,兴瑞科技"
招商证券股份有限公司上海娄山关路证券营业部,9,2653.34,3,3935.63,6,"实丰文化,美格智能,和晶科技,"
招商证券股份有限公司南京中山南路证券营业部,5,1183.13,2,2747.17,3,"科创信息,天奥电子,山东路桥"
财通证券股份有限公司杭州体育馆证券营业部,16,6832.33,9,6705.1,7,"复旦复华,群兴玩具,合肥城建,"
中信证券（山东）有限责任公司青岛标山路证券营业部,1,0.0,0,533.85,1,天奥电子
安信证券股份有限公司上海杨浦区殷行路证券营业部,3,2160.08,2,1739.61,1,"钱江生化,康泰生物,兴瑞科技"
国金证券股份有限公司南京江东中路证券营业部,1,0.0,0,392.68,1,天奥电子
光大证券股份有限公司金华宾虹路证券营业部,1,0.0,0,1261.91,1,兴瑞科技
国盛证券有限责任公司温州百里东路证券营业部,7,2775.41,4,2098.77,3,"实丰文化,创业黑马,惠威科技"
光大证券股份有限公司宁波中山西路证券营业部,5,1510.33,2,2538.08,3,"雅运股份,德美化工,兴瑞科技,"
东兴证券股份有限公司泉州丰泽街证券营业部,9,3734.9,6,2265.32,3,"恒立实业,融捷股份,万方发展,"
西南证券股份有限公司杭州庆春东路证券营业部,1,0.0,0,975.55,1,兴瑞科技
华泰证券股份有限公司上海浦东新区福山路证券营业部,4,3995.15,2,1229.22,2,"长城证券,*ST三维,首航节能,"
华泰证券股份有限公司深圳深南大道证券营业部,3,811.76,1,994.8,2,"昂利康,阳光股份"
中泰证券股份有限公司武汉宝丰路证券营业部,6,12424.33,5,1948.58,1,"奥马电器,长城证券,宏图高科,"
华福证券有限责任公司厦门湖滨南路证券营业部,8,6310.71,4,5134.99,4,"天风证券,长城证券,科创信息,"
中天证券股份有限公司天津新开路证券营业部,2,362.9,1,321.65,1,昂利康
中信证券股份有限公司金华分公司,2,623.21,2,0.0,0,"昂利康,华塑控股"
中国银河证券股份有限公司绍兴证券营业部,4,3060.81,2,5331.01,2,"维宏股份,宏达矿业,长城证券,"
华创证券有限责任公司杭州伟业路证券营业部,1,0.0,0,597.8,1,昂利康
太平洋证券股份有限公司许昌建安大道证券营业部,3,2488.54,1,4381.07,2,"金力永磁,长城证券"
平安证券股份有限公司四川分公司,2,129.99,1,493.48,1,"*ST毅达,昂利康"
中国国际金融股份有限公司北京建国门外大街证券营业部,3,0.0,0,4999.01,3,"昂利康,海南橡胶,瀚叶股份"
财达证券股份有限公司唐山国防道证券营业部,2,637.77,1,455.71,1,"捷昌驱动,昂利康"
华泰证券股份有限公司淮安分公司,6,5167.18,4,925.64,2,"金通灵,寒锐钴业,惠威科技,"
光大证券股份有限公司重庆大坪正街证券营业部,2,3865.66,2,0.0,0,"中国高科,锐奇股份"
华鑫证券有限责任公司上海红宝石路证券营业部,7,1353.9,1,2347.26,6,"金通灵,丝路视觉,融钰集团,"
华泰证券股份有限公司苏州何山路证券营业部,1,820.58,1,0.0,0,金通灵
海通证券股份有限公司北京中关村南大街证券营业部,4,1622.31,3,652.8,1,"凯瑞德,锐奇股份,合金投资"
中信证券股份有限公司温岭万昌中路证券营业部,3,1314.35,2,987.07,1,"九鼎投资,锐奇股份"
中泰证券股份有限公司上海建国中路证券营业部,8,4256.98,6,2171.01,2,"新疆浩源,金通灵,天华超净,"
方正证券股份有限公司杭州中河中路证券营业部,1,512.3,1,0.0,0,锐奇股份
方正证券股份有限公司上海杨高南路证券营业部,23,11583.21,13,9175.47,10,"大烨智能,万方发展,德美化工,"
华鑫证券有限责任公司杭州飞云江路证券营业部,19,8601.77,10,8558.26,9,"群兴玩具,新疆浩源,恒立实业,"
