code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000517,荣安地产,9.9585,5285.32,3417.32,1868.00,日涨幅偏离值达到7%的前五只证券,0.19,0.11,2018-12-19
000533,万家乐,7.9027,9763.86,3494.35,6269.51,日涨幅偏离值达到7%的前五只证券,0.12,0.22,2018-12-19
000609,中迪投资,9.9631,4700.80,2357.25,2343.55,日涨幅偏离值达到7%的前五只证券,0.23,0.23,2018-12-19
000610,西安旅游,10,7176.65,3608.67,3567.98,日涨幅偏离值达到7%的前五只证券,0.07,0.07,2018-12-19
000610,西安旅游,10,8740.16,5204.70,3535.46,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.06,2018-12-19
000610,西安旅游,10,7176.65,3608.67,3567.98,日换手率达到20%的前五只证券,0.07,0.07,2018-12-19
000979,中弘退,-4.1667,1265.12,820.35,444.78,退市整理期,0.36,0.20,2018-12-19
000981,银亿股份,6.469,17477.60,7713.86,9763.74,日涨幅偏离值达到7%的前五只证券,0.13,0.16,2018-12-19
002161,远望谷,-10.0629,2624.34,1168.82,1455.52,日跌幅偏离值达到7%的前五只证券,0.07,0.09,2018-12-19
002188,*ST巴士,5.0119,2852.65,1571.31,1281.34,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,0.20,0.17,2018-12-19
002243,通产丽星,10,13022.15,6549.58,6472.57,日振幅值达到15%的前五只证券,0.08,0.08,2018-12-19
002243,通产丽星,10,13022.15,6549.58,6472.57,日涨幅偏离值达到7%的前五只证券,0.08,0.08,2018-12-19
002252,上海莱士,-9.9881,6390.44,2605.75,3784.70,日跌幅偏离值达到7%的前五只证券,0.32,0.47,2018-12-19
002571,德力股份,9.9792,8247.74,3503.10,4744.64,日涨幅偏离值达到7%的前五只证券,0.25,0.34,2018-12-19
002787,华源控股,-9.0909,1813.25,1143.36,669.89,日跌幅偏离值达到7%的前五只证券,0.16,0.10,2018-12-19
002845,同兴达,9.9721,4947.00,2858.34,2088.66,日涨幅偏离值达到7%的前五只证券,0.25,0.18,2018-12-19
002862,实丰文化,9.9911,7864.39,4323.80,3540.58,日涨幅偏离值达到7%的前五只证券,0.17,0.14,2018-12-19
002862,实丰文化,9.9911,14630.96,8759.10,5871.86,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.15,0.10,2018-12-19
002862,实丰文化,9.9911,7864.39,4323.80,3540.58,日换手率达到20%的前五只证券,0.17,0.14,2018-12-19
002927,泰永长征,9.9961,6040.59,3227.01,2813.59,日涨幅偏离值达到7%的前五只证券,0.13,0.11,2018-12-19
002927,泰永长征,9.9961,7296.12,4318.29,2977.82,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.06,2018-12-19
002927,泰永长征,9.9961,6040.59,3227.01,2813.59,日换手率达到20%的前五只证券,0.13,0.11,2018-12-19
002941,新疆交建,-6.7076,6346.70,3396.75,2949.96,日换手率达到20%的前五只证券,0.06,0.05,2018-12-19
002942,新农股份,-2.35,3595.85,2021.43,1574.43,日换手率达到20%的前五只证券,0.08,0.06,2018-12-19
002943,宇晶股份,-5.0508,6351.48,3105.31,3246.18,日换手率达到20%的前五只证券,0.09,0.10,2018-12-19
300146,汤臣倍健,-9.4207,49365.41,17087.65,32277.75,日跌幅偏离值达到7%的前五只证券,0.19,0.36,2018-12-19
300216,千山药机,9.9757,3517.56,2982.15,535.41,日涨幅偏离值达到7%的前五只证券,0.38,0.07,2018-12-19
