code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,0.42,2651.5613,2654.798,2665.9577,2666.0784,2644.8964,167940558,1441.434
000002,Ａ股指数,0.42,2776.5901,2779.9882,2791.6842,2791.822,2769.5943,167683765,1440.1107
000003,Ｂ股指数,0.3,284.2697,284.3212,285.1799,285.1799,283.7949,256793,1.3233
000008,综合指数,0.27,2571.4604,2574.5833,2581.6136,2582.3963,2565.4038,34618853,317.7034
000009,上证380,0.54,4138.0398,4144.1871,4166.3986,4166.8364,4124.5993,40491848,327.9088
000010,上证180,0.37,7312.7832,7317.6406,7344.3555,7344.7894,7289.9146,52323287,567.0543
000011,基金指数,0.1,5694.6031,5695.5534,5701.1219,5704.0752,5684.2408,41827558,295.013
000012,国债指数,0.06,168.8487,168.8322,168.9289,168.9374,168.8487,414490,3.9696
000016,上证50,0.32,2488.5753,2488.0567,2496.1425,2496.8141,2476.9076,23849605,307.2236
000017,新综指,0.42,2238.7204,2241.4589,2250.8895,2251.0012,2233.0766,167670734,1439.8507
000300,沪深300,0.21,3256.2282,3260.9502,3267.7095,3267.94,3243.6951,79415039,905.436
000905,中证500,0.47,4506.2466,4515.1735,4536.2104,4538.423,4492.0568,76280213,563.1556
399001,深证成指,0.19,7916.5509999999995,7938.468000000001,7953.721,7954.312,7890.658,22374763581,1860.7865
399002,深成指R,0.19,9569.261999999999,9595.754,9614.190999999999,9614.905999999999,9537.963,8655945506,838.1375
399003,成份Ｂ指,0.34,4580.465,4575.031,4590.443,4594.025,4552.947,6996398,0.4842
399004,深证100R,-0.13,4175.87,4190.835,4185.432,4193.378,4153.746,2630374387,352.3352
399005,中小板指,0.12,5263.276,5275.9130000000005,5282.008000000001,5289.443,5234.51,2060558151,248.4292
399006,创业板指,0.43,1370.2910000000002,1372.7939999999999,1378.754,1378.985,1366.487,1351749466,169.566
399008,中小300,0.31,1024.414,1026.882,1030.088,1030.3410000000001,1021.1289999999999,5004271789,444.4553
399100,新 指 数,0.4,6253.8,6267.875,6292.689,6292.689,6238.53,22000487400,1848.9223
399101,中小板综,0.44,8058.27,8073.505,8109.063,8109.503000000001,8035.469,10205154380,824.7252
399106,深证综指,0.43,1378.3670000000002,1381.547,1387.49,1387.49,1375.099,22374763581,1860.7865
399107,深证Ａ指,0.43,1441.371,1444.713,1450.9270000000001,1450.9270000000001,1437.9360000000001,22356809512,1860.0636
399108,深证Ｂ指,0.46,876.8430000000001,875.717,879.7080000000001,879.7080000000001,873.7689999999999,17954069,0.7228
399333,中小板R,0.12,5852.036999999999,5866.085999999999,5872.8640000000005,5881.13,5820.052,2060558151,248.4292
399606,创业板R,0.43,1435.443,1438.065,1444.308,1444.5510000000002,1431.4579999999999,1351749466,169.566
