code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
000004,国农科技,7.0968,1013.27,600.93,412.33,日涨幅偏离值达到7%的前五只证券,0.26,0.18,2018-12-14
000034,神州数码,-10.0064,18520.85,5095.44,13425.42,日跌幅偏离值达到7%的前五只证券,0.16,0.42,2018-12-14
000068,华控赛格,9.9432,4823.45,3442.68,1380.77,日涨幅偏离值达到7%的前五只证券,0.14,0.05,2018-12-14
000498,山东路桥,5.3704,8678.79,4074.18,4604.61,日涨幅偏离值达到7%的前五只证券,0.08,0.09,2018-12-14
000498,山东路桥,5.3704,8678.79,4074.18,4604.61,日换手率达到20%的前五只证券,0.08,0.09,2018-12-14
000536,华映科技,-10.0457,6554.28,2706.32,3847.96,日跌幅偏离值达到7%的前五只证券,0.14,0.20,2018-12-14
000755,山西路桥,6.8584,4292.64,1897.00,2395.65,日涨幅偏离值达到7%的前五只证券,0.12,0.15,2018-12-14
000979,中弘退,-3.7037,1459.09,633.72,825.37,退市整理期,0.23,0.30,2018-12-14
002007,华兰生物,-10.0105,55330.14,28228.00,27102.14,日跌幅偏离值达到7%的前五只证券,0.17,0.16,2018-12-14
002076,雪莱特,-9.9099,5905.55,2954.61,2950.94,日跌幅偏离值达到7%的前五只证券,0.09,0.09,2018-12-14
002213,特尔佳,10.0483,6358.70,3056.98,3301.72,日涨幅偏离值达到7%的前五只证券,0.11,0.12,2018-12-14
002213,特尔佳,10.0483,8030.57,4690.78,3339.79,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.12,0.09,2018-12-14
002243,通产丽星,10,1863.96,1664.69,199.27,日涨幅偏离值达到7%的前五只证券,1.00,0.12,2018-12-14
002243,通产丽星,10,2756.50,2408.12,348.38,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.14,2018-12-14
002252,上海莱士,-9.974,3600.72,1056.06,2544.66,日跌幅偏离值达到7%的前五只证券,0.41,1.00,2018-12-14
002331,皖通科技,-4.5902,5793.23,3121.42,2671.81,日振幅值达到15%的前五只证券,0.20,0.17,2018-12-14
002761,多喜爱,-10,10374.61,1446.59,8928.02,日跌幅偏离值达到7%的前五只证券,0.09,0.53,2018-12-14
002768,国恩股份,-9.7025,12967.39,4331.64,8635.76,日跌幅偏离值达到7%的前五只证券,0.13,0.26,2018-12-14
002856,美芝股份,-0.0401,5695.70,3735.21,1960.49,日换手率达到20%的前五只证券,0.20,0.10,2018-12-14
002860,星帅尔,9.9943,5137.63,3824.83,1312.79,日涨幅偏离值达到7%的前五只证券,0.31,0.11,2018-12-14
002882,金龙羽,10.0513,4344.53,2779.38,1565.14,日涨幅偏离值达到7%的前五只证券,0.15,0.09,2018-12-14
002887,绿茵生态,6.6786,1491.05,921.90,569.15,日涨幅偏离值达到7%的前五只证券,0.10,0.06,2018-12-14
002931,锋龙股份,2.7362,3119.28,1460.47,1658.81,日换手率达到20%的前五只证券,0.05,0.06,2018-12-14
002941,新疆交建,-6.0086,12384.23,4340.85,8043.38,日换手率达到20%的前五只证券,0.05,0.08,2018-12-14
002942,新农股份,-6.7871,8868.31,2959.08,5909.23,日换手率达到20%的前五只证券,0.07,0.13,2018-12-14
002943,宇晶股份,0.1,5167.66,2734.41,2433.25,日换手率达到20%的前五只证券,0.06,0.06,2018-12-14
300004,南风股份,-10.0642,1896.92,924.83,972.09,日跌幅偏离值达到7%的前五只证券,0.10,0.10,2018-12-14
300152,科融环境,10.1045,3782.06,2196.31,1585.75,日涨幅偏离值达到7%的前五只证券,0.15,0.11,2018-12-14
300259,新天科技,9.9315,7708.04,2963.67,4744.37,日涨幅偏离值达到7%的前五只证券,0.15,0.24,2018-12-14
300260,新莱应材,9.9581,3193.75,1839.61,1354.13,日涨幅偏离值达到7%的前五只证券,0.30,0.22,2018-12-14
300674,宇信科技,-7.4205,4746.53,2278.71,2467.82,日换手率达到20%的前五只证券,0.07,0.08,2018-12-14
300746,汉嘉设计,10.0248,8744.43,5350.54,3393.89,日涨幅偏离值达到7%的前五只证券,0.09,0.05,2018-12-14
300746,汉嘉设计,10.0248,11010.88,6992.39,4018.49,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.05,2018-12-14
300746,汉嘉设计,10.0248,8744.43,5350.54,3393.89,日换手率达到20%的前五只证券,0.09,0.05,2018-12-14
300748,金力永磁,2.9748,2643.88,1336.10,1307.78,日换手率达到20%的前五只证券,0.05,0.05,2018-12-14
300749,顶固集创,-5.8233,3018.11,1648.47,1369.65,日换手率达到20%的前五只证券,0.08,0.06,2018-12-14
300752,隆利科技,0.1515,9748.99,4651.36,5097.63,日换手率达到20%的前五只证券,0.09,0.10,2018-12-14
300753,爱朋医疗,10.022,34.91,27.26,7.65,日涨幅偏离值达到7%的前五只证券,1.01,0.28,2018-12-14
600290,华仪电气,-9.2473,2104.34,875.69,1228.64,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.05,0.07,2018-12-14
600556,ST慧球,4.947,817.32,572.21,245.11,ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到15%的证券,1.00,0.43,2018-12-14
603177,德创环保,10.0307,2585.97,1731.05,854.93,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.18,0.09,2018-12-14
603220,贝通信,-3.7072,6353.08,2919.76,3433.32,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.06,2018-12-14
603486,科沃斯,-9.2799,3134.28,1328.59,1805.69,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.12,0.17,2018-12-14
603603,博天环境,10.0202,3606.42,2104.94,1501.48,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.10,0.07,2018-12-14
603706,东方环宇,2.3059,5269.96,2269.65,3000.31,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.07,2018-12-14
603790,雅运股份,8.2565,4564.64,3236.20,1328.44,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.11,0.05,2018-12-14
603826,坤彩科技,-9.3385,8777.47,3480.38,5297.09,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.19,0.29,2018-12-14
603933,睿能科技,10.0176,8475.58,6029.36,2446.22,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.38,0.15,2018-12-14
