code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,-1.53,2627.2833,2634.0491,2593.7407,2629.1641,2593.7407,145942488,1237.2499
000002,Ａ股指数,-1.53,2751.1495,2758.2545,2716.0034,2753.13,2716.0034,145785848,1236.4366
000003,Ｂ股指数,-1.03,282.2541,282.2982,279.4021,282.2541,278.9319,156640,0.8133
000008,综合指数,-1.4,2523.4582,2532.3205,2496.7833,2526.2681,2496.546,32175984,289.5463
000009,上证380,-2.03,4093.8836,4102.3462,4019.0138,4097.729,4017.0247,35074300,286.4624
000010,上证180,-1.59,7220.8969,7247.5464,7132.321,7226.9141,7132.321,55166975,549.008
000011,基金指数,-0.75,5656.6659,5661.1909,5618.889,5656.6659,5617.4095,37614428,273.9511
000012,国债指数,0.02,169.4132,169.397,169.4288,169.4369,169.3905,271532,2.6231
000016,上证50,-1.4,2446.8102,2457.9046,2423.3814,2448.7983,2423.0881,25855357,309.3477
000017,新综指,-1.53,2218.2076,2223.9374,2189.8663,2219.8038,2189.8663,145774366,1236.2449
000300,沪深300,-1.67,3207.3481,3219.6924,3165.9109,3210.7221,3165.9109,84301250,915.769
000905,中证500,-2.39,4436.0023,4443.1572,4337.1025,4439.0458,4331.3785,65786546,473.3531
399001,深证成指,-2.28,7785.291,7808.041,7629.649,7792.736,7624.725,19837417093,1682.0515
399002,深成指R,-2.28,9412.2,9439.705,9224.034,9421.201,9218.081,8130345626,808.5659
399003,成份Ｂ指,-1.42,4501.499,4495.98,4432.019,4501.499,4423.452,5037739,0.341
399004,深证100R,-2.11,4082.6740000000004,4098.957,4012.634,4088.24,4009.994,2677823856,368.7431
399005,中小板指,-2.44,5121.876,5140.135,5014.621,5125.309,5011.472,2113924561,254.4415
399006,创业板指,-2.82,1346.902,1348.504,1310.458,1346.902,1309.435,1282009120,169.1009
399008,中小300,-2.43,1002.9960000000001,1005.7639999999999,981.308,1003.591,980.591,4984870973,441.3005
399100,新 指 数,-2.4,6154.293000000001,6171.071999999999,6022.681,6158.097,6019.19,19460638096,1666.7352
399101,中小板综,-2.45,7887.286,7909.295999999999,7715.561,7889.2119999999995,7710.563,9140843398,763.0794
399106,深证综指,-2.46,1357.425,1360.922,1327.4160000000002,1358.11,1326.749,19837417093,1682.0515
399107,深证Ａ指,-2.47,1419.46,1423.131,1388.029,1420.1789999999999,1387.338,19827813304,1681.5461
399108,深证Ｂ指,-1.05,865.7289999999999,865.3380000000001,856.2710000000001,866.198,852.8919999999999,9603789,0.5053
399333,中小板R,-2.44,5694.818,5715.12,5575.566,5698.635,5572.064,2113924561,254.4415
399606,创业板R,-2.82,1410.942,1412.62,1372.765,1410.942,1371.694,1282009120,169.1009
