RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
30,汕头市麦田国际影城,35104.58,30,1301,26.98,43.37,38.107791
31,阳谷县电影院,34860.50,12,1191,29.27,99.25,26.572958
32,六安恒大嘉凯影城,34669.80,23,1095,31.66,47.61,28.052261
33,泰兴黄桥镇星光影城,33651.20,23,956,35.20,41.57,36.718389
34,北京市深影国际影城(四道口店),32758.55,55,765,42.82,13.91,7.897283
35,岳阳市云溪区楚湘国际影城,32701.69,20,854,38.29,42.70,43.571428
36,梨树惠影国际电影城,32554.89,32,1013,32.14,31.66,44.429824
37,重庆市嘉裕国际影城双龙店,31759.25,61,957,33.19,15.69,16.869381
38,运城威丽斯巨幕影城,31668.43,32,715,44.29,22.34,14.180077
39,肇东忆时代影城,30915.24,31,620,49.86,20.00,18.691588
40,黎平县中影星美国际影城,30902.39,25,897,34.45,35.88,40.772727
41,CGV影城 郑州永威木色店,30784.84,24,1023,30.09,42.63,34.619289
42,重庆市嘉裕国际影城沙坪坝店,30623.39,66,910,33.65,13.79,17.813796
43,龙山县中影亿利国际影城,30361.19,25,584,51.99,23.36,18.658146
44,三亚市佳润影城,29769.55,32,744,40.01,23.25,20.538869
45,CGV影城 上海白玉兰广场店,29753.86,53,520,57.22,9.81,6.279245
46,幸福蓝海国际影城南通圆融店,29568.18,50,999,29.60,19.98,10.814614
47,京山县横店电影城,29454.14,37,882,33.39,23.84,11.333361
48,幸福蓝海国际影城成都仁和新城IMAX店,29416.27,66,549,53.58,8.32,5.371900
49,魔影国际影城北京金源店,29323.99,59,877,33.44,14.86,14.171574
50,CGV影城 上海七宝店,29292.57,56,530,55.27,9.46,5.678571
51,幸福蓝海国际影城涟水店,29290.17,20,814,35.98,40.70,21.616084
52,重庆市嘉裕国际影城九龙坡店,29058.46,42,878,33.10,20.90,13.462128
53,建湖横店电影城,28629.65,40,957,29.92,23.93,16.220338
54,CGV影城 青岛万象城店,28464.78,64,767,37.11,11.98,6.381456
55,株洲市潇湘国际影城,28346.54,32,797,35.57,24.91,17.216301
56,织金曦霞影城,28302.07,18,807,35.07,44.83,66.915422
57,魔影国际影城北京达美店,28212.19,54,825,34.20,15.28,18.133860
58,南通润和蓝海影城,28007.84,34,1066,26.27,31.35,24.080599
59,长沙市亿鑫国际影城万家丽店,27961.51,97,591,47.31,6.09,7.968429
60,深圳百老汇电影中心万象天地店,27777.31,50,594,46.76,11.88,6.513157
61,吉木萨尔凤凰影城,27722.29,14,764,36.29,54.57,68.214285
62,北京嘉华国际影城,27349.19,49,706,38.74,14.41,7.168240
63,CGV影城 杭州滨江天街店,27084.31,62,519,52.19,8.37,4.571801
64,宾川横店电影城,27024.89,28,667,40.52,23.82,17.697940
65,CGV影城 成都高新店,26654.17,42,521,51.16,12.40,6.486150
66,交城县当代影城,26457.57,37,654,40.46,17.68,16.898351
67,郑州市恒世国际影城,26422.60,38,968,27.30,25.47,25.817923
68,CGV影城 东莞国贸店,26419.27,67,562,47.01,8.39,5.876048
69,祁阳县新城名都国际影城,26395.58,20,799,33.04,39.95,37.570532
70,伊通吉影金港影城,26343.79,21,877,30.04,41.76,29.829931
71,中影国际影城株洲天元神农太阳城店,26294.36,46,701,37.51,15.24,8.798574
72,北京新华国际影城(大钟寺店),26287.98,50,743,35.38,14.86,9.649350
73,襄城奥斯卡影城,26226.55,31,605,43.35,19.52,15.128782
74,杭州庆春电影大世界,26190.40,60,704,37.20,11.73,16.018202
75,CGV影城 成都七一国际广场店,26109.17,59,721,36.21,12.22,8.382854
76,重庆保利万和国际影城壹街店,25895.85,53,759,34.12,14.32,11.433736
77,融水县约墨国际影城,25320.93,12,686,36.91,57.17,47.638888
78,甘肃酒泉飞天影院,25259.00,33,997,25.34,30.21,27.071793
79,上海太平洋影城松江店,25192.76,51,656,38.40,12.86,12.963572
80,广州市视尚国际影城,25131.37,53,953,26.37,17.98,14.648580
81,中影国际影城海口上邦店,25120.00,71,694,36.20,9.77,7.176687
82,CGV影城 长沙岳麓店,25072.95,52,588,42.64,11.31,5.296343
83,榕江县华夏国际影城,25017.18,22,709,35.29,32.23,31.364742
84,凭祥广影万福电影城,24974.92,18,699,35.73,38.83,22.215865
85,杭州市寰耀影城（绿城之江一号店）,24804.04,71,408,60.79,5.75,9.993876
86,CGV影城 长沙德思勤店,24654.21,52,561,43.95,10.79,6.108116
87,西安太平洋影城临潼店,24632.16,20,780,31.58,39.00,24.331550
88,威海万达影城荣成九龙城店,24463.65,40,671,36.46,16.78,1174.250000
89,乐达影城枣庄市中店,24452.53,93,632,38.69,6.80,8.064516
90,CGV影城 苏州中心店,24331.89,51,470,51.77,9.22,6.525662
91,CGV影城 杭州乐堤港店,24226.09,56,503,48.16,8.98,5.182005
92,吴忠汇金电影城,24211.67,25,703,34.44,28.12,19.710280
93,哈尔滨市艾美国际巨幕影城,24186.20,60,629,38.45,10.48,5.882169
94,北京剧院,24034.67,31,570,42.17,18.39,10.926118
95,杭州市格林星光影城转塘店,23906.68,36,625,38.25,17.36,13.493091
96,CGV星星影城 天津滨海店,23733.18,48,608,39.03,12.67,5.138607
97,魔影国际影城河池宜州点,23350.63,34,619,37.72,18.21,18.691870
98,杭州博纳国际影城大悦城店,23323.11,62,706,33.04,11.39,7.312204
99,CGV影城 广州北京路店,23320.50,50,701,33.27,14.02,10.681904
100,豪泰数字国际影城空港店,23317.09,31,769,30.32,24.81,19.052574
