RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
1,义乌星轶影城（吾悦广场STARX店）,132850.02,48,3239,41.02,67.48,43.048910
2,成都星轶影城（武侯吾悦广场店）,111258.86,53,2776,40.08,52.38,42.882047
3,淮南横店电影城谢家集店,103278.96,30,3324,31.07,110.80,74.031180
4,乌苏市幕纬空间MS国际影城,75158.28,29,2244,33.49,77.38,78.637510
5,韩城市香山国际影城,74407.39,26,1680,44.29,64.62,53.622725
6,宁波市汉鼎宇佑影城（镇海银泰店）,67146.04,36,2292,29.30,63.67,34.391177
7,武冈市乐洋电影院,64760.27,14,1410,45.93,100.71,74.327886
8,CGV影城 深圳壹方城店,58646.15,64,896,65.45,14.00,8.025013
9,江都头等舱大地影城,57058.55,43,1990,28.67,46.28,44.985730
10,北京天幕新彩云影城,55198.91,51,1814,30.43,35.57,22.471154
11,魔影国际影城武汉上东汇店,53680.38,56,1766,30.40,31.54,23.514617
12,北京紫光影城,50758.81,44,1334,38.05,30.32,29.521111
13,乌鲁木齐奥斯卡影城友好二店,49093.29,41,1232,39.85,30.05,13.685196
14,广州百丽宫影城猎德igc店,48810.23,37,717,68.08,19.38,11.753375
15,沈阳光陆影院,47165.71,53,1442,32.71,27.21,19.877660
16,杭州蓝钻时光影城,45859.45,33,1259,36.43,38.15,28.018248
17,CGV影城 宁波文化广场店,45324.14,55,941,48.17,17.11,9.253715
18,CGV影城 深圳卓悦中心店,45167.13,62,783,57.68,12.63,6.848715
19,魔影国际影城东莞大汇广场店,44192.12,38,1119,39.49,29.45,19.941784
20,白城吉影喜都电影院,42789.35,27,1348,31.74,49.93,35.610503
21,海淀工人文化宫,39641.82,20,1134,34.96,56.70,42.824773
22,北京华谊兄弟电影汇影城,39328.72,23,113,348.04,4.91,18.062659
23,松阳横店电影城,39043.48,32,886,44.07,27.69,18.886425
24,农安吉影喜都影城,38930.40,25,1055,36.90,42.20,44.893617
25,陆川县星光影城,38777.16,23,1054,36.79,45.83,62.991184
26,首都电影院西单店,38392.62,75,906,42.38,12.08,8.397219
27,宁波德信影城天水店,37577.12,58,983,38.23,16.95,17.056819
28,武冈市新王城数字影院,36003.09,13,900,40.00,69.23,84.772370
29,北京耀莱成龙影城（五棵松店）,35132.26,109,888,39.56,8.15,3.934528
