code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,1.23,2607.144,2602.1526,2634.0491,2645.8367,2599.4586,150738115,1323.9611
000002,Ａ股指数,1.23,2730.0657,2724.8253,2758.2545,2770.616,2721.9885,150535652,1322.6719
000003,Ｂ股指数,0.88,279.9198,279.8489,282.2982,283.1048,279.7851,202463,1.2892
000008,综合指数,0.82,2515.4705,2511.8211,2532.3205,2544.5462,2505.1988,32294540,298.7896
000009,上证380,1.35,4056.251,4047.5113,4102.3462,4123.7828,4036.6947,36545017,302.3312
000010,上证180,1.41,7164.3934,7146.8091,7247.5464,7281.9692,7145.7751,57313545,613.0539
000011,基金指数,0.66,5629.471,5624.3292,5661.1909,5672.9401,5624.9316,48207018,362.6665
000012,国债指数,-0.02,169.4503,169.4353,169.397,169.4503,169.3868,412171,3.9
000016,上证50,1.43,2429.3884,2423.3178,2457.9046,2469.6995,2423.5699,28085510,368.1547
000017,新综指,1.23,2201.2082,2196.9826,2223.9374,2233.9031,2194.6951,150525337,1322.4988
000300,沪深300,1.55,3178.891,3170.6092,3219.6924,3234.0817,3169.4234,90442755,1033.7548
000905,中证500,1.13,4405.0861,4393.324,4443.1572,4471.2565,4378.4604,63613910,477.7556
399001,深证成指,1.43,7717.469,7698.017,7808.041,7849.656,7679.016,19649994573,1724.3802
399002,深成指R,1.43,9330.206,9306.688,9439.705,9490.016,9283.716999999999,8172172047,854.4216
399003,成份Ｂ指,1.91,4410.038,4411.581,4495.98,4519.965,4405.973,8032819,0.4769
399004,深证100R,1.8,4035.756,4026.466,4098.957,4117.460999999999,4019.027,2990632529,423.2969
399005,中小板指,1.18,5088.005,5080.202,5140.135,5167.08,5056.647,2032862834,239.9318
399006,创业板指,0.73,1341.5539999999999,1338.731,1348.504,1357.024,1327.024,1240321930,167.8968
399008,中小300,1.05,996.9,995.308,1005.7639999999999,1011.24,991.072,4653637599,414.5005
399100,新 指 数,1.16,6111.175,6100.1669999999995,6171.071999999999,6203.4619999999995,6078.8859999999995,19219044880,1697.2512
399101,中小板综,0.85,7846.513000000001,7842.406999999999,7909.295999999999,7950.585999999999,7803.781,8932205239,750.3665
399106,深证综指,1.11,1348.5410000000002,1346.031,1360.922,1367.769,1341.132,19649994573,1724.3802
399107,深证Ａ指,1.11,1410.21,1407.575,1423.131,1430.3029999999999,1402.4260000000002,19636930828,1723.739
399108,深证Ｂ指,1.46,852.4580000000001,852.8960000000001,865.3380000000001,868.184,851.4169999999999,13063745,0.6412
399333,中小板R,1.18,5657.159000000001,5648.483,5715.12,5745.08,5622.293000000001,2032862834,239.9318
399606,创业板R,0.73,1405.339,1402.382,1412.62,1421.545,1390.119,1240321930,167.8968
