broker,count,bamount,bcount,samount,scount,top3
平安证券股份有限公司珠海园林路证券营业部,2,535.42,1,201.81,1,全新好
财通证券股份有限公司杭州体育馆证券营业部,15,5159.42,7,4564.54,8,"深华发A,德威新材,亚士创能,"
中信建投证券股份有限公司成都市南一环路证券营业部,5,3452.23,4,2121.63,1,"新大洲A,万通智控,继峰股份"
中信建投证券股份有限公司重庆龙山路证券营业部,3,1879.54,3,0.0,0,"佳云科技,安妮股份,全新好"
华福证券有限责任公司义乌宾王路证券营业部,3,1011.49,2,511.11,1,"登云股份,深华发A"
天风证券股份有限公司上海芳甸路证券营业部,2,2033.98,1,1991.59,1,新大洲A
海通证券股份有限公司杭州文化路证券营业部,8,2752.12,6,771.59,2,"东方通信,高斯贝尔,恩华药业,"
申万宏源证券有限公司成都崇州市蜀州北路证券营业部,1,360.25,1,0.0,0,深华发A
华泰证券股份有限公司成都天府新区正东中街证券营业部,2,1910.42,1,1855.79,1,新大洲A
国信证券股份有限公司上海北京东路证券营业部,4,424.74,2,35.21,2,"全新好,上海莱士,隆利科技"
国融证券股份有限公司杭州江晖路证券营业部,10,2134.57,6,1301.73,4,"四通新材,剑桥科技,深华发A,"
中信建投证券股份有限公司成都马家花园证券营业部,2,1236.52,1,1214.56,1,新大洲A
国信证券股份有限公司深圳振华路证券营业部,2,1529.23,2,0.0,0,"丽珠集团,全新好"
中泰证券股份有限公司深圳分公司,6,1795.79,6,0.0,0,"海马汽车,森远股份,新开源,"
大同证券有限责任公司朔州开发南路证券营业部,3,1512.46,2,313.97,1,"新大洲A,同有科技,湖南发展"
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,135,44086.86,75,34547.71,60,"罗牛山,隆利科技,贝通信,"
首创证券有限责任公司成都吉庆三路证券营业部,1,0.0,0,223.72,1,深华发A
中信证券股份有限公司宁波天童北路证券营业部,2,0.0,0,1326.79,2,新大洲A
平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,32,5875.82,17,5650.3,15,"世纪鼎利,雪莱特,宇晶股份,"
国信证券股份有限公司成都二环路证券营业部,5,578.6,2,1923.07,3,"宇信科技,东信和平,深华发A,"
恒泰证券股份有限公司宁波甬江大道证券营业部,4,1130.93,2,1274.48,2,"摩恩电气,森远股份,新大洲A"
英大证券有限责任公司深圳华侨城证券营业部,2,0.0,0,175.08,2,"深华发A,天翔环境"
东方证券股份有限公司上海浦东新区南门大街证券营业部,3,0.0,0,496.1,3,"新大洲A,隆利科技"
国泰君安证券股份有限公司南京太平南路证券营业部,5,425.35,1,1922.69,4,"登云股份,德威新材,全新好,"
华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,21,22029.85,13,7086.88,8,"乐普医疗,东方通信,ST新光,"
华泰证券股份有限公司成都人民南路证券营业部,2,390.42,1,383.87,1,"凯发电气,新大洲A"
西藏东方财富证券股份有限公司拉萨江苏东路证券营业部,2,0.0,0,401.9,2,"全新好,伯特利"
中国银河证券股份有限公司汕头金砂路证券营业部,1,0.0,0,123.44,1,深华发A
方正证券股份有限公司厦门分公司,2,0.0,0,1050.0,2,"科力尔,新大洲A"
西藏东方财富证券股份有限公司上海徐汇宛平南路证券营业部,4,5510.25,4,0.0,0,"罗牛山,八菱科技,光洋股份,"
广发证券股份有限公司苏州苏州大道东证券营业部,2,429.29,1,1069.83,1,湖南发展
海通证券股份有限公司宁波解放北路证券营业部,3,3012.27,2,76.62,1,"罗牛山,京城股份"
中泰证券股份有限公司上海陆家嘴浦电路证券营业部,1,2409.59,1,0.0,0,罗牛山
招商证券股份有限公司深圳蛇口工业三路证券营业部,1,220.31,1,0.0,0,湖南发展
广发证券股份有限公司温州瓯江路证券营业部,4,628.8,2,1410.14,2,"美芝股份,湖南发展,日播时尚"
中国银河证券股份有限公司杭州庆春路证券营业部,2,3374.97,2,0.0,0,"罗牛山,盛达矿业"
中信证券股份有限公司上海分公司,2,4633.28,1,4906.98,1,"老板电器,罗牛山"
海通证券股份有限公司蚌埠中荣街证券营业部,3,3102.89,2,637.69,1,"东方通信,海特高新,湖南发展"
中国银河证券股份有限公司台州引泉路证券营业部,2,0.0,0,2315.77,2,"八菱科技,罗牛山"
安信证券股份有限公司梅州新中路证券营业部,1,0.0,0,2104.8,1,罗牛山
东莞证券股份有限公司东莞横沥中山路证券营业部,7,7571.29,4,4646.52,3,"乐视网,东信和平,中国天楹,"
中国银河证券股份有限公司大连人民路证券营业部,4,673.53,3,266.6,1,"铭普光磁,麦趣尔,森远股份,"
长城证券股份有限公司仙桃钱沟路证券营业部,23,14708.71,13,11378.75,10,"超华科技,乐视网,朗源股份,"
申万宏源西部证券有限公司杭州学院路证券营业部,1,365.52,1,0.0,0,凯撒旅游
平安证券股份有限公司哈尔滨中山路证券营业部,1,400.62,1,0.0,0,普洛药业
南京证券股份有限公司常州太湖东路证券营业部,1,318.26,1,0.0,0,凯撒旅游
浙商证券股份有限公司横店万盛北街证券营业部,1,377.33,1,0.0,0,普洛药业
华鑫证券有限责任公司上海景东路证券营业部,1,208.95,1,0.0,0,凯撒旅游
深股通专用,36,44727.67,19,54758.91,17,"华东医药,老板电器,国新健康,"
国金证券股份有限公司上海奉贤区金碧路证券营业部,26,4626.78,13,4548.47,13,"海容冷链,宇晶股份,意华股份,"
浙商证券股份有限公司东阳新南路证券营业部,1,269.38,1,0.0,0,普洛药业
国金证券股份有限公司上海互联网证券分公司,14,1890.6,7,1620.63,7,"安妮股份,*ST德奥,朗迪集团,"
国泰君安证券股份有限公司重庆万州北滨大道证券营业部,1,0.0,0,508.04,1,普洛药业
国泰君安证券股份有限公司武汉紫阳东路证券营业部,1,0.0,0,332.79,1,凯撒旅游
第一创业证券股份有限公司深圳深南大道证券营业部,1,0.0,0,495.6,1,普洛药业
海通证券股份有限公司淮北相山路证券营业部,2,0.0,0,451.88,2,"凯撒旅游,嘉寓股份"
海通证券股份有限公司上海崮山路证券营业部,1,0.0,0,449.76,1,普洛药业
中银国际证券股份有限公司武汉黄孝河路证券营业部,2,303.35,1,203.68,1,"麦趣尔,凯撒旅游"
兴业证券股份有限公司上海民生路第二证券营业部,2,7393.55,2,0.0,0,华东医药
广发证券股份有限公司潮州潮枫路证券营业部,9,1029.75,5,684.92,4,中弘退
华泰证券股份有限公司杭州求是路证券营业部,7,1130.54,5,160.01,2,中弘退
第一创业证券股份有限公司北京海淀证券营业部,1,2366.24,1,0.0,0,华东医药
广发证券股份有限公司佛山顺德怡和路证券营业部,2,127.23,2,0.0,0,中弘退
中国国际金融股份有限公司北京建国门外大街证券营业部,3,1740.0,1,10847.12,2,华东医药
中国中投证券有限责任公司宁波江东北路证券营业部,7,230.62,4,301.73,3,中弘退
中国中投证券有限责任公司武汉徐东大街证券营业部,1,48.75,1,0.0,0,中弘退
浙商证券股份有限公司江苏分公司,5,751.91,1,1583.26,4,"*ST德奥,新宏泽,中弘退"
国泰君安证券股份有限公司南昌站前路证券营业部,1,0.0,0,76.14,1,中弘退
西藏东方财富证券股份有限公司拉萨东环路第二证券营业部,11,2139.68,8,617.77,3,"宇晶股份,新海宜,新大洲A,"
国泰君安证券股份有限公司上海银城中路证券营业部,2,2437.7,1,3416.72,1,"老板电器,华东医药"
东北证券股份有限公司宁波分公司,1,0.0,0,51.86,1,中弘退
东吴证券股份有限公司上海西藏南路证券营业部,8,1598.31,6,235.31,2,"海容冷链,宇晶股份,宇信科技,"
安信证券股份有限公司上海虹桥路证券营业部,2,1351.35,1,818.26,1,新海宜
广发证券股份有限公司泉州涂门街证券营业部,8,3181.35,3,3501.75,5,"浔兴股份,贝通信,双林股份,"
东海证券股份有限公司苏州分公司,2,1286.81,1,850.93,1,新海宜
华泰证券股份有限公司厦门厦禾路证券营业部,13,6840.4,9,2503.14,4,"浔兴股份,华谊嘉信,天翔环境,"
东方证券股份有限公司海口金龙路证券营业部,2,141.16,2,0.0,0,"永泰能源,ST新光"
招商证券股份有限公司西安长安区证券营业部,1,699.64,1,0.0,0,新海宜
安信证券股份有限公司秦皇岛秦皇东大街证券营业部,1,39.87,1,0.0,0,ST新光
中信建投证券股份有限公司上海徐家汇路证券营业部,2,1154.02,2,0.0,0,"浔兴股份,海达股份"
东北证券股份有限公司长春西安大路证券营业部,1,35.34,1,0.0,0,ST新光
兴业证券股份有限公司陕西分公司,6,2425.01,5,524.33,1,"浔兴股份,成都路桥,嘉寓股份,"
海通证券股份有限公司郑州经七路证券营业部,1,22.65,1,0.0,0,ST新光
安信证券股份有限公司南昌胜利路证券营业部,4,2851.99,2,2751.74,2,"融钰集团,佳讯飞鸿,新海宜"
华泰证券股份有限公司深圳红荔路证券营业部,4,447.3,2,335.06,2,"吉大通信,天夏智慧,森远股份,"
东吴证券股份有限公司常熟商城中路证券营业部,1,0.0,0,599.51,1,浔兴股份
华泰证券股份有限公司马鞍山华飞路证券营业部,2,0.0,0,282.81,2,"兆新股份,ST新光"
招商证券股份有限公司深圳后海证券营业部,8,899.59,2,3267.34,6,"吉大通信,浔兴股份,麦趣尔,"
中泰证券股份有限公司湖南分公司,3,0.0,0,1444.37,3,"华谊嘉信,宇信科技,新海宜"
中信证券股份有限公司嵊州兴盛街证券营业部,1,0.0,0,109.39,1,ST新光
东海证券股份有限公司洛阳周山路证券营业部,4,0.0,0,3620.45,4,"浔兴股份,新疆交建"
平安证券股份有限公司福州长乐北路证券营业部,5,1329.1,2,2149.02,3,"高斯贝尔,新海宜,贝通信"
中国中投证券有限责任公司深圳爱国路证券营业部,3,1207.52,2,63.02,1,"乐普医疗,吉大通信,ST新光"
长江证券股份有限公司东莞鸿福路证券营业部,1,0.0,0,442.7,1,浔兴股份
财富证券有限责任公司杭州庆春路证券营业部,25,4346.31,14,4004.45,11,"贝通信,朗迪集团,兆新股份,"
国元证券股份有限公司合肥宿州路证券营业部,1,0.0,0,345.03,1,浔兴股份
海通证券股份有限公司杭州瓜沥东灵北路证券营业部,1,1099.87,1,0.0,0,粤传媒
华泰证券股份有限公司合肥创新大道证券营业部,1,180.74,1,0.0,0,*ST巴士
中信证券股份有限公司台州分公司,6,2528.57,4,2183.98,2,"铭普光磁,粤传媒,嘉寓股份,"
东北证券股份有限公司长春东盛大街证券营业部,1,122.99,1,0.0,0,*ST巴士
平安证券股份有限公司广东分公司,1,870.05,1,0.0,0,粤传媒
国信证券股份有限公司义乌稠江街道总部经济园证券营业部,3,106.36,1,1442.6,2,"*ST巴士,天翔环境"
方正证券股份有限公司长沙黄兴中路证券营业部,4,2808.98,4,0.0,0,"天域生态,科力尔,粤传媒,"
中信建投证券股份有限公司广州花城大道证券营业部,1,102.33,1,0.0,0,*ST巴士
上海证券有限责任公司南京溧水致远路证券营业部,5,2361.18,3,1950.32,2,"朗源股份,华谊嘉信,粤传媒"
东莞证券股份有限公司河北分公司,1,99.95,1,0.0,0,*ST巴士
方正证券股份有限公司益阳长益路证券营业部,1,0.0,0,497.92,1,粤传媒
华福证券有限责任公司泉州丰泽街证券营业部,9,2566.7,4,2564.38,5,"*ST尤夫,*ST凯迪,冀凯股份,"
东海证券股份有限公司上海长宁区长顺路证券营业部,1,0.0,0,407.51,1,粤传媒
华泰证券股份有限公司北京月坛南街证券营业部,2,443.67,1,182.04,1,"佳讯飞鸿,*ST巴士"
光大证券股份有限公司广州番禺环城东路证券营业部,1,0.0,0,402.6,1,粤传媒
光大证券股份有限公司惠州麦地路证券营业部（迁址）,1,0.0,0,309.67,1,粤传媒
广发证券股份有限公司沈阳北二中路证券营业部,1,0.0,0,113.16,1,*ST巴士
方正证券股份有限公司武汉欢乐大道证券营业部,1,0.0,0,309.04,1,粤传媒
国海证券股份有限公司深圳深南大道证券营业部,1,0.0,0,77.4,1,*ST巴士
英大证券有限责任公司深圳园岭三街证券营业部,1,687.21,1,0.0,0,安妮股份
中国银河证券股份有限公司杭州新塘路证券营业部,3,7512.0,3,0.0,0,"延安必康,光洋股份"
中信建投证券股份有限公司苏州工业园区星海街证券营业部,5,6940.73,5,0.0,0,"超华科技,光洋股份"
平安证券股份有限公司北京分公司,2,5747.95,2,0.0,0,"延安必康,文一科技"
东吴证券股份有限公司苏州西北街证券营业部,8,4894.96,5,1742.29,3,"东方通信,超华科技,深纺织A,"
申万宏源证券有限公司温州车站大道证券营业部,3,3216.29,2,150.66,1,"延安必康,南京聚隆"
江海证券有限公司深圳解放路证券营业部,1,454.49,1,0.0,0,安妮股份
海通证券股份有限公司嵊州西前街证券营业部,2,2615.54,1,876.76,1,"延安必康,吉大通信"
广州证券股份有限公司常州高新科技园证券营业部,2,718.7,1,694.11,1,超华科技
海通证券股份有限公司上海普陀区澳门路证券营业部,1,2093.71,1,0.0,0,延安必康
光大证券股份有限公司宁波中山西路证券营业部,6,2211.55,4,2401.96,2,"宇晶股份,光一科技,同有科技,"
海通证券股份有限公司温州锦绣路证券营业部,3,0.0,0,5086.83,3,"*ST尤夫,超华科技"
