Attendance,AvgPeople,CinemaName,RowNum,TodayAudienceCount,TodayBox,TodayShowCount,price
38.181119,79.06,Jackie Chan北京耀莱,1,9645,460613.00,122,47.76
57.755435,104.32,金逸北京大悦城IMAX店,2,5529,400215.50,53,72.38
35.347849,46.58,北京市金泉港国际影城,3,5589,372342.00,120,66.62
46.809751,88.38,上海五角场万达广场店,4,6098,368509.10,69,60.43
40.978675,87.57,卢米埃北京长楹天街IMAX影城,5,5517,364877.00,63,66.14
40.831227,89.78,广州飞扬影城（正佳分店）,6,5387,357263.00,60,66.32
42.715391,85.31,金逸北京荟聚IMAX店,7,5972,342510.50,70,57.35
42.402981,71.28,UME影城（北京双井店）,8,4847,339181.45,68,69.98
46.652275,85.09,深圳市百老汇电影中心影城,9,5446,336579.00,64,61.80
39.294178,74.02,UME影城（北京华星店）,10,3627,325957.00,49,89.87
42.128740,60.64,首都电影院西单店,11,5154,317990.93,85,61.70
50.478011,88.00,上海百丽宫影城（环贸iapm店）,12,3256,296188.00,37,90.97
44.068918,60.40,南京新街口国际影城,13,6161,294472.00,102,47.80
50.111901,66.20,北京寰映合生汇店,14,3906,280007.80,59,71.69
38.147897,51.22,SFC上影影城（港汇恒隆永华店）,15,3688,279509.10,72,75.79
31.785187,55.45,CGV影城 深圳壹方城店,16,3937,263602.00,71,66.96
41.127801,52.51,UME影城（北京安贞店）,17,4043,260051.76,77,64.32
28.997223,45.53,北京通州万达广场店,18,3551,259020.87,78,72.94
71.059816,119.29,中影国际影城北京昌平永旺店,19,5726,246307.30,48,43.02
41.674943,63.84,武商摩尔国际电影城,20,7405,246159.00,116,33.24
46.436694,76.56,广州市百丽宫猎德影院,21,3675,245878.00,48,66.91
35.095000,63.42,金逸上海龙之梦IMAX店,22,3805,243547.85,60,64.01
51.049736,78.45,中影国际影城上海合生汇店,23,4393,243210.00,56,55.36
39.976484,72.32,中影国际影城上海金科路店,24,4556,238576.00,63,52.37
50.598073,101.70,北京嘉华国际影城,25,4780,230818.00,47,48.29
33.837338,74.91,广州飞扬影城,26,4045,230553.00,54,57.00
40.733077,81.06,广州市捷登都会飞扬影城,27,6890,225887.00,85,32.78
39.201392,69.29,百丽宫影城长宁来福士店,28,3603,225201.00,52,62.50
43.762907,88.29,北京美嘉欢乐影城（中关村）,29,4238,224070.00,48,52.87
48.664334,78.56,上海和平影都,30,3378,223969.00,43,66.30
28.975061,45.36,北京CBD万达广场店,31,2631,223639.30,58,85.00
48.393503,57.96,昆明万达影城同德广场店,32,4405,215969.40,76,49.03
24.785788,49.42,北京美嘉欢乐影城（三里屯店）,33,2372,215201.00,48,90.73
23.214467,50.63,北京万达影城天通苑龙德广场店,34,3038,214495.40,60,70.60
40.368830,60.18,武汉汉街万达广场店,35,5115,212996.80,85,41.64
41.409647,52.84,SFC上影影城（八佰伴店）,36,3276,212486.80,62,64.86
24.775094,63.42,深圳保利国际影城,37,4186,211805.00,66,50.60
52.024800,73.42,海上明珠国际影城上海环球港店,38,3671,210073.00,50,57.23
23.886545,47.84,中影国际影城深圳南山欢乐海岸店,39,3253,207859.00,68,63.90
33.233598,62.41,CGV影城 青岛万象城店,40,3932,207287.00,63,52.72
41.755888,73.13,上海市百丽宫影城LCM置汇旭辉广场店,41,3510,205310.00,48,58.49
67.239511,84.65,首都电影院昌平店,42,4656,205211.22,55,44.07
29.114321,46.35,北京石景山万达广场店,43,2781,203092.39,60,73.03
45.293715,37.87,新影联华谊兄弟影院(望京华彩店),44,4506,201533.00,119,44.73
40.177952,62.99,成都锦华万达广场店,45,4724,200921.60,75,42.53
37.568134,49.78,UME影城（重庆渝中店）,46,4480,197332.10,90,44.05
49.936352,72.75,武汉博纳国际电影城,47,5311,194918.00,73,36.70
43.177105,53.07,广州UA花城汇影院,48,3556,194818.00,67,54.79
24.556947,43.30,金逸福州宝龙IMAX店,49,4157,194663.30,96,46.83
39.205260,66.71,大连高新万达广场店,50,4670,194366.70,70,41.62
35.636408,81.71,金逸天津大悦城IMAX店,51,4004,193588.50,49,48.35
51.994572,104.51,中影国际影城武汉光谷天河店,52,5748,193344.00,55,33.64
44.783447,56.76,郑州奥斯卡熙地港国际影城,53,5108,191276.00,90,37.45
51.329981,72.31,金逸广州海珠城IMAX店 ,54,3254,189534.90,45,58.25
57.597706,81.21,北京耀莱成龙国际影城慈云寺店,55,3817,188812.00,47,49.47
47.010178,61.58,金逸影城北京中关村店,56,2956,188341.80,48,63.72
40.561484,86.43,巨幕影城（武汉光谷广场资本大厦店）,57,5791,188207.00,67,32.50
35.570487,58.28,大连经开万达广场店,58,4429,187417.78,76,42.32
26.099919,38.11,深圳市万象影城罗湖万象城店,59,3239,186332.40,85,57.53
28.916725,51.74,济南高新万达广场店,60,3932,185827.50,76,47.26
34.444320,65.83,成都百丽宫影城（太古里店）,61,3423,185686.00,52,54.25
40.442386,72.80,北京沃美影城（回龙观店）,62,3931,185353.00,54,47.15
33.127696,64.07,深圳市CINESKY新天影院(壹方天地IMAX店),63,3716,184101.00,58,49.54
44.382428,69.81,中影国际影城珠海华发2店,64,4119,182113.00,59,44.21
44.684649,45.46,UME影城（重庆江北店）,65,4455,181705.23,98,40.79
48.966942,59.25,深圳娱艺影院UAKKmallY影城,66,2844,181319.00,48,63.75
37.556390,51.54,上海周浦万达广场店,67,2886,181236.00,56,62.80
44.807345,54.85,成都太平洋电影城,68,5101,181041.84,93,35.49
