code,name,date,bamount,samount,type
002147,新光圆成,2018-11-13,3080.53,10727.0,涨幅偏离值达7%的证券
603059,倍加洁,2018-11-13,660.33,0.0,换手率达20%的证券
002147,新光圆成,2018-11-13,3080.53,10727.0,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的股票
300525,博思软件,2018-11-13,6140.55,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
002147,新光圆成,2018-11-13,3080.53,10727.0,换手率达20%的证券
002147,新光圆成,2018-11-13,3080.53,10727.0,振幅值达15%的证券
300251,光线传媒,2018-11-13,3362.2,6173.74,涨幅偏离值达7%的证券
300237,美晨生态,2018-11-13,1925.05,3940.53,振幅值达15%的证券
300027,华谊兄弟,2018-11-13,1241.16,0.0,涨幅偏离值达7%的证券
000673,当代东方,2018-11-13,0.0,2145.26,涨幅偏离值达7%的证券
000666,经纬纺机,2018-11-13,0.0,1147.27,连续三个交易日内，跌幅偏离值累计达20%的证券
000666,经纬纺机,2018-11-13,0.0,1147.27,跌幅偏离值达7%的证券
002485,希努尔,2018-11-13,18.43,0.0,跌幅偏离值达7%的证券
601162,天风证券,2018-11-13,1798.47,0.0,换手率达20%的证券
300237,美晨生态,2018-11-12,0.0,1991.1,跌幅偏离值达7%的证券
002696,百洋股份,2018-11-12,949.11,210.05,振幅值达15%的证券
002571,德力股份,2018-11-12,0.0,138.06,连续三个交易日内，涨幅偏离值累计达20%的证券
002665,首航节能,2018-11-12,0.0,9800.63,连续三个交易日内，跌幅偏离值累计达20%的证券
002202,金风科技,2018-11-12,14714.46,1971.7,涨幅偏离值达7%的证券
002147,新光圆成,2018-11-12,117.16,191.67,连续三个交易日内，跌幅偏离值累计达20%的证券
002147,新光圆成,2018-11-12,117.16,191.67,跌幅偏离值达7%的证券
002028,思源电气,2018-11-12,585.99,1449.62,跌幅偏离值达7%的证券
000666,经纬纺机,2018-11-12,0.0,227.29,跌幅偏离值达7%的证券
000008,神州高铁,2018-11-12,5131.55,2112.67,跌幅偏离值达7%的证券
601118,海南橡胶,2018-11-12,3932.96,0.0,连续三个交易日内，跌幅偏离值累计达20%的证券
601118,海南橡胶,2018-11-12,3932.96,0.0,跌幅偏离值达7%的证券
600683,京投发展,2018-11-12,0.0,470.89,连续三个交易日内，涨幅偏离值累计达20%的证券
600604,市北高新,2018-11-12,0.0,104.91,连续三个交易日内，涨幅偏离值累计达20%的证券
002459,天业通联,2018-11-09,3254.26,5183.39,跌幅偏离值达7%的证券
002459,天业通联,2018-11-09,3254.26,5183.39,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的股票
600604,市北高新,2018-11-09,0.0,104.91,涨幅偏离值达7%的证券
300674,宇信科技,2018-11-09,0.0,1.06,连续三个交易日内，涨幅偏离值累计达20%的证券
300601,康泰生物,2018-11-09,335.25,0.0,跌幅偏离值达7%的证券
300653,正海生物,2018-11-09,4716.46,0.0,涨幅偏离值达7%的证券
300590,移为通信,2018-11-09,760.55,350.09,涨幅偏离值达7%的证券
002665,首航节能,2018-11-09,0.0,9800.63,跌幅偏离值达7%的证券
002607,亚夏汽车,2018-11-09,468.02,0.0,跌幅偏离值达7%的证券
300540,深冷股份,2018-11-08,215.92,0.0,涨幅偏离值达7%的证券
300674,宇信科技,2018-11-08,0.0,1.06,涨幅偏离值达7%的证券
300342,天银机电,2018-11-08,0.0,1023.08,连续三个交易日内，跌幅偏离值累计达20%的证券
600122,宏图高科,2018-11-08,2320.95,19520.2,连续三个交易日内，跌幅偏离值累计达20%的证券
600895,张江高科,2018-11-08,0.0,4525.96,连续三个交易日内，涨幅偏离值累计达20%的证券
600604,市北高新,2018-11-08,0.0,170.84,连续三个交易日内，涨幅偏离值累计达20%的证券
300540,深冷股份,2018-11-08,215.92,0.0,涨幅偏离值达7%的证券
300674,宇信科技,2018-11-08,0.0,1.06,涨幅偏离值达7%的证券
300342,天银机电,2018-11-08,0.0,1023.08,连续三个交易日内，跌幅偏离值累计达20%的证券
300342,天银机电,2018-11-08,0.0,1023.08,跌幅偏离值达7%的证券
002739,万达电影,2018-11-07,4332.63,7487.23,连续三个交易日内，跌幅偏离值累计达20%的证券
